station_pair,v_peak_opt(m/s),t_arrival_opt(s),E_opt(Wh),params
院士路-盎孟港,0.1,84.0,2001619250.0,"L=1010.0, V_UPPER=22.22, V_MID=12.5, A1=0.55, A2=0.8, A_DEC=-0.5, MASS=215.64, REACH_TOL=0.5, WINDOW=[84.0,100.0]"
