run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850706|50706|5012|UP,327.0,3734.2791,215.24,6541
07/0850708|50708|5012|UP,327.8,3733.831,215.44,6557
07/0850710|50710|5012|UP,327.95,3733.4924,215.34,6560
07/0951906|51906|5012|UP,327.55,3733.9245,215.34,6552
07/0951908|51908|5012|UP,326.85,3733.1144,215.34,6538
07/0951910|51910|5012|UP,327.65,3733.2851,215.54,6554
07/0951914|51914|5012|UP,326.9,3733.7741,217.42,6539
07/1053004|53004|5012|UP,327.7,3733.53,215.84,6555
07/1251002|51002|5012|UP,327.65,3733.3742,215.34,6554
07/1251006|51006|5012|UP,326.0,3734.0402,215.34,6521
07/1251008|51008|5012|UP,327.7,3733.4339,215.54,6555
07/1251014|51014|5012|UP,327.0,3733.6219,215.44,6541
07/1251510|51510|5012|UP,326.8,3733.7336,215.74,6537
