t_ref_s,v_ref_mps,v_ref_kmh,s_ref_m
0.0,0.0,0.0,0.0
0.05,0.09759843627230616,0.35135437058030217,0.0024399609068076543
0.1,0.13771132177158163,0.4957607583776939,0.00832270485790485
0.15000000000000002,0.17541809871172498,0.63150515536221,0.016150940369987515
0.2,0.21086656838776746,0.7591196461959628,0.025808057047474825
0.25000000000000006,0.2442045320947403,0.8791363155410651,0.03718483455953752
0.30000000000000004,0.2755797911276748,0.9920872480596292,0.050179442640097896
0.35000000000000003,0.30514014678160206,1.0985045284137676,0.06469744108782982
0.4,0.33303340035155343,1.1989202412655924,0.08065177976615871
0.45000000000000007,0.3594073531325601,1.2938664712772165,0.09796279860326156
0.5000000000000001,0.3844098064196533,1.3838753031107518,0.1165582275920669
0.55,0.4081885615078643,1.4694788214283117,0.13637318679025484
0.6000000000000001,0.43089141969222433,1.5512091108920076,0.15735018632025705
0.6500000000000001,0.4526661822677645,1.6295982561639522,0.17943912636925677
0.7000000000000001,0.4736606505295162,1.7051783419062585,0.20259729718918879
0.75,0.4940226257724988,1.7784814527809956,0.22678937909673916
0.8,0.5118766907887666,1.8427560868395598,0.2519368620107708
0.8500000000000001,0.5317333295284725,1.914239986302501,0.27802711251870177
0.9000000000000001,0.5537937330474417,1.9936574389707902,0.30516528908309964
0.9500000000000001,0.5749101574483881,2.069676566814197,0.3333828863454954
1.0000000000000002,0.5962492823309306,2.14649741639135,0.3626618723399784
1.0500000000000003,0.6174601502533233,2.2228565409119643,0.3930046081545847
1.1,0.6389718912802259,2.3002988086088134,0.4244154091929234
1.1500000000000001,0.6598448903608753,2.375441605299151,0.45688582873395095
1.2000000000000002,0.6811030174981831,2.4519708629934596,0.4904095264304274
1.2500000000000002,0.7018268371539131,2.5265766137540875,0.5249827727967298
1.3000000000000003,0.72317530092943,2.6034310833459484,0.5606078262488133
1.35,0.7452374326152608,2.6828547574149386,0.5973181445874306
1.4000000000000001,0.766879543130224,2.7607663552688066,0.6351210689810677
1.4500000000000002,0.7878967226695972,2.83642820161055,0.6739904756260632
1.5,0.8085951196547063,2.910942430756943,0.7139027716841708
1.5500000000000003,0.8297679574438412,2.9871646467978286,0.7548618486116345
1.6,0.8511388713520752,3.064099936867471,0.7968845193315325
1.6500000000000001,0.8723060446609743,3.1403017607795074,0.8399706422318587
1.7000000000000002,0.8934749114910716,3.216509681367858,0.8841151661356599
1.7500000000000002,0.9146845059280587,3.2928642213410115,0.9293191515711381
1.8000000000000003,0.9369715194859405,3.3730974701493857,0.9756105522064881
1.8500000000000003,0.9591898242183603,3.453083367186097,1.0230145857990955
1.9000000000000001,0.9816019047197682,3.5337668569911656,1.0715343790225487
1.9500000000000004,1.0042142502773108,3.615171300998319,1.1211797828974757
2.0000000000000004,1.0282147637895038,3.701573149642214,1.171990508249146
2.0500000000000003,1.05228658570964,3.788231708554704,1.2240030419866246
2.1000000000000005,1.0765382396768952,3.8755376628368228,1.2772236626212878
2.1500000000000004,1.1005484508447694,3.9619744230411698,1.3316508298843295
2.2,1.125303951594658,4.051094225740768,1.3872971399453151
2.2500000000000004,1.151690213823421,4.146084769764316,1.444221994080767
2.3000000000000003,1.178658148572313,4.243169334860327,1.5024807031406604
2.3500000000000005,1.2057936731430163,4.340857223314859,1.5620919986835435
2.4000000000000004,1.2326788589541673,4.437643892235003,1.6230538119859732
2.45,1.2610905657609301,4.539926036739349,1.6853980476038506
2.5000000000000004,1.2899981819344726,4.643993454964101,1.7491752662962357
2.5500000000000003,1.3189599464501918,4.748255807220691,1.8143992195058523
2.6000000000000005,1.347568601633978,4.851246965882321,1.8810624332079564
2.65,1.3764785510300241,4.955322783708087,1.9491636120245563
2.7,1.4065207395776553,5.0634746624795595,2.0187385942897484
2.7500000000000004,1.4362960056700294,5.170665620412106,2.0898090129209406
2.8000000000000003,1.466155756113438,5.278160722008376,2.1623703069655273
2.85,1.4959362837158163,5.385370621376939,2.236422607961259
2.9000000000000004,1.5260178218047669,5.493664158497161,2.311971460599273
2.9500000000000006,1.5558735133457522,5.601144648044708,2.389018743978036
3.0,1.5855063120102248,5.707822723236809,2.4675532396119357
3.0500000000000003,1.6149302409735382,5.813748867504738,2.5475641534365296
3.1000000000000005,1.6436132121776175,5.917007563839423,2.6290277397653083
3.1500000000000004,1.6731596335429002,6.023374680754441,2.7119470609083214
3.2,1.702400725162172,6.128642610583819,2.7963360698759483
3.2500000000000004,1.7314043323348807,6.2330555964055705,2.8821811963133745
3.3000000000000003,1.7610544165698943,6.3397958996516195,2.969492665035994
3.3500000000000005,1.790069947210655,6.444251809958358,3.058270774130508
3.4000000000000004,1.8194999598324295,6.550199855396746,3.148510021806585
3.45,1.8494548941339513,6.658037618882225,3.2402338931557444
3.5000000000000004,1.879183176847491,6.765059436650968,3.3334498449302803
3.5500000000000007,1.9079575202006396,6.868647072722303,3.4281283623564835
3.6000000000000005,1.9374465393184606,6.9748075415464585,3.524263463844461
3.6500000000000004,1.9672149502003056,7.0819738207211005,3.62188000108243
3.7000000000000006,1.9969116383412284,7.188881898028423,3.7209831657959684
3.750000000000001,2.027029522046681,7.297306279368052,3.821581694805666
3.8000000000000003,2.056530536925362,7.403509932931303,3.923670696279967
3.8500000000000005,2.0859385471924696,7.509378769892891,4.027232423382912
3.900000000000001,2.1152912532900405,7.615048511844146,4.132263168394975
3.95,2.145238627719109,7.722859059788793,4.238776415420204
4.000000000000001,2.174191676106232,7.827090033982435,4.346762173015837
4.050000000000001,2.20329761087564,7.931871399152304,4.456199405190384
4.1000000000000005,2.2324962149483416,8.03698637381403,4.567094250835984
4.15,2.2617121778705926,8.142163840334133,4.679449460656457
4.200000000000001,2.291222009942014,8.24839923579125,4.793272815351772
4.25,2.3195432777600744,8.350355799936269,4.908541947544324
4.300000000000001,2.3479086240810165,8.45247104669166,5.025228245090352
4.3500000000000005,2.3770660152502696,8.557437654900971,5.143352611073634
4.4,2.4063579436351237,8.662888597086445,5.2629382100457685
4.45,2.4343878424517253,8.763796232826211,5.3839568546979395
4.500000000000001,2.462517978505193,8.865064722618694,5.506379500221862
4.550000000000001,2.4911903523382963,8.968285268417867,5.630222208492949
4.6000000000000005,2.5200779957584585,9.07228078473045,5.755503917195368
4.65,2.5490468051782895,9.176568498641842,5.882232037218786
4.700000000000001,2.576980314484837,9.277129132145413,6.010382715210365
4.75,2.6059233211608284,9.381323956178983,6.139955306101506
4.800000000000001,2.634502246463355,9.484208087268078,6.270965945292111
4.8500000000000005,2.663090804632457,9.587126896676846,6.403405771569506
4.9,2.6913875337159783,9.688995121377522,6.537267730028217
4.95,2.719891253659465,9.791608513174074,6.6725496997126035
5.000000000000001,2.7486279460950094,9.895060605942033,6.809262679706466
5.050000000000001,2.7773061342679943,9.99830208336478,6.947411031715541
5.1000000000000005,2.806343438078927,10.102836377084138,7.087002271024214
5.15,2.8347170935276744,10.204981536699629,7.228028784314379
5.200000000000001,2.8630525642240277,10.306989231206499,7.370473025758171
5.250000000000001,2.8916484949303056,10.4099345817491,7.514340552237029
5.3,2.919915116632046,10.511694419875365,7.659629642526088
5.3500000000000005,2.9480482166048807,10.61297357977757,7.8063287258570115
5.4,2.9762990820762814,10.714676695474614,7.954437408324041
5.45,3.0049873472063586,10.817954449942892,8.103969569056106
5.500000000000001,3.033541377026919,10.920748957296908,8.254932787161938
5.550000000000001,3.061902678595275,11.02284964294299,8.407318888552492
5.6000000000000005,3.0901201594538157,11.124432574033737,8.56111945950372
5.650000000000001,3.1187616813235186,11.227542052764667,8.716341505523154
5.7,3.147272434937004,11.330180765773214,8.872992358429666
5.750000000000001,3.1753470164116844,11.431249259082064,9.031057844713384
5.800000000000001,3.203388247790534,11.532197692045923,9.19052622631844
5.8500000000000005,3.2317138659976776,11.63416991759164,9.351403779163146
5.900000000000001,3.260138980204577,11.736500328736478,9.513700100318202
5.950000000000001,3.2881621812168755,11.837383852380752,9.677407629353738
6.0,3.316384739423138,11.938985061923297,9.842521302369738
6.050000000000002,3.344244864883558,12.039281513580809,10.009037042477406
6.1000000000000005,3.3721960937318842,12.139905937434783,10.176948066442792
6.15,3.399904009643929,12.239654434718144,10.346250569027188
6.200000000000001,3.4276797427701386,12.339647073972499,10.516940162837539
6.250000000000001,3.4556189933519508,12.440228376067022,10.689022631240592
6.300000000000001,3.4828468798314405,12.538248767393187,10.862484278070177
6.350000000000001,3.5108980351776196,12.63923292663943,11.037327900945403
6.4,3.53893762693329,12.740175456959845,11.213573792498176
6.45,3.5669682352999414,12.84108564707979,11.391221439054007
6.500000000000001,3.5949151246502717,12.941694448740979,11.570268523052762
6.550000000000001,3.62299944515819,13.042798002569484,11.750716387297974
6.6000000000000005,3.6513928332847367,13.145014199825052,11.932576194259047
6.650000000000001,3.6797318413547946,13.24703462887726,12.115854311125036
6.700000000000001,3.70797310594683,13.348703181408588,12.300546934807576
6.75,3.736076659257366,13.449875973326519,12.486648178937681
6.800000000000001,3.7646087494113303,13.552591497880789,12.674165314154399
6.8500000000000005,3.793527554847854,13.656699197452275,12.863118721760879
6.9,3.822114257415797,13.75961132669687,13.05350976706747
6.950000000000001,3.8510939226769754,13.863938121637112,13.245339971569788
7.000000000000001,3.8802259769322003,13.96881351695592,13.438622969060017
7.050000000000001,3.909080657276035,14.072690366193726,13.633355634915223
7.100000000000001,3.93799094648258,14.176767407337287,13.829532425009187
7.15,3.967006753688353,14.281224313278072,14.02715736751346
7.200000000000001,3.9955136650205683,14.383849194074045,14.226220377981184
7.250000000000001,4.024008705496401,14.486431339787044,14.426708437244107
7.300000000000001,4.052379100736755,14.588564762652318,14.628618132399936
7.350000000000001,4.08069762841728,14.690511462302208,14.831945050628786
7.400000000000001,4.109022225392035,14.792480011411326,15.03668804697402
7.450000000000001,4.136994743228811,14.893181075623719,15.24283847118954
7.500000000000002,4.165044932569849,14.994161757251456,15.450389463084505
7.550000000000001,4.193183546434342,15.09546076716363,15.65934517505961
7.6000000000000005,4.221306657093323,15.196703965535963,15.869707430147802
7.650000000000001,4.249021630901603,15.29647787124577,16.081465637347677
7.700000000000001,4.2767861449215365,15.396430121717533,16.294610831743256
7.750000000000001,4.305730164297134,15.500628591469681,16.509173739473724
7.800000000000002,4.334385735026289,15.60378864609464,16.72517663695681
7.850000000000001,4.363247118062551,15.707689625025184,16.94261745828403
7.9,4.391404023208029,15.809054483548904,17.161483736815793
7.950000000000001,4.419657976216924,15.910768714380927,17.381760286801416
8.000000000000002,4.4485885907222045,16.014918926599936,17.603466450974896
8.05,4.477597469138292,16.119350888897852,17.826621102471407
8.100000000000001,4.505843437307938,16.22103637430858,18.051207125132564
8.15,4.534227183820737,16.323217861754653,18.27720889066078
8.200000000000001,4.56348183677323,16.42853461238363,18.50465161617563
8.250000000000002,4.59282692880018,16.53417694368065,18.733559335314965
8.3,4.621941634325134,16.638989883570485,18.9639285493931
8.350000000000001,4.650589215498426,16.742121175794335,19.195741820638688
8.400000000000002,4.679420259138444,16.8459129328984,19.42899205750461
8.450000000000001,4.7087939906944545,16.951658366500038,19.66369741375043
8.5,4.737965065357194,17.0566742352859,19.899866390151722
8.55,4.7659270745381885,17.15733746833748,20.137463693649106
8.600000000000001,4.793899972362427,17.258039900504738,20.37645936982162
8.65,4.8230867090090115,17.363112152432443,20.616884036855907
8.700000000000001,4.8519338166597805,17.46696173997521,20.85875954999763
8.75,4.880123349830576,17.568444059390075,21.102060979159887
8.8,4.908212208620273,17.669563951032984,21.34676936812116
8.850000000000001,4.936496507328523,17.771387426382685,21.59288708601988
8.9,4.965136023051369,17.87448968298493,21.840427899279376
8.950000000000001,4.993722163699236,17.97739978931725,22.089399353948142
9.000000000000002,5.021456816115784,18.077244538016824,22.339778828443517
9.05,5.049074612696827,18.176668605708578,22.591542114163833
9.100000000000001,5.076923014973718,18.276922853905386,22.844692054855596
9.15,5.105086336727629,18.378310812219464,23.099242288648128
9.200000000000001,5.132795801575256,18.47806488567092,23.3551893421057
9.250000000000002,5.160864440289557,18.579111985042406,23.61253084815232
9.3,5.188773045324089,18.67958296316672,23.871271785292663
9.350000000000001,5.217075889667377,18.781473202802555,24.13141800866745
9.400000000000002,5.245068586073356,18.882246909864083,24.392971620560967
9.450000000000001,5.27316672072493,18.98340019460975,24.655927503230924
9.5,5.301305875842161,19.08470115303178,24.9202893181451
9.55,5.329310941693352,19.18551939009607,25.18605473858349
9.600000000000001,5.3574879896475345,19.286956762731126,25.453224711867012
9.65,5.386540504662781,19.391545816786014,25.72182542422477
9.700000000000001,5.415722838137099,19.496602217293557,25.991882007794768
9.750000000000002,5.444423029951099,19.599922907823956,26.26338565449697
9.8,5.473144996779038,19.70332198840454,26.536324855165226
9.850000000000001,5.502212358876103,19.80796449195397,26.810708789056605
9.9,5.531277696988939,19.91259970916018,27.086546040453232
9.950000000000001,5.560021439302478,20.01607718148892,27.36382851886052
10.000000000000002,5.588214765658893,20.117573156372018,27.642534423984554
10.05,5.617520422559447,20.22307352121401,27.92267780369001
10.100000000000001,5.647088636304377,20.329519090695758,28.204293030161605
10.150000000000002,5.6767784602732085,20.43640245698355,28.487389707576042
10.200000000000001,5.705549366630745,20.53997771987068,28.77194790324864
10.250000000000002,5.734367134506996,20.643721684225188,29.057945815777085
10.3,5.763569527348856,20.74885029845588,29.345394232323482
10.350000000000001,5.7926094468645095,20.853394008712236,29.634298706678816
10.400000000000002,5.821129358253045,20.95606568971096,29.924642176806756
10.450000000000001,5.849347535926781,21.057651129336413,30.216404099161252
10.500000000000002,5.877850194418039,21.16026069990494,30.509584042419874
10.550000000000002,5.9063319001724475,21.26279484062081,30.804188594784637
10.6,5.934945960379897,21.36580545736763,31.100220541298444
10.65,5.962931047817774,21.466551772143987,31.397667466503385
10.700000000000001,5.990528177917476,21.565901440502913,31.696503947146766
10.75,6.019126255197032,21.668854518709317,31.996745307974628
10.8,6.047468100652603,21.770885162349373,32.298410166870866
10.850000000000001,6.075397639000113,21.87143150040041,32.60148181036218
10.9,6.102994631674875,21.97078067402955,32.90594161712905
10.950000000000001,6.131124312446592,22.072047524807733,33.21179459073209
11.000000000000002,6.159171408418685,22.173017070307267,33.51905198375372
11.05,6.187438071326468,22.274777056775285,33.827717220747346
11.100000000000001,6.215467115707256,22.37568161654612,34.13778985042319
11.150000000000002,6.243255349186117,22.475719257070022,34.449257912045525
11.200000000000001,6.271541430902569,22.577549151249247,34.762127831547744
11.250000000000002,6.2993517185759575,22.67766618687345,35.076400160284706
11.300000000000002,6.327007744159796,22.777227878975268,35.3920591468531
11.350000000000003,6.354886448528814,22.87759121470373,35.70910650167031
11.4,6.382939814851472,22.9785833334653,36.02755215825482
11.450000000000001,6.410642057364595,23.078311406512544,36.347391705060225
11.500000000000002,6.438582173702091,23.17889582532753,36.668622310836895
11.55,6.466979111894318,23.281124802819544,36.991261342976806
11.600000000000001,6.494737079127309,23.381053484858313,37.315304247752344
11.650000000000002,6.522403242426787,23.480651672736432,37.6407327557912
11.700000000000001,6.550498161892178,23.581793382811842,37.96755529089917
11.750000000000002,6.578476544193563,23.682515559096828,38.29577965855131
11.800000000000002,6.606148150635509,23.782133342287832,38.62539527592204
11.850000000000001,6.633957895040882,23.882248422147175,38.956397927063946
11.900000000000002,6.661519878787155,23.98147156363376,39.288784871409646
11.950000000000003,6.689456307119492,24.082042705630172,39.62255927605731
12.0,6.717391213701089,24.18260836932392,39.95773046407783
12.050000000000002,6.745251170092386,24.28290421233259,40.294296523672664
12.100000000000003,6.7727220809801,24.38179949152836,40.632245854949474
12.15,6.800251871229713,24.480906736426967,40.971570203754716
12.200000000000001,6.827697795090299,24.579712062325076,41.31226894541272
12.250000000000002,6.855526516400618,24.679895459042225,41.65434955319999
12.3,6.883314610696528,24.779932598507504,41.99782058137742
12.350000000000001,6.911159599689506,24.88017455888222,42.34268243663707
12.400000000000002,6.939033638899867,24.98052110003952,42.6889372676018
12.450000000000001,6.966880013762266,25.080768049544158,43.03658510891835
12.500000000000002,6.994851527560848,25.181465499219055,43.38562839745143
12.550000000000002,7.022366466655203,25.28051927995873,43.73605884730683
12.600000000000001,7.049642924425481,25.37871452793173,44.087859082083845
12.650000000000002,7.076870310472373,25.476733117700544,44.441021912956295
12.700000000000003,7.104854166917235,25.577475000902048,44.79556502489103
12.75,7.132727783862132,25.677820021903674,45.15150457366052
12.8,7.161256890587104,25.780524806113576,45.508854190521745
12.850000000000001,7.189775887038548,25.883193193338776,45.86763000996239
12.9,7.21859320057637,25.986935522074933,46.227839237152764
12.950000000000001,7.247422372964652,26.09072054267275,46.58948962649129
13.000000000000002,7.275682061503121,26.192455421411236,46.95256723735299
13.05,7.303223768145865,26.291605565325114,47.31703988309421
13.100000000000001,7.330371297396113,26.389336670626005,47.68287975973276
13.150000000000002,7.357107362611368,26.485586505400924,48.05006672623294
13.200000000000001,7.384423798132886,26.58392567327839,48.41860500525155
13.250000000000002,7.41122302037753,26.680402873359107,48.78849617571431
13.300000000000002,7.437438779890288,26.774779607605037,49.159712720721004
13.350000000000001,7.464012160089187,26.87044377632107,49.53224899422049
13.400000000000002,7.490570161043729,26.966052579757427,49.90611355224881
13.450000000000003,7.516788043203676,27.060436955533234,50.281297507355
13.5,7.542967901919381,27.154684446909773,50.657791405983076
13.55,7.569349551558278,27.249658385609802,51.03559934232002
13.600000000000001,7.595102494144403,27.342368978919854,51.414710643462584
13.65,7.621628871669236,27.43786393800925,51.79512892760793
13.700000000000001,7.647842369351855,27.53223252966668,52.17686570863346
13.750000000000002,7.673910396882348,27.62607742877645,52.559909527789316
13.8,7.7002646737885785,27.720952825638882,52.94426390455609
13.850000000000001,7.72681774288146,27.816543874373256,53.32994096497284
13.900000000000002,7.753436201547993,27.912370325572777,53.71694731358358
13.950000000000001,7.779810042148655,28.007316151735157,54.105278469675994
14.000000000000002,7.8067260332716195,28.10421371977783,54.4949418715615
14.050000000000002,7.833558293500974,28.200809856603506,54.88594897973081
14.100000000000001,7.860791588477269,28.29884971851817,55.27830772678027
14.150000000000002,7.88804380598883,28.39695770155979,55.67202861164192
14.200000000000003,7.9163621963301685,28.498903906788605,56.067138761699894
14.25,7.9455176785147845,28.603863642653224,56.46368575857102
14.3,7.974448157353134,28.70801336647128,56.861684904467715
14.350000000000001,8.003033899833142,28.810922039399312,57.26112195589737
14.400000000000002,8.031656802360013,28.91396448849605,57.6619892234522
14.450000000000001,8.059968858033345,29.015887888920044,58.06427986496204
14.500000000000002,8.087735007217113,29.115846025981607,58.4679724615933
14.550000000000002,8.115919757356817,29.217311126484542,58.87306383070764
14.600000000000001,8.144361217113362,29.319700381608104,59.279570855069394
14.650000000000002,8.173111421100426,29.423201115961536,59.68750767102474
14.700000000000003,8.2025043415088,29.52901562943168,60.096898065089974
14.750000000000002,8.231403267923898,29.633051764526034,60.50774575532579
14.800000000000002,8.25978241046537,29.735216677675332,60.92002539728553
14.850000000000003,8.28868335224616,29.839260068086176,61.33373704135332
14.900000000000002,8.317350262097941,29.94246094355259,61.748887881711916
14.950000000000003,8.345833287774951,30.044999835989824,62.165467470458736
15.000000000000004,8.374460776693052,30.14805879609499,62.583474822070436
15.05,8.40294388375307,30.25059798151105,63.00290993858159
15.100000000000001,8.431271301605193,30.352576685778697,63.423765318215544
15.150000000000002,8.46022010564126,30.45679238030854,63.84605260339671
15.200000000000001,8.48841872498035,30.558307409929263,64.26976857416224
15.250000000000002,8.51632748291889,30.658778938508004,64.69488722935972
15.300000000000002,8.544864421407594,30.761511917067338,65.12141702696789
15.350000000000001,8.573015080085717,30.862854288308583,65.54936401450523
15.400000000000002,8.600995567454188,30.963584042835077,65.97871428069372
15.450000000000003,8.628459838594814,31.062455418941333,66.40945066584494
15.500000000000002,8.655785266552673,31.160826959589624,66.84155679347363
15.550000000000002,8.683264157048486,31.25975096537455,67.27503302906366
15.600000000000003,8.710872188912191,31.359139880083887,67.70988643771268
15.65,8.738476045115872,31.45851376241714,68.14612014356338
15.700000000000003,8.765948648795852,31.55741513566507,68.58373076091117
15.750000000000004,8.793428434804888,31.656342365297597,69.02271518800119
15.8,8.820984337036615,31.755543613331813,69.46307550729722
15.850000000000001,8.84854885193161,31.854775866953798,69.90481383702142
15.900000000000002,8.876107980369243,31.953988729329275,70.34793025782895
15.950000000000001,8.90404944381418,32.05457799773105,70.79243419343354
16.000000000000004,8.932085030222417,32.1555061088007,71.23833755528445
16.050000000000004,8.960219277018172,32.25678939726542,71.68564516296546
16.1,8.988014455023052,32.35685203808299,72.13435100626648
16.150000000000002,9.016251816318,32.4585065387448,72.58445766305002
16.200000000000003,9.044683501323687,32.560860604765274,73.03598104599106
16.25,9.073276291752165,32.6637946503078,73.48893004081796
16.3,9.100910117483906,32.76327642294206,73.94328470104887
16.35,9.129494022243001,32.86617848007481,74.39904480454204
16.400000000000002,9.157683365677336,32.96766011643841,74.85622423924005
16.450000000000003,9.18603220445443,33.06971593603595,75.31481712849335
16.500000000000004,9.214262343629265,33.17134443706536,75.77482449219544
16.55,9.242835858977125,33.274209092317655,76.2362519472606
16.6,9.271273906435958,33.37658606316945,76.69910469139593
16.650000000000002,9.299947457321178,33.479810846356244,77.16338522548986
16.700000000000003,9.328587216206843,33.582913978344635,77.62909859232806
16.750000000000004,9.356354840404014,33.68287742545445,78.09622214374333
16.800000000000004,9.384587420726026,33.78451471461369,78.56474570027159
16.85,9.412381707291125,33.88457414624805,79.03466992847201
