station_pair,class_name,status,reason,parent_ref,target_time_s,curve_csv,sim_time_s,peak_speed_kmh,total_dist_m
下应路-大洋江,class1,overspeed,最终生成曲线最高速度为 85.266992 km/h，超过 80.0 km/h，删除该等级,class2,96.0,,,,
下应路-大洋江,class2,generated,最终生成曲线后验检查通过，峰值 69.760421 km/h,class2,101.0,D:\energy_conservation\output\ato_generated_results_new_v3\下应路-大洋江\class2_generated_curve.csv,101.0,69.7604,1234.1647
下应路-大洋江,class3,generated,最终生成曲线后验检查通过，峰值 60.456217 km/h,class3,106.0,D:\energy_conservation\output\ato_generated_results_new_v3\下应路-大洋江\class3_generated_curve.csv,106.0,60.4562,1233.9873
下应路-大洋江,class4,generated,最终生成曲线后验检查通过，峰值 54.564136 km/h,class3,111.0,D:\energy_conservation\output\ato_generated_results_new_v3\下应路-大洋江\class4_generated_curve.csv,110.95,54.5641,1233.2708
下应路-大洋江,class5,generated,最终生成曲线后验检查通过，峰值 49.316557 km/h,class3,117.0,D:\energy_conservation\output\ato_generated_results_new_v3\下应路-大洋江\class5_generated_curve.csv,117.05,49.3166,1233.0975
