run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850704|50704|5012|UP,149.05,2053.6462,215.94,2982
07/0850706|50706|5012|UP,148.0,2053.6379,215.24,2961
07/0850708|50708|5012|UP,148.1,2053.6294,215.24,2963
07/0850710|50710|5012|UP,148.1,2053.3638,215.24,2963
07/0850712|50712|5012|UP,149.15,2053.7409,215.24,2984
07/0850714|50714|5012|UP,148.95,2054.3307,215.24,2980
07/0951902|51902|5012|UP,148.55,2053.3455,215.24,2972
07/0951904|51904|5012|UP,149.85,2053.5276,215.82,2998
07/0951906|51906|5012|UP,149.0,2053.618,215.34,2981
07/0951908|51908|5012|UP,150.15,2054.4375,215.24,3004
07/0951910|51910|5012|UP,147.95,2053.5683,215.24,2960
07/0951912|51912|5012|UP,148.95,2053.7532,215.24,2980
07/0951914|51914|5012|UP,148.0,2053.3229,215.24,2961
07/1050503|50503|5012|UP,148.2,2053.8001,215.34,2965
07/1053002|53002|5012|UP,149.3,2052.5501,215.24,2987
07/1053004|53004|5012|UP,149.55,2053.7707,215.24,2992
07/1250510|50510|5012|UP,148.0,2053.6099,215.24,2961
07/1251002|51002|5012|UP,147.75,2054.0405,215.34,2956
07/1251006|51006|5012|UP,150.25,2053.402,215.34,3006
07/1251008|51008|5012|UP,148.95,2054.7961,215.24,2980
07/1251012|51012|5012|UP,148.95,2052.9957,215.24,2980
07/1251014|51014|5012|UP,149.1,2053.512,215.24,2983
