run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,74.6,76.0,1.181181,0.831674,0.981285,18.866667,16.377704,-2.488963
07/0850712|50712|5012|UP,74.7,76.0,1.300819,0.881346,0.975592,19.077776,16.377704,-2.700072
07/0850714|50714|5012|UP,74.5,76.0,1.301458,0.880637,0.976057,19.098478,16.377704,-2.720775
07/0951902|51902|5012|UP,74.4,76.0,1.324197,0.901251,0.974841,19.1,16.377704,-2.722296
07/0951904|51904|5012|UP,74.3,76.0,1.315441,0.88936,0.975956,19.1,16.377704,-2.722296
07/0951912|51912|5012|UP,74.45,76.0,1.338446,0.89629,0.97477,19.177778,16.377704,-2.800074
07/1050304|50304|5012|UP,74.6,76.0,1.46657,1.008568,0.969312,19.188889,16.377704,-2.811185
07/1053002|53002|5012|UP,74.8,76.0,1.288412,0.875535,0.974937,19.044142,16.377704,-2.666439
07/1251004|51004|5012|UP,74.4,76.0,1.48322,1.020883,0.968892,19.204783,16.377704,-2.827079
07/1251012|51012|5012|UP,74.55,76.0,1.335212,0.897118,0.974738,19.203269,16.377704,-2.825565
