station_pair,class_name,status,reason,curve_source,parent_ref,supporting_refs,real_sample_count,parent_real_sample_count,sample_reliability,dp_candidate_stage,target_time_s,curve_csv,sim_time_s,peak_speed_kmh,total_dist_m
布政-张家潭,class1,overspeed,最终生成曲线最高速度为 117.150996 km/h，超过 80.0 km/h，删除该等级,extrapolated_adjacent,class2,class2,0,3,generated,allow_extrapolated,107.0,,,,
布政-张家潭,class2,overspeed,最终生成曲线最高速度为 126.670639 km/h，超过 80.0 km/h，删除该等级,real,class2,class2,3,3,strong,real_only,112.0,,,,
布政-张家潭,class3,generated,最终生成曲线后验检查通过，峰值 67.142771 km/h,real,class3,class3,80,80,strong,real_only,115.0,D:\energy_conservation\output\ato_generated_results_new_v4\布政-张家潭\class3_generated_curve.csv,115.0,67.1428,1428.7876
布政-张家潭,class4,generated,最终生成曲线后验检查通过，峰值 63.045851 km/h,real,class4,class4,25,25,strong,real_only,121.0,D:\energy_conservation\output\ato_generated_results_new_v4\布政-张家潭\class4_generated_curve.csv,121.0,63.0459,1451.1167
布政-张家潭,class5,generated,最终生成曲线后验检查通过，峰值 56.873303 km/h,extrapolated_adjacent,class4,class4,0,25,generated,allow_extrapolated,127.0,D:\energy_conservation\output\ato_generated_results_new_v4\布政-张家潭\class5_generated_curve.csv,127.05,56.8733,1451.1167
