站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,117.7,117.7,30.0,147.7,1450.91,1428.0,44.38,66.03,44.36,2355,64.8,1088,65.42,65.78,14439.82,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,152.7,152.7,30.0,182.7,2053.84,2017.0,48.42,64.09,48.4,3055,62.97,1840,63.92,64.03,17406.24,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,109.25,109.25,30.0,139.25,1353.04,1332.0,44.59,68.74,44.56,2186,67.44,865,68.0,68.55,12489.53,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,84.15,84.15,30.0,114.15,840.77,827.0,35.97,71.25,35.95,1684,69.05,153,68.92,71.17,13150.94,215.34,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,133.0,133.0,30.0,163.0,1890.35,1860.0,51.17,75.03,51.15,2661,73.51,1260,74.01,74.77,20615.14,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,96.2,96.2,30.0,126.2,1104.34,1086.0,41.33,70.08,41.31,1925,66.82,621,66.88,69.91,13924.65,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,90.65,90.65,30.0,120.65,999.52,984.0,39.69,68.62,39.67,1814,67.68,521,68.25,68.57,10222.61,215.52,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,133.5,133.5,30.0,163.5,1840.17,1811.0,49.62,70.3,49.6,2671,69.53,1346,70.03,70.13,17115.82,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,100.05,100.05,30.0,130.05,1187.72,1155.0,42.74,70.67,42.72,2002,67.43,704,67.91,70.25,14480.29,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,115.3,115.3,30.0,145.3,1474.24,1452.0,46.03,69.55,46.01,2307,68.66,947,69.22,69.41,17782.37,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,107.6,107.6,30.0,137.6,1233.1,1214.0,41.26,61.62,41.24,2153,60.85,928,61.44,61.55,10871.15,216.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,105,104,07/2872904,72904,5012,UP,双休日低峰,0.0,93.5,93.5,30.0,123.5,973.26,957.0,37.47,58.68,37.45,1871,57.66,738,58.3,58.58,10603.66,216.42,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,134.8,134.8,30.0,164.8,1826.68,1798.0,48.78,79.02,48.77,2697,78.13,829,78.63,78.84,22638.63,216.14,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,106.7,106.7,30.0,136.7,1328.33,1307.0,44.82,76.84,44.8,2135,74.53,473,75.71,76.41,20986.65,216.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,91.55,91.55,30.0,121.55,996.65,980.0,39.19,65.6,39.17,1832,64.09,588,64.85,65.47,10814.17,216.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,105,104,07/2872904,72904,5012,UP,双休日平峰,0.0,83.8,83.8,30.0,113.8,878.42,865.0,37.74,74.11,37.71,1677,72.61,237,73.87,74.03,16291.71,217.72,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,105,104,07/2872904,72904,5012,UP,双休日低峰,0.0,76.35,76.35,30.0,106.35,737.26,724.0,34.76,68.7,34.74,1528,67.07,208,68.18,68.6,12067.17,216.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,105,104,07/2872904,72904,5012,UP,双休日低峰,0.0,116.6,116.6,30.0,146.6,1576.57,1562.0,48.68,76.02,48.66,2333,74.16,914,74.62,75.88,13695.65,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,105,104,07/2872904,72904,5012,UP,双休日低峰,0.0,91.65,91.65,30.0,121.65,1010.4,994.0,39.69,68.23,39.67,1834,66.58,507,67.58,68.18,15325.48,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,105,104,07/2872904,72904,5012,UP,双休日低峰,0.0,140.15,140.15,30.0,170.15,1907.63,1877.0,49.0,68.65,48.98,2804,67.04,1506,67.38,68.37,17971.55,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,105,104,07/2872904,72904,5012,UP,双休日低峰,0.0,104.45,104.45,30.0,134.45,1097.66,1081.0,37.83,55.26,37.81,2090,53.96,940,54.29,55.23,10718.18,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,105,104,07/2872904,72904,5012,UP,双休日低峰,0.0,92.55,92.55,30.0,122.55,973.84,958.0,37.88,61.18,37.86,1852,59.49,660,59.99,61.13,10987.09,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
永茂路-镇海大道,105,104,07/2872904,72904,5012,UP,双休日低峰,0.0,141.9,141.9,30.0,171.9,2165.34,2131.0,54.93,78.78,54.92,2839,78.3,1330,78.63,78.67,17842.42,215.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,105,104,07/2872904,72904,5012,UP,双休日低峰,0.0,117.1,117.1,0.0,117.1,1621.04,1593.0,49.84,78.83,49.81,2343,78.29,860,78.73,78.77,20432.46,215.54,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
--- 总计 ---,,,,,,,,,,2631.2,690.0,3321.2,32521.08,31993.0,44.5,79.02,,,,,,,362873.38,...,,,,
