run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,74.6,75.95,1.179125,0.824987,0.98136,18.866667,16.376342,-2.490325
07/0850712|50712|5012|UP,74.7,75.95,1.299733,0.876348,0.975619,19.077633,16.376342,-2.701291
07/0850714|50714|5012|UP,74.5,75.95,1.300906,0.87727,0.97604,19.098693,16.376342,-2.722351
07/0951902|51902|5012|UP,74.4,75.95,1.32336,0.897083,0.974865,19.1,16.376342,-2.723658
07/0951904|51904|5012|UP,74.3,75.95,1.314973,0.886561,0.975955,19.1,16.376342,-2.723658
07/0951912|51912|5012|UP,74.45,75.95,1.338296,0.893401,0.974747,19.177778,16.376342,-2.801436
07/1050304|50304|5012|UP,74.6,75.95,1.464719,1.003942,0.96939,19.188889,16.376342,-2.812547
07/1053002|53002|5012|UP,74.8,75.95,1.287589,0.871346,0.974936,19.044214,16.376342,-2.667872
07/1251004|51004|5012|UP,74.4,75.95,1.481176,1.014368,0.968983,19.204407,16.376342,-2.828065
07/1251012|51012|5012|UP,74.55,75.95,1.335306,0.895577,0.974684,19.203415,16.376342,-2.827073
