站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
曹隘-柳隘,class4,113.0,27.0,30.0,-3.0,106.6,16455.82,21548.44,21437.77,历史原始实测能耗,5092.62,real,class4,class4,1,1,weak,real_only,222.2,UP006_20240701_171011_R274,5.0,287.0
柳隘-海晏北路,class3,92.0,42.0,45.0,-3.0,88.95,11864.05,15180.26,15237.19,历史原始实测能耗,3316.21,real,class3,class3,35,35,strong,real_only,222.9,UP006_20240701_171011_R274,5.0,288.0
海晏北路-民安东路,class3,85.0,27.0,30.0,-3.0,83.8,15446.56,16392.01,16242.82,历史原始实测能耗,945.45,real,class3,class3,41,41,strong,real_only,225.2,UP006_20240701_171011_R274,5.0,289.0
民安东路-会展中心,class3,79.0,27.0,30.0,-3.0,76.7,12466.34,14197.15,14105.1,历史原始实测能耗,1730.81,real,class3,class3,8,8,strong,real_only,230.0,UP006_20240701_171011_R274,5.0,290.0
会展中心-院士路,class3,115.0,26.0,29.0,-3.0,114.35,15848.39,15905.12,15712.8,历史原始实测能耗,56.73,real,class3,class3,104,104,strong,real_only,230.7,UP006_20240701_171011_R274,5.0,291.0
院士路-盎孟港,class3,91.0,27.0,30.0,-3.0,90.0,18797.64,20392.67,20217.47,历史原始实测能耗,1595.03,real,class3,class3,99,99,strong,real_only,230.3,UP006_20240701_171011_R274,5.0,292.0
盎孟港-三官堂,class2,132.0,27.0,30.0,-3.0,130.6,18772.4,20078.49,20129.52,历史原始实测能耗,1306.09,real,class2,class2,52,52,strong,real_only,229.2,UP006_20240701_171011_R274,5.0,293.0
三官堂-兴庄路,class3,104.0,27.0,30.0,-3.0,98.1,10861.04,11604.37,11431.21,历史原始实测能耗,743.33,real,class3,class3,58,58,strong,real_only,223.7,UP006_20240701_171011_R274,5.0,294.0
兴庄路-兴海南路,class2,87.0,24.0,27.0,-3.0,88.4,16121.27,14994.04,14876.49,历史原始实测能耗,-1127.23,real,class2,class2,30,30,strong,real_only,218.2,UP006_20240701_171011_R274,5.0,295.0
兴海南路-梅堰,class3,82.0,26.0,29.0,-3.0,81.35,11418.99,13391.91,13334.03,历史原始实测能耗,1972.92,real,class3,class3,73,73,strong,real_only,216.72,UP006_20240701_171011_R274,5.0,296.0
梅堰-永茂路,class4,329.0,25.0,28.0,-3.0,318.25,26848.41,29025.22,29282.3,历史原始实测能耗,2176.81,real,class4,class4,26,26,strong,real_only,216.92,UP006_20240701_171011_R274,4.0,297.0
永茂路-镇海大道,class2,141.0,24.2,27.0,-2.8,142.15,17266.74,18214.62,17696.77,历史原始实测能耗,947.88,real,class2,class2,59,59,strong,real_only,216.42,UP006_20240701_171011_R274,5.0,298.0
镇海大道-骆驼桥,class4,128.0,0.0,0.0,0.0,117.2,17327.99,20329.7,19981.18,历史原始实测能耗,3001.71,real,class4,class4,1,1,weak,real_only,215.84,UP006_20240701_171011_R274,5.0,299.0
--- 总计 ---,节能率: 10.49%,3041.1,695.2,770.0,-74.8,3736.2999999999997,399455.88,446287.86,441505.34,历史原始实测能耗,46831.98,,,,,,,real_only,,,,
