section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,29,30,07/0570529,0,2367,mps,43.46,62.66,1114,0.92,64.09,63.83,62.94,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,29,30,07/0570529,0,3010,mps,48.33,63.41,1766,0.92,64.94,64.64,64.02,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,29,30,07/0570529,0,2175,mps,44.06,68.01,837,0.92,69.14,68.95,68.32,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,29,30,07/0570529,0,1644,mps,36.27,69.82,256,0.92,71.63,71.52,70.77,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,29,30,07/0570529,0,2651,mps,50.53,73.53,1202,0.92,74.75,74.6,74.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,29,30,07/0570529,0,1923,mps,40.71,67.66,553,0.92,69.42,69.27,68.33,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,29,30,07/0570529,0,1793,mps,39.58,73.32,141,0.92,76.03,75.72,72.49,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,29,30,07/0570529,0,2646,mps,49.31,70.63,1252,0.92,71.32,71.18,71.08,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,29,30,07/0570529,0,2018,mps,41.71,66.51,677,0.92,68.93,68.53,66.77,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,29,30,07/0570529,0,2269,mps,46.11,70.37,901,0.92,71.21,71.07,70.83,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
