trip_no,section_index,站间区间,区间载重(t),全局趟次ID,历史segment,历史来源run_id,OT 历史区间里程(km),OT 历史机械能(kWh),OT 标准 DP区间里程(km),OT 标准 DP机械能(kWh),OT 停站宽松 5% DP区间里程(km),OT 停站宽松 5% DP机械能(kWh),OT Energy First DP区间里程(km),OT Energy First DP机械能(kWh),真实历史区间里程(km),真实历史能耗(kWh),标准 DP vs OpenTrack 历史图像路径,停站宽松 5% DP vs OpenTrack 历史图像路径,Energy First DP vs OpenTrack 历史图像路径,四源总览图像路径,OpenTrack历史 vs 真实历史图像路径
1,1,布政-张家潭,215.24,UP001_20240701_055954_R1,0.0,1.0,1.428,13.05694444,1.428,13.42766667,1.428,13.42766667,1.428,13.42766667,1.427842,13.55881429,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\01_standard_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\02_dwell5_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\03_energy_first_vs_ot_history\01_布政-张家潭_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\04_ot_history_vs_real_history\01_布政-张家潭_energy_distance.png
1,2,张家潭-同德路,215.24,UP001_20240701_055954_R1,0.0,2.0,2.017,16.99772222,2.017,15.26894444,2.017,16.61519444,2.017,15.26894444,2.01922,18.51537376,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\01_standard_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\02_dwell5_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\03_energy_first_vs_ot_history\02_张家潭-同德路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\04_ot_history_vs_real_history\02_张家潭-同德路_energy_distance.png
1,3,同德路-石碶,215.44,UP001_20240701_055954_R1,0.0,3.0,1.331,12.48111111,1.331,12.97044444,1.331,12.97044444,1.331,12.97044444,1.32998,14.53915331,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\01_standard_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\02_dwell5_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\03_energy_first_vs_ot_history\03_同德路-石碶_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\04_ot_history_vs_real_history\03_同德路-石碶_energy_distance.png
1,4,石碶-雅渡,215.74,UP001_20240701_055954_R1,0.0,4.0,0.827,12.11813889,0.827,12.11816667,0.827,10.30630556,0.827,10.30630556,0.828003,12.36032546,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\01_standard_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\02_dwell5_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\03_energy_first_vs_ot_history\04_石碶-雅渡_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\04_ot_history_vs_real_history\04_石碶-雅渡_energy_distance.png
1,5,雅渡-庙堰,215.84,UP001_20240701_055954_R1,0.0,5.0,1.86,20.22430556,1.86,20.81858333,1.86,18.74975,1.86,20.81858333,1.859094,20.52260246,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\01_standard_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\02_dwell5_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\03_energy_first_vs_ot_history\05_雅渡-庙堰_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\04_ot_history_vs_real_history\05_雅渡-庙堰_energy_distance.png
1,6,庙堰-钟公庙,216.34,UP001_20240701_055954_R1,0.0,6.0,1.086,12.99072222,1.086,12.79180556,1.086,12.79180556,1.086,12.79180556,1.086692,12.98908976,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\01_standard_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\02_dwell5_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\03_energy_first_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\04_ot_history_vs_real_history\06_庙堰-钟公庙_energy_distance.png
1,7,钟公庙-鄞州区政府,217.1,UP001_20240701_055954_R1,0.0,7.0,0.984,9.71663889,0.984,11.02972222,0.984,8.41944444,0.984,11.02969444,0.985097,10.30341861,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\01_standard_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\02_dwell5_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\03_energy_first_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\04_ot_history_vs_real_history\07_钟公庙-鄞州区政府_energy_distance.png
1,8,鄞州区政府-钱湖南路,217.0,UP001_20240701_055954_R1,0.0,8.0,1.811,17.14647222,1.811,17.26611111,1.811,15.67233333,1.811,17.26613889,1.811117,19.26635111,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\01_standard_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\02_dwell5_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\03_energy_first_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\04_ot_history_vs_real_history\08_鄞州区政府-钱湖南路_energy_distance.png
1,9,钱湖南路-南高教园区,217.11,UP001_20240701_055954_R1,0.0,9.0,1.155,14.95127778,1.155,13.75044444,1.155,13.75044444,1.155,13.75044444,1.168236,15.3464489,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\01_standard_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\02_dwell5_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\03_energy_first_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\04_ot_history_vs_real_history\09_钱湖南路-南高教园区_energy_distance.png
1,10,南高教园区-下应路,217.9,UP001_20240701_055954_R1,0.0,10.0,1.452,18.64413889,1.452,19.42283333,1.452,17.44941667,1.452,17.44938889,1.452573,21.65580489,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\01_standard_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\02_dwell5_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\03_energy_first_vs_ot_history\10_南高教园区-下应路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip001\section_energy_distance\04_ot_history_vs_real_history\10_南高教园区-下应路_energy_distance.png
