station_pair,class_name,status,reason,target_time_s,sim_time_s,time_error_s,lambda,theta,direction,peak_speed_kmh,total_dist_m,dist_error_m,T_acc_new_s,T_mid_new_s,T_br_new_s,curve_csv,class2_compare_status,class2_compare_message,class2_real_sample_count,class2_compare_metrics_csv,class2_compare_speed_distance_png,class2_compare_speed_time_png,class2_compare_mean_rmse_speed_mps,class2_compare_mean_mae_speed_mps,class2_compare_mean_corr_speed_shape
张家潭-同德路,class1,generated,最终生成曲线后验检查通过，峰值 73.030814 km/h,141.0,141.0,0.0,1.054437,0.078551,1,73.0308,2053.6237,-0.0,29.8406,67.2422,43.9173,D:\energy_conservation\output\ato_generated_results_new_v2\张家潭-同德路\class1_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
张家潭-同德路,class2,generated,最终生成曲线后验检查通过，峰值 65.697295 km/h,148.0,148.0,0.0,1.005653,0.008281,1,65.6973,2053.6237,0.0,28.46,77.6546,41.8854,D:\energy_conservation\output\ato_generated_results_new_v2\张家潭-同德路\class2_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
张家潭-同德路,class3,generated,最终生成曲线后验检查通过，峰值 63.869555 km/h,151.0,151.0,0.0,0.982918,0.677171,-1,63.8696,2053.6237,-0.0,27.8166,82.2449,40.9386,D:\energy_conservation\output\ato_generated_results_new_v2\张家潭-同德路\class3_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
张家潭-同德路,class4,generated,最终生成曲线后验检查通过，峰值 58.515757 km/h,159.0,159.0,0.0,0.90051,0.591879,-1,58.5158,2053.6237,-0.0,25.4844,96.0094,37.5062,D:\energy_conservation\output\ato_generated_results_new_v2\张家潭-同德路\class4_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
张家潭-同德路,class5,generated,最终生成曲线后验检查通过，峰值 55.013516 km/h,166.0,165.95,-0.05,0.84672,1.0,-1,55.0135,2054.4597,0.836,23.9622,106.7719,35.2659,D:\energy_conservation\output\ato_generated_results_new_v2\张家潭-同德路\class5_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
