run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850706|50706|5012|UP,99.05,1187.1778,215.94,1982
07/0850708|50708|5012|UP,98.2,1186.9196,215.84,1965
07/0850710|50710|5012|UP,98.3,1187.4071,215.64,1967
07/0951906|51906|5012|UP,97.95,1187.1969,216.14,1960
07/0951908|51908|5012|UP,98.1,1186.8282,216.04,1963
07/0951910|51910|5012|UP,97.9,1186.8789,215.74,1959
07/0951914|51914|5012|UP,97.9,1187.4782,217.52,1959
07/1053004|53004|5012|UP,98.65,1187.1144,215.94,1974
07/1251002|51002|5012|UP,94.55,1187.038,216.04,1892
07/1251006|51006|5012|UP,98.25,1187.2632,215.74,1966
07/1251008|51008|5012|UP,99.2,1187.0829,216.42,1985
07/1251014|51014|5012|UP,98.15,1187.2306,216.24,1964
07/1251510|51510|5012|UP,97.95,1186.8717,216.24,1960
