section,segment,duration_s,energy_wh,mass_t,energy_wh_per_t,run_class,quality_label,after_8pm,service_no,date_service,direction,point_count
张家潭-同德路,6,149.95,17853.572553284685,215.24,82.9472800282693,class3,0.0,0.0,70106,07/0170106,UP,3000
张家潭-同德路,8,151.2,17454.88286536808,215.44,81.01969395362087,class3,0.0,0.0,70208,07/0270208,UP,3025
张家潭-同德路,9,150.15,17920.704951868032,215.24000000000004,83.25917558013394,class3,0.0,0.0,70209,07/0270209,UP,3004
张家潭-同德路,10,151.45,17092.441869708324,215.24,79.411084694798,class3,0.0,0.0,70210,07/0270210,UP,3030
张家潭-同德路,11,151.5,17587.78374317357,215.24,81.71243144012995,class3,0.0,0.0,70211,07/0270211,UP,3031
张家潭-同德路,12,147.4,18143.426016861078,215.44000000000003,84.21567961781041,class2,0.0,0.0,70212,07/0270212,UP,2949
张家潭-同德路,13,146.2,18023.94214705554,215.24000000000004,83.73881317160163,class2,0.0,0.0,70213,07/0270213,UP,2925
张家潭-同德路,15,150.45,18184.99740145834,215.24000000000004,84.48707211233199,class3,0.0,0.0,70315,07/0370315,UP,3010
张家潭-同德路,16,151.4,17493.10021259723,215.63999999999987,81.12177802169003,class3,0.0,0.0,70316,07/0370316,UP,3029
张家潭-同德路,17,151.4,17135.044754048642,215.24000000000004,79.60901669786583,class3,0.0,0.0,70317,07/0370317,UP,3029
张家潭-同德路,18,150.05,17317.471751027806,215.33999999999997,80.41920567951986,class3,0.0,0.0,70318,07/0370318,UP,3002
张家潭-同德路,19,151.45,17250.567822173565,215.24,80.14573416731818,class3,0.0,0.0,70319,07/0370319,UP,3030
张家潭-同德路,20,149.95,17951.45697715975,215.24,83.40204876955839,class3,0.0,0.0,70320,07/0370320,UP,3000
张家潭-同德路,21,149.85,17329.749827125022,215.24,80.51361190821883,class3,0.0,0.0,70321,07/0370321,UP,2998
张家潭-同德路,23,150.95,17719.458571513973,215.24,82.32418960933828,class3,0.0,0.0,70423,07/0470423,UP,3020
张家潭-同德路,24,150.85,18450.451878430587,215.24,85.72036739653683,class3,0.0,0.0,70424,07/0470424,UP,3018
张家潭-同德路,25,148.0,17774.100239256986,215.24000000000004,82.57805351819822,class2,0.0,0.0,70425,07/0470425,UP,2961
张家潭-同德路,26,150.5,18133.122431187483,215.34,84.2069398680574,class3,0.0,0.0,70526,07/0570526,UP,3011
张家潭-同德路,27,150.1,17776.92472070838,215.24000000000004,82.5911759928841,class3,0.0,0.0,70527,07/0570527,UP,3003
张家潭-同德路,28,152.05,17524.979263166668,215.24000000000004,81.4206432966301,class3,0.0,0.0,70528,07/0570528,UP,3042
张家潭-同德路,29,150.45,18189.167982736024,215.24000000000004,84.50644853529093,class3,0.0,0.0,70529,07/0570529,UP,3010
张家潭-同德路,30,151.25,17069.267688951317,215.24,79.30341799364113,class3,0.0,0.0,70530,07/0570530,UP,3026
张家潭-同德路,31,151.7,17552.355937645818,215.24,81.54783468521565,class3,0.0,0.0,70531,07/0570531,UP,3035
张家潭-同德路,33,152.5,18171.589763687476,215.34000000000003,84.38557520055481,class3,0.0,0.0,70633,07/0670633,UP,3051
张家潭-同德路,34,150.95,18151.548465131935,215.34,84.29250703599858,class3,0.0,0.0,70634,07/0670634,UP,3020
张家潭-同德路,35,151.8,17535.941980270836,215.24000000000004,81.47157582359614,class3,0.0,0.0,70635,07/0670635,UP,3037
张家潭-同德路,36,150.95,17660.850686104208,215.24,82.05189874607046,class3,0.0,0.0,70636,07/0670636,UP,3020
张家潭-同德路,37,151.05,17765.520477208345,215.24,82.53819214462156,class3,0.0,0.0,70637,07/0670637,UP,3022
张家潭-同德路,38,151.1,18085.999446902762,215.24,84.02712993357537,class3,0.0,0.0,70638,07/0670638,UP,3023
张家潭-同德路,39,149.3,17501.397362305554,215.24,81.31108233741662,class2,0.0,0.0,70639,07/0670639,UP,2987
张家潭-同德路,41,150.8,17564.42808277775,215.94,81.33939095479185,class3,0.0,0.0,70841,07/0870841,UP,3017
张家潭-同德路,42,150.5,17777.22184152783,215.24000000000004,82.59255640925397,class3,0.0,0.0,70842,07/0870842,UP,3011
张家潭-同德路,43,150.55,18080.58764134026,215.24000000000004,84.0019868116533,class3,0.0,0.0,70843,07/0870843,UP,3012
张家潭-同德路,44,150.1,18029.083260256903,215.24000000000004,83.76269866315229,class3,0.0,0.0,70844,07/0870844,UP,3003
张家潭-同德路,45,151.55,16975.58929072229,215.24,78.8681903490164,class3,0.0,0.0,70845,07/0870845,UP,3032
张家潭-同德路,46,151.55,17457.202234472228,215.24,81.10575280836382,class3,0.0,0.0,70846,07/0870846,UP,3032
张家潭-同德路,48,151.1,18642.756457923577,215.24,86.61380996991069,class3,0.0,0.0,70948,07/0970948,UP,3023
张家潭-同德路,49,151.8,17269.77362527078,215.82000000000002,80.0193384545954,class3,0.0,0.0,70949,07/0970949,UP,3037
张家潭-同德路,50,151.65,17221.89885956252,215.33999999999997,79.97538246290759,class3,0.0,0.0,70950,07/0970950,UP,3034
张家潭-同德路,51,152.15,17181.137866201447,215.24,79.82316421762427,class3,0.0,0.0,70951,07/0970951,UP,3044
张家潭-同德路,52,149.75,18085.47737423612,215.24,84.02470439619086,class3,0.0,0.0,70952,07/0970952,UP,2996
张家潭-同德路,53,151.35,17189.33917904856,215.23999999999998,79.86126732507229,class3,0.0,0.0,70953,07/0970953,UP,3028
张家潭-同德路,54,150.1,17286.6066481458,215.24000000000004,80.31316970891004,class3,0.0,0.0,70954,07/0970954,UP,3003
张家潭-同德路,56,150.6,18074.357701805577,215.33999999999997,83.93404709671022,class3,0.0,0.0,71056,07/1071056,UP,3013
张家潭-同德路,57,151.2,17341.569228111144,215.24,80.56852456844055,class3,0.0,0.0,71057,07/1071057,UP,3025
张家潭-同德路,58,152.0,17644.30461937501,215.24000000000004,81.9750261074847,class3,0.0,0.0,71058,07/1071058,UP,3041
张家潭-同德路,60,151.05,18102.8665128055,215.24,84.10549392680495,class3,0.0,0.0,71560,07/1571560,UP,3022
张家潭-同德路,61,149.85,18126.968870750083,215.63999999999987,84.06125426984833,class3,0.0,0.0,71561,07/1571561,UP,2998
张家潭-同德路,62,150.95,18020.92954792357,215.24,83.7248167065767,class3,0.0,0.0,71562,07/1571562,UP,3020
张家潭-同德路,63,150.1,17062.229193562453,215.24000000000004,79.2707173088759,class3,0.0,0.0,71563,07/1571563,UP,3003
张家潭-同德路,64,150.9,18060.681805673576,215.33999999999997,83.87053870935998,class3,0.0,0.0,71564,07/1571564,UP,3019
张家潭-同德路,65,150.8,17999.966305590217,215.34,83.58858691181489,class3,0.0,0.0,71565,07/1571565,UP,3017
张家潭-同德路,66,151.5,17940.645648131936,215.83999999999997,83.1201151229241,class3,0.0,0.0,71666,07/1671666,UP,3031
张家潭-同德路,67,151.95,17726.813983666656,215.34,82.32011694839164,class3,0.0,0.0,71667,07/1671667,UP,3040
张家潭-同德路,68,150.8,18128.56967739581,215.24000000000004,84.22491022763337,class3,0.0,0.0,71668,07/1671668,UP,3017
张家潭-同德路,69,151.8,17755.125478180445,215.24000000000004,82.48989722254433,class3,0.0,0.0,71669,07/1671669,UP,3037
张家潭-同德路,70,150.75,18102.807321715296,215.24000000000004,84.10521892638586,class3,0.0,0.0,71670,07/1671670,UP,3016
张家潭-同德路,71,151.85,17564.364058812556,215.33999999999997,81.56572888832804,class3,0.0,0.0,71671,07/1671671,UP,3038
张家潭-同德路,73,149.95,18372.903631708323,215.24,85.36008005811337,class3,0.0,0.0,71773,07/1771773,UP,3000
张家潭-同德路,74,149.85,18093.7586041735,215.54000000000002,83.94617520726315,class3,0.0,0.0,71874,07/1871874,UP,2998
张家潭-同德路,75,147.0,18180.76198367359,215.63999999999993,84.31071222256351,class2,0.0,0.0,71875,07/1871875,UP,2941
张家潭-同德路,76,151.65,17621.361977715253,215.24,81.86843513155199,class3,0.0,0.0,71876,07/1871876,UP,3034
张家潭-同德路,77,151.95,17193.307813694515,215.24000000000004,79.87970550870894,class3,0.0,0.0,71877,07/1871877,UP,3040
张家潭-同德路,78,150.75,17199.12580815965,215.33999999999997,79.86962853236581,class3,0.0,0.0,71878,07/1871878,UP,3016
张家潭-同德路,79,149.6,17433.66710714572,215.24,80.99640915789686,class3,0.0,0.0,71879,07/1871879,UP,2993
张家潭-同德路,80,151.65,17076.610635333316,215.24,79.33753315059151,class3,0.0,0.0,71880,07/1871880,UP,3034
张家潭-同德路,82,152.35,17291.243017861165,215.74,80.14852608631298,class3,0.0,0.0,71982,07/1971982,UP,3048
张家潭-同德路,83,149.9,17964.105040944403,215.24,83.46081137773835,class3,0.0,0.0,71983,07/1971983,UP,2999
张家潭-同德路,84,148.65,17975.535749493076,215.24,83.51391818199718,class2,0.0,0.0,71984,07/1971984,UP,2974
张家潭-同德路,85,151.65,17110.757190631935,215.24,79.49617724694265,class3,0.0,0.0,71985,07/1971985,UP,3034
张家潭-同德路,86,147.05,17880.902712562518,215.24000000000004,83.07425530831868,class2,0.0,0.0,71986,07/1971986,UP,2942
张家潭-同德路,87,150.4,18019.82968333328,215.24000000000004,83.71970676144431,class3,0.0,0.0,71987,07/1971987,UP,3009
张家潭-同德路,89,151.6,17161.282935666626,215.34,79.69389307916144,class3,0.0,0.0,72689,07/2672689,UP,3033
张家潭-同德路,90,151.2,17107.46153118057,215.24,79.48086569030184,class3,0.0,0.0,72690,07/2672690,UP,3025
张家潭-同德路,91,151.5,17000.665235138884,215.24,78.98469259960454,class3,0.0,0.0,72691,07/2672691,UP,3031
张家潭-同德路,92,151.1,17348.5334003819,215.33999999999997,80.56345035934756,class3,0.0,0.0,72692,07/2672692,UP,3023
张家潭-同德路,93,146.95,17767.418883458347,215.24000000000004,82.5470120956065,class2,0.0,0.0,72693,07/2672693,UP,2940
张家潭-同德路,94,146.6,17665.50606175685,215.24000000000007,82.07352751234363,class2,0.0,0.0,72694,07/2672694,UP,2933
张家潭-同德路,96,150.2,18089.77745348606,215.24,84.0446824636966,class3,0.0,0.0,72796,07/2772796,UP,3005
张家潭-同德路,97,150.6,18204.695949715253,215.44,84.50007403321227,class3,0.0,0.0,72797,07/2772797,UP,3013
张家潭-同德路,98,151.65,17814.490724145766,215.24,82.76570676521912,class3,0.0,0.0,72798,07/2772798,UP,3034
张家潭-同德路,99,149.2,17424.84742238192,215.24,80.95543310900354,class2,0.0,0.0,72799,07/2772799,UP,2985
张家潭-同德路,100,152.2,17374.14358636113,215.24,80.71986427411787,class3,0.0,0.0,72800,07/2772800,UP,3045
张家潭-同德路,101,151.75,17732.20272943055,215.24,82.38339866860505,class3,0.0,0.0,72801,07/2772801,UP,3036
张家潭-同德路,102,150.5,17531.343875534785,215.24000000000004,81.4502131366604,class3,0.0,0.0,72802,07/2772802,UP,3011
张家潭-同德路,104,152.7,17406.237552055485,215.24,80.86897208723046,class3,0.0,0.0,72904,07/2872904,UP,3055
张家潭-同德路,105,150.9,17698.837660743022,215.33999999999997,82.19019996629991,class3,0.0,0.0,72905,07/2872905,UP,3019
张家潭-同德路,106,150.85,17267.516448201364,215.24,80.22447708697902,class3,0.0,0.0,72906,07/2872906,UP,3018
张家潭-同德路,107,151.65,17674.542081687396,215.24,82.11550864935604,class3,0.0,0.0,72907,07/2872907,UP,3034
张家潭-同德路,108,150.45,17937.344189409672,215.24000000000004,83.33648108813264,class3,0.0,0.0,72908,07/2872908,UP,3010
张家潭-同德路,109,150.65,17770.315768881912,215.54000000000002,82.44555891659047,class3,0.0,0.0,72909,07/2872909,UP,3014
张家潭-同德路,111,150.8,17836.786301840322,215.54000000000002,82.75394962345885,class3,0.0,0.0,73011,07/2973011,UP,3017
张家潭-同德路,112,151.7,17403.13733526385,215.24,80.85456855261035,class3,0.0,0.0,73012,07/2973012,UP,3035
张家潭-同德路,113,152.3,17198.80864250006,215.24,79.90526223053362,class3,0.0,0.0,73013,07/2973013,UP,3047
张家潭-同德路,114,151.7,17542.67607104165,215.24,81.50286225163376,class3,0.0,0.0,73014,07/2973014,UP,3035
张家潭-同德路,115,152.65,17007.31675984726,215.34,78.97890201470818,class3,0.0,0.0,73015,07/2973015,UP,3054
张家潭-同德路,116,151.4,17553.914889826505,215.24000000000004,81.55507754054312,class3,0.0,0.0,73016,07/2973016,UP,3029
张家潭-同德路,118,152.8,17424.44763099999,216.13999999999987,80.61648760525586,class3,0.0,0.0,73118,07/3073118,UP,3057
张家潭-同德路,119,152.05,16947.41264012505,215.24000000000004,78.73728229011823,class3,0.0,0.0,73119,07/3073119,UP,3042
张家潭-同德路,120,151.0,17597.006396257002,215.24,81.75527967040048,class3,0.0,0.0,73120,07/3073120,UP,3021
张家潭-同德路,121,150.1,17542.839161381977,215.24000000000004,81.50361996553602,class3,0.0,0.0,73121,07/3073121,UP,3003
张家潭-同德路,122,150.8,17761.66611290284,215.24000000000004,82.52028485831089,class3,0.0,0.0,73122,07/3073122,UP,3017
张家潭-同德路,123,152.3,17325.728269215317,215.24,80.49492784433802,class3,0.0,0.0,73123,07/3073123,UP,3047
同德路-石碶,0,110.95,14539.5699730348,215.44000000000003,67.48779229964165,class3,0.0,0.0,70100,07/0170100,UP,2220
同德路-石碶,1,104.5,15511.007947201355,216.32000000000005,71.70399383876364,class2,0.0,0.0,70101,07/0170101,UP,2091
同德路-石碶,2,112.05,13071.498854499998,215.33999999999997,60.70167574301105,class4,0.0,0.0,70102,07/0170102,UP,2242
同德路-石碶,3,110.35,12148.842407770848,215.23999999999998,56.443237352587104,class3,0.0,0.0,70103,07/0170103,UP,2208
同德路-石碶,4,110.5,11767.722841270823,215.24,54.67256477081779,class3,0.0,0.0,70104,07/0170104,UP,2211
