section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,9,10,07/0270209,0,2352,mps,43.73,63.89,1094,0.92,64.85,64.76,64.44,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,9,10,07/0270209,0,3004,mps,48.45,63.55,1764,0.92,65.45,65.17,64.51,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,9,10,07/0270209,0,2216,mps,43.23,65.26,901,0.92,66.26,66.11,65.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,9,10,07/0270209,0,1674,mps,35.59,67.27,199,0.92,70.12,70.04,68,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,9,10,07/0270209,0,2602,mps,51.5,76.61,1097,0.92,77.31,77.27,77.18,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,9,10,07/0270209,0,1900,mps,41.19,67.97,548,0.92,70.62,70.5,68.51,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,9,10,07/0270209,0,1813,mps,39.11,66.68,513,0.92,67.48,67.4,67.17,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,9,10,07/0270209,0,2630,mps,49.64,70.89,1257,0.92,72.1,71.91,71.56,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,9,10,07/0270209,0,2003,mps,42.03,66.87,667,0.92,69.42,69.09,67.27,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,9,10,07/0270209,0,2300,mps,45.47,69.01,938,0.92,70.17,70.04,69.75,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,9,10,07/0270209,0,2110,mps,41.44,63.15,833,0.92,63.96,63.9,63.81,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,9,10,07/0270209,0,1863,mps,37.03,57.38,711,0.92,58.24,58.2,58.01,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,9,10,07/0270209,0,2682,mps,48.28,76.9,907,0.92,77.78,77.65,77.59,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,9,10,07/0270209,0,2140,mps,43.99,73.52,459,0.92,75.67,75.29,74.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,9,10,07/0270209,0,1775,mps,39.78,73.25,358,0.92,76.14,76.04,73.87,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,9,10,07/0270209,0,1678,mps,37.11,71.59,212,0.92,73.53,73.44,72.74,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,9,10,07/0270209,0,1544,mps,33.86,66.59,197,0.92,68.2,68.15,67.7,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,9,10,07/0270209,0,2287,mps,48.86,77.01,824,0.92,77.65,77.61,77.56,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,9,10,07/0270209,0,1790,mps,40,74.94,214,0.92,77.52,77.44,75.8,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,9,10,07/0270209,0,2775,mps,48.75,67.04,1443,0.92,68.81,68.18,67.44,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,9,10,07/0270209,0,2101,mps,37.04,52.13,989,0.92,52.74,52.66,52.48,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,9,10,07/0270209,0,1815,mps,38.04,60.97,589,0.92,63.84,63.54,61.32,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
23,兴海南路-梅堰,9,10,07/0270209,0,1637,mps,36.69,71.67,255,0.92,73.3,73.23,72.58,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx,
24,梅堰-永茂路,9,10,07/0270209,1,6583,mps,40.21,55.53,2072,0.92,57.69,55.97,55.83,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx,
25,永茂路-镇海大道,9,10,07/0270209,0,2836,mps,54.17,77.23,1330,0.92,77.69,77.58,77.55,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,9,10,07/0270209,0,2331,mps,49.32,77.23,863,0.92,77.8,77.74,77.64,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
