站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,117.55,117.55,30.0,147.55,1428.41,1428.0,43.75,64.85,43.73,2352,63.89,1094,64.44,64.76,13943.57,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,150.15,150.15,30.0,180.15,2021.24,2017.0,48.46,65.45,48.45,3004,63.55,1764,64.51,65.17,17920.7,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,110.75,110.75,30.0,140.75,1330.52,1332.0,43.25,66.26,43.23,2216,65.26,901,65.71,66.11,12941.2,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,83.65,83.65,30.0,113.65,827.45,827.0,35.61,70.12,35.59,1674,67.27,199,68.0,70.04,13296.54,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,130.05,130.05,30.0,160.05,1861.25,1860.0,51.52,77.31,51.5,2602,76.61,1097,77.18,77.27,21366.44,215.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,94.95,94.95,30.0,124.95,1087.06,1086.0,41.22,70.62,41.19,1900,67.97,548,68.51,70.5,12998.15,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,90.6,90.6,30.0,120.6,984.69,984.0,39.13,67.48,39.11,1813,66.68,513,67.17,67.4,10119.27,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,131.45,131.45,30.0,161.45,1813.32,1811.0,49.66,72.1,49.64,2630,70.89,1257,71.56,71.91,16776.86,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,100.1,100.1,30.0,130.1,1169.21,1155.0,42.05,69.42,42.03,2003,66.87,667,67.27,69.09,13823.46,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,114.95,114.95,30.0,144.95,1452.63,1452.0,45.49,70.17,45.47,2300,69.01,938,69.75,70.04,18594.0,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,105.45,105.45,30.0,135.45,1214.51,1214.0,41.46,63.96,41.44,2110,63.15,833,63.81,63.9,11412.75,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,93.1,93.1,30.0,123.1,958.26,957.0,37.05,58.24,37.03,1863,57.38,711,58.01,58.2,10707.05,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,134.05,134.05,30.0,164.05,1798.5,1798.0,48.3,77.78,48.28,2682,76.9,907,77.59,77.65,22613.5,215.84,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,106.95,106.95,30.0,136.95,1307.61,1307.0,44.01,75.67,43.99,2140,73.52,459,74.71,75.29,20941.62,215.94,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,88.7,88.7,30.0,118.7,980.79,980.0,39.81,76.14,39.78,1775,73.25,358,73.87,76.04,14562.57,216.04,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,83.85,83.85,30.0,113.85,864.97,865.0,37.14,73.53,37.11,1678,71.59,212,72.74,73.44,15744.23,216.64,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,77.15,77.15,30.0,107.15,726.14,724.0,33.88,68.2,33.86,1544,66.59,197,67.7,68.15,12445.58,216.94,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,114.3,114.3,30.0,144.3,1552.02,1562.0,48.88,77.65,48.86,2287,77.01,824,77.56,77.61,14918.02,216.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,89.45,89.45,30.0,119.45,994.37,994.0,40.02,77.52,40.0,1790,74.94,214,75.8,77.44,18266.8,216.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,138.7,138.7,30.0,168.7,1878.72,1877.0,48.76,68.81,48.75,2775,67.04,1443,67.44,68.18,16547.62,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,105.0,105.0,30.0,135.0,1080.85,1081.0,37.06,52.74,37.04,2101,52.13,989,52.48,52.66,10594.89,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,90.7,90.7,30.0,120.7,958.84,958.0,38.06,63.84,38.04,1815,60.97,589,61.32,63.54,12343.51,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,81.8,81.8,30.0,111.8,834.08,833.0,36.71,73.3,36.69,1637,71.67,255,72.58,73.23,13199.04,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
梅堰-永茂路,10,9,07/0270209,70209,5014,UP,工作日低峰,0.0,329.1,329.1,30.0,359.1,3676.19,3676.0,40.21,57.69,40.21,6583,55.53,2072,55.83,55.97,26194.01,215.34,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx
永茂路-镇海大道,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,141.75,141.75,30.0,171.75,2133.61,2131.0,54.19,77.69,54.17,2836,77.23,1330,77.55,77.58,17806.25,215.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,10,9,07/0270209,70209,5014,UP,工作日平峰,0.0,116.5,116.5,0.0,116.5,1596.67,1593.0,49.34,77.8,49.32,2331,77.23,863,77.64,77.74,20571.82,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
--- 总计 ---,,,,,,,,,,3020.75,750.0,3770.75,36531.91,36502.0,43.54,77.8,,,,,,,410649.45,...,,,,
