站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
民安东路-会展中心,class4,83.0,29.4,30.0,-0.6,76.75,6950.15,12259.46,12245.42,历史原始实测能耗,5309.31,extrapolated_adjacent,class3,class3,0,8,generated,energy_first,217.34,UP004_20240701_123753_R165,3.0,181.0
会展中心-院士路,class3,115.0,29.4,30.0,-0.6,114.6,14971.59,14992.71,14895.36,历史原始实测能耗,21.12,real,class3,class3,104,104,strong,energy_first,216.84,UP004_20240701_123753_R165,3.0,182.0
院士路-盎孟港,class4,96.0,28.42,29.0,-0.58,89.75,14076.88,18676.97,18570.93,历史原始实测能耗,4600.09,extrapolated_adjacent,class3,class3,0,99,generated,energy_first,216.44,UP004_20240701_123753_R165,3.0,183.0
盎孟港-三官堂,class2,132.0,33.32,34.0,-0.68,138.2,17607.97,16344.69,15888.01,历史原始实测能耗,-1263.28,real,class2,class2,52,52,strong,energy_first,216.14,UP004_20240701_123753_R165,3.0,184.0
三官堂-兴庄路,class1,94.0,30.38,31.0,-0.62,104.7,13134.79,10456.83,10252.96,历史原始实测能耗,-2677.96,extrapolated_adjacent,class2,class2,0,46,generated,energy_first,216.24,UP004_20240701_123753_R165,3.0,185.0
兴庄路-兴海南路,class4,96.0,29.4,30.0,-0.6,91.1,9568.56,12283.34,12104.69,历史原始实测能耗,2714.78,extrapolated_adjacent,class3,class3,0,72,generated,energy_first,216.04,UP004_20240701_123753_R165,3.0,186.0
兴海南路-梅堰,class4,86.0,35.29,36.0,-0.71,81.4,9665.08,12824.43,12783.58,历史原始实测能耗,3159.35,extrapolated_adjacent,class3,class3,0,73,generated,energy_first,215.94,UP004_20240701_123753_R165,3.0,187.0
梅堰-永茂路,class3,313.0,27.44,28.0,-0.56,328.35,30077.81,26160.33,,历史原始实测能耗,-3917.48,real,class3,class3,20,20,strong,energy_first,216.14,UP004_20240701_123753_R165,2.0,188.0
永茂路-镇海大道,class2,141.0,27.44,28.0,-0.56,142.5,17214.68,18070.62,17602.68,历史原始实测能耗,855.94,real,class2,class2,59,59,strong,energy_first,216.14,UP004_20240701_123753_R165,3.0,189.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.4,20204.25,20191.62,19923.13,历史原始实测能耗,-12.63,real,class2,class2,101,101,strong,energy_first,215.74,UP004_20240701_123753_R165,3.0,190.0
--- 总计 ---,节能率: 8.73%,3039.0,772.3500000000001,788.0,-15.65,3811.35,372615.99,408245.7,376535.02,历史原始实测能耗,35629.71,,,,,,,energy_first,,,,
