站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,28.5,29.0,-0.5,117.55,12906.3,14208.11,14118.17,历史原始实测能耗,1301.81,real,class3,class3,80,80,strong,energy_first,215.34,UP004_20240701_123753_R165,3.0,165.0
张家潭-同德路,class1,141.0,28.42,29.0,-0.58,150.4,17890.72,17933.61,17878.86,历史原始实测能耗,42.89,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.24,UP004_20240701_123753_R165,3.0,166.0
同德路-石碶,class3,109.0,34.3,35.0,-0.7,110.35,13094.43,12148.84,11926.44,历史原始实测能耗,-945.59,real,class3,class3,60,60,strong,energy_first,215.24,UP004_20240701_123753_R165,3.0,167.0
石碶-雅渡,class2,80.0,28.42,29.0,-0.58,83.75,11046.12,13098.34,12982.27,历史原始实测能耗,2052.22,real,class2,class2,38,38,strong,energy_first,215.34,UP004_20240701_123753_R165,3.0,168.0
雅渡-庙堰,class3,131.9,29.4,30.0,-0.6,132.05,19832.55,20638.43,19760.83,历史原始实测能耗,805.88,real,class3,class3,67,67,strong,energy_first,215.44,UP004_20240701_123753_R165,3.0,169.0
庙堰-钟公庙,class4,101.0,29.4,30.0,-0.6,95.45,10870.5,12912.19,12814.83,历史原始实测能耗,2041.69,extrapolated_adjacent,class3,class3,0,84,generated,energy_first,215.64,UP004_20240701_123753_R165,3.0,170.0
钟公庙-鄞州区政府,class5,99.0,39.21,40.0,-0.79,91.35,6122.38,10123.19,9963.91,历史原始实测能耗,4000.81,extrapolated_adjacent,class4,class4,0,1,generated,energy_first,215.54,UP004_20240701_123753_R165,3.0,171.0
鄞州区政府-钱湖南路,class3,132.1,28.42,29.0,-0.58,131.95,16066.42,16379.14,15835.26,历史原始实测能耗,312.72,real,class3,class3,62,62,strong,energy_first,215.74,UP004_20240701_123753_R165,3.0,172.0
钱湖南路-南高教园区,class4,105.0,33.32,34.0,-0.68,100.4,11795.25,13661.4,13328.85,历史原始实测能耗,1866.15,extrapolated_adjacent,class3,class3,0,63,generated,energy_first,215.74,UP004_20240701_123753_R165,3.0,173.0
南高教园区-下应路,class3,114.0,29.4,30.0,-0.6,115.0,18422.25,18719.01,18448.17,历史原始实测能耗,296.76,real,class3,class3,63,63,strong,energy_first,215.84,UP004_20240701_123753_R165,3.0,174.0
下应路-大洋江,class3,106.0,30.38,31.0,-0.62,105.15,11247.34,11223.55,11060.62,历史原始实测能耗,-23.79,real,class3,class3,65,65,strong,energy_first,215.74,UP004_20240701_123753_R165,3.0,175.0
大洋江-泗港,class3,92.0,29.4,30.0,-0.6,91.5,10720.52,10679.37,10439.7,历史原始实测能耗,-41.15,real,class3,class3,99,99,strong,energy_first,215.54,UP004_20240701_123753_R165,3.0,176.0
泗港-曹隘,class4,137.0,30.38,31.0,-0.62,134.5,22914.62,23305.87,23071.46,历史原始实测能耗,391.25,real,class4,class4,82,82,strong,energy_first,215.54,UP004_20240701_123753_R165,3.0,177.0
曹隘-柳隘,class5,119.0,29.4,30.0,-0.6,106.7,13505.01,20871.03,20714.23,历史原始实测能耗,7366.02,extrapolated_adjacent,class4,class4,0,1,generated,energy_first,215.54,UP004_20240701_123753_R165,3.0,178.0
柳隘-海晏北路,class4,96.0,44.11,45.0,-0.89,90.15,10264.51,14348.07,14440.56,历史原始实测能耗,4083.56,extrapolated_adjacent,class3,class3,0,35,generated,energy_first,215.74,UP004_20240701_123753_R165,3.0,179.0
海晏北路-民安东路,class4,89.0,29.4,30.0,-0.6,83.35,12445.31,15734.55,15484.1,历史原始实测能耗,3289.24,extrapolated_adjacent,class3,class3,0,41,generated,energy_first,217.44,UP004_20240701_123753_R165,3.0,180.0
