run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,315.8,298.0,3.753632,3.089591,0.507881,17.697844,22.222222,4.524378
07/0850712|50712|5012|UP,315.85,298.0,3.752726,3.088874,0.508263,17.781582,22.222222,4.44064
07/0850714|50714|5012|UP,315.05,298.0,3.793556,3.131938,0.506565,17.955683,22.222222,4.266539
07/0951902|51902|5012|UP,314.85,298.0,3.797288,3.141687,0.504813,18.001925,22.222222,4.220297
07/0951904|51904|5012|UP,315.55,298.0,3.771888,3.113574,0.506442,17.832561,22.222222,4.389661
07/0951912|51912|5012|UP,315.65,298.0,3.76517,3.106368,0.506634,17.802778,22.222222,4.419444
07/1050304|50304|5012|UP,315.0,298.0,3.808308,3.147893,0.505016,17.941667,22.222222,4.280556
07/1053002|53002|5012|UP,315.6,298.0,3.839606,3.189697,0.504911,18.029049,22.222222,4.193174
07/1251004|51004|5012|UP,316.65,298.0,3.718035,3.053555,0.508922,17.641667,22.222222,4.580556
07/1251012|51012|5012|UP,314.95,298.0,3.805433,3.149743,0.506634,17.965218,22.222222,4.257005
