run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,88.25,87.95,1.222117,0.719621,0.975999,21.894497,21.225368,-0.669129
07/0850712|50712|5012|UP,87.55,87.95,0.818299,0.511145,0.989782,21.877698,21.225368,-0.65233
07/0850714|50714|5012|UP,88.45,87.95,1.065581,0.616608,0.980745,21.883333,21.225368,-0.657966
07/0951902|51902|5012|UP,87.55,87.95,0.872143,0.539668,0.98793,21.902778,21.225368,-0.67741
07/0951904|51904|5012|UP,87.8,87.95,0.817522,0.505357,0.989101,21.914902,21.225368,-0.689534
07/0951912|51912|5012|UP,87.7,87.95,0.939667,0.562278,0.985993,21.911111,21.225368,-0.685743
07/1050304|50304|5012|UP,87.95,87.95,0.916318,0.556325,0.986162,21.865112,21.225368,-0.639745
07/1053002|53002|5012|UP,88.05,87.95,0.818621,0.492943,0.989023,21.792152,21.225368,-0.566784
07/1251004|51004|5012|UP,87.75,87.95,0.850471,0.526237,0.988613,21.894444,21.225368,-0.669077
07/1251012|51012|5012|UP,87.7,87.95,0.690865,0.443556,0.992897,21.897138,21.225368,-0.67177
