section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,75,76,07/1871875,0,2280,mps,45.11,73.51,180,0.92,75.72,75.63,72.85,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,75,76,07/1871875,0,2941,mps,49.45,66.27,1641,0.92,67.28,67.21,67.09,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,75,76,07/1871875,0,2099,mps,45.67,77.04,604,0.92,77.74,77.69,77.6,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,75,76,07/1871875,0,1634,mps,36.48,73.45,161,0.92,75.42,75.28,74.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,75,76,07/1871875,0,2579,mps,51.95,77.28,1095,0.92,77.98,77.91,77.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,75,76,07/1871875,0,1868,mps,41.91,74.19,394,0.92,77.75,77.58,75.05,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,75,76,07/1871875,0,1775,mps,39.96,76.55,287,0.92,77.79,77.69,77.58,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,75,76,07/1871875,0,2525,mps,51.68,77.2,1067,0.92,77.74,77.66,77.61,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,75,76,07/1871875,0,1934,mps,43.52,76.79,480,0.92,77.65,77.6,77.47,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,75,76,07/1871875,0,2203,mps,47.48,76.35,712,0.92,77.76,77.6,77.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,75,76,07/1871875,0,2028,mps,43.1,71.42,645,0.92,72.07,72.01,71.84,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,75,76,07/1871875,0,1793,mps,38.5,63.33,524,0.92,66.24,66.07,63.69,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,75,76,07/1871875,0,2682,mps,48.32,77.01,837,0.92,77.81,77.61,77.52,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,75,76,07/1871875,0,2132,mps,44.18,73.74,461,0.92,76.1,75.84,74.77,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,75,76,07/1871875,0,1766,mps,40.02,74.85,178,0.92,77.14,76.99,75.47,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,75,76,07/1871875,0,1682,mps,37.07,71.23,251,0.92,73.13,73.02,71.74,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,75,76,07/1871875,0,1533,mps,34.13,66.27,209,0.92,67.92,67.81,67.33,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,75,76,07/1871875,0,2284,mps,48.95,77.05,826,0.92,77.65,77.6,77.55,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,75,76,07/1871875,0,1788,mps,40.06,75.52,235,0.92,77.6,77.52,76.88,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,75,76,07/1871875,0,2617,mps,51.7,76.08,1164,0.92,77.09,76.95,76.69,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,75,76,07/1871875,0,1965,mps,39.59,61.7,685,0.92,62.79,62.69,62.32,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,75,76,07/1871875,0,1763,mps,39.18,69.42,355,0.92,72.04,72,70.78,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
23,兴海南路-梅堰,75,76,07/1871875,0,1627,mps,36.94,75.61,157,0.92,77.63,77.49,76.04,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx,
25,永茂路-镇海大道,75,76,07/1871875,0,2835,mps,54.19,77.26,1331,0.92,77.72,77.63,77.6,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,75,76,07/1871875,0,2335,mps,49.25,77.25,858,0.92,77.83,77.77,77.7,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
