section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,52,53,07/0970952,0,2347,mps,44.49,64.84,1074,0.92,66.56,66.29,65.34,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,52,53,07/0970952,0,2996,mps,49.35,64.51,1766,0.92,66.33,65.99,65.38,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,52,53,07/0970952,0,2200,mps,44.23,66.01,918,0.92,66.89,66.82,66.7,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,52,53,07/0970952,0,1564,mps,38.68,73.74,195,0.92,77.27,77,74.47,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,52,53,07/0970952,0,2725,mps,49.93,69.32,1385,0.92,71.99,71.35,70.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,52,53,07/0970952,0,1910,mps,41.61,68.99,581,0.92,71.47,71.32,69.37,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,52,53,07/0970952,0,1810,mps,39.75,67.39,509,0.92,68.43,68.4,68.09,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,52,53,07/0970952,0,2634,mps,50.29,71.82,1270,0.92,72.84,72.65,72.36,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,52,53,07/0970952,0,2001,mps,42.71,67.64,696,0.92,68.73,68.68,68.45,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,52,53,07/0970952,0,2293,mps,46.28,69.94,904,0.92,70.84,70.73,70.56,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,52,53,07/0970952,0,2126,mps,41.76,62.52,859,0.92,63.26,63.14,63.07,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,52,53,07/0970952,0,1850,mps,37.87,59.89,637,0.92,61.26,61.17,60.7,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,52,53,07/0970952,0,2701,mps,48.68,78.21,827,0.92,79.09,78.86,78.73,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,52,53,07/0970952,0,2132,mps,44.84,74.69,472,0.92,76.57,76.44,75.85,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
