section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,87,88,07/1971987,0,2316,mps,44.42,66.6,999,0.92,67.65,67.35,67.11,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,87,88,07/1971987,0,3009,mps,48.36,63.5,1763,0.92,65.53,65.1,64.49,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,87,88,07/1971987,0,2136,mps,44.87,74.05,686,0.92,76.61,76.48,74.29,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,87,88,07/1971987,0,1675,mps,35.58,68.06,155,0.92,70.11,69.98,68.14,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,87,88,07/1971987,0,2587,mps,51.8,77.19,1092,0.92,78.04,77.93,77.68,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,87,88,07/1971987,0,1884,mps,41.59,73.79,414,0.92,77.59,77.44,74.8,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,87,88,07/1971987,0,1784,mps,39.76,75.01,309,0.92,77.62,77.5,75.23,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,87,88,07/1971987,0,2562,mps,50.95,75.83,1107,0.92,77.22,77.01,76.41,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,87,88,07/1971987,0,1946,mps,43.29,76.85,473,0.92,77.67,77.56,77.46,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,87,88,07/1971987,0,2222,mps,47.07,77.03,717,0.92,77.62,77.55,77.51,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,87,88,07/1971987,0,2026,mps,43.16,71.31,640,0.92,71.87,71.82,71.78,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,87,88,07/1971987,0,1815,mps,38.04,63.1,552,0.92,65.8,65.66,63.56,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,87,88,07/1971987,0,2565,mps,50.53,76.68,1041,0.92,77.73,77.53,77.43,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,87,88,07/1971987,0,2139,mps,44.06,73.64,464,0.92,75.88,75.65,74.75,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,87,88,07/1971987,0,1774,mps,39.86,76.4,286,0.92,77.63,77.56,77.42,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,87,88,07/1971987,0,1681,mps,37.04,71.5,235,0.92,73.04,72.98,72.69,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,87,88,07/1971987,0,1532,mps,34.1,66.4,199,0.92,68.06,67.99,67.42,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,87,88,07/1971987,0,2301,mps,48.57,76.9,828,0.92,77.6,77.55,77.5,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,87,88,07/1971987,0,1795,mps,39.91,75.37,239,0.92,77.41,77.33,76.77,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,87,88,07/1971987,0,2625,mps,51.51,76.08,1168,0.92,76.88,76.73,76.61,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,87,88,07/1971987,0,1972,mps,39.47,61.87,697,0.92,62.94,62.89,62.51,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,87,88,07/1971987,0,1773,mps,38.98,69.43,405,0.92,70.73,70.68,70.12,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
23,兴海南路-梅堰,87,88,07/1971987,0,1630,mps,36.85,75.47,160,0.92,77.37,77.27,76.05,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx,
25,永茂路-镇海大道,87,88,07/1971987,0,2855,mps,53.8,77.07,1333,0.92,77.5,77.43,77.4,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,87,88,07/1971987,0,2347,mps,48.99,77.09,857,0.92,77.68,77.63,77.53,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
