run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,126.25,127.95,0.584867,0.506667,0.996611,21.355915,20.629403,-0.726512
07/0850712|50712|5012|UP,126.35,127.95,0.5776,0.499145,0.996604,21.329366,20.629403,-0.699963
07/0850714|50714|5012|UP,125.55,127.95,0.836609,0.738245,0.995855,21.740402,20.629403,-1.110999
07/0951902|51902|5012|UP,125.4,127.95,0.796026,0.702999,0.994928,21.686111,20.629403,-1.056708
07/0951904|51904|5012|UP,125.3,127.95,0.828869,0.728959,0.994885,21.7455,20.629403,-1.116097
07/0951912|51912|5012|UP,125.05,127.95,0.901006,0.795058,0.994289,21.827097,20.629403,-1.197694
07/1050304|50304|5012|UP,126.4,127.95,0.538937,0.477645,0.998097,21.336111,20.629403,-0.706708
07/1053002|53002|5012|UP,124.95,127.95,1.058492,0.921308,0.99196,21.758142,20.629403,-1.128739
07/1251004|51004|5012|UP,124.45,127.95,1.105633,0.969453,0.99272,21.877651,20.629403,-1.248248
07/1251012|51012|5012|UP,125.25,127.95,0.804918,0.70955,0.996277,21.763175,20.629403,-1.133772
