section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,19,20,07/0370319,0,2330,mps,44.13,63.83,1066,0.92,65.52,65.32,64.28,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,19,20,07/0370319,0,3030,mps,48.01,62.67,1793,0.92,64.08,63.82,63.61,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,19,20,07/0370319,0,2180,mps,43.96,68.08,850,0.92,69.48,69.27,68.57,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,19,20,07/0370319,0,1642,mps,36.28,69.54,234,0.92,72.12,72.01,69.99,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,19,20,07/0370319,0,2625,mps,51.03,73.68,1197,0.92,75.29,75.17,74.31,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,19,20,07/0370319,0,1934,mps,40.49,65.51,626,0.92,68.6,68.27,65.8,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,19,20,07/0370319,0,1816,mps,39.04,66.75,522,0.92,67.57,67.52,67.43,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,19,20,07/0370319,0,2650,mps,49.22,69.84,1290,0.92,70.84,70.71,70.44,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,19,20,07/0370319,0,2009,mps,41.9,66.8,682,0.92,69.04,68.55,67.18,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,19,20,07/0370319,0,2312,mps,45.24,69.05,942,0.92,70.14,69.99,69.69,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,19,20,07/0370319,0,2082,mps,41.97,64.56,786,0.92,65.64,65.52,65.27,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,19,20,07/0370319,0,1860,mps,37.1,57.3,703,0.92,58.34,58.3,58.13,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,19,20,07/0370319,0,2682,mps,48.3,76.97,837,0.92,77.71,77.59,77.52,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,19,20,07/0370319,0,2122,mps,44.37,73.74,457,0.92,76.08,75.9,74.75,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,19,20,07/0370319,0,1798,mps,39.3,70.9,200,0.92,74.52,74.22,70.94,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,19,20,07/0370319,0,1677,mps,37.17,71.39,219,0.92,73.28,73.18,72.6,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,19,20,07/0370319,0,1530,mps,34.17,66.6,196,0.92,68.23,68.16,67.76,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,19,20,07/0370319,0,2296,mps,48.67,76.94,827,0.92,77.52,77.48,77.45,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,19,20,07/0370319,0,1819,mps,39.37,75.77,252,0.92,77.58,77.47,77.37,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,19,20,07/0370319,0,2733,mps,49.48,70.23,1346,0.92,71.89,71.66,70.7,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,19,20,07/0370319,0,2064,mps,37.68,54.34,921,0.92,54.94,54.87,54.77,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,19,20,07/0370319,0,1826,mps,37.8,60.74,618,0.92,62.7,62.43,61.22,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
23,兴海南路-梅堰,19,20,07/0370319,0,1639,mps,36.62,71.45,255,0.92,73.36,73.27,72.36,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx,
24,梅堰-永茂路,19,20,07/0470419,0,6361,mps,41.61,63.08,1738,0.92,63.82,63.6,63.4,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx,
25,永茂路-镇海大道,19,20,07/0370319,0,2848,mps,53.91,77.15,1329,0.92,77.61,77.55,77.5,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,19,20,07/0370319,0,2328,mps,49.38,77.2,862,0.92,77.71,77.67,77.61,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
