站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
布政-张家潭,class3,115.0,12947.95,67.1428,real,class3,class3,80,80,strong,real_only,UP053_20240709_151522_R2836,52,2836,traceability
布政-张家潭,class4,121.0,14024.15,63.0459,real,class4,class4,25,25,strong,real_only,UP053_20240709_151522_R2836,52,2836,traceability
布政-张家潭,class5,127.0,12627.54,56.8733,extrapolated_adjacent,class4,class4,0,25,generated,allow_extrapolated,UP053_20240709_151522_R2836,52,2836,traceability
张家潭-同德路,class1,141.0,18108.33,73.6007,extrapolated_adjacent,class2,class2,0,8,generated,allow_extrapolated,UP053_20240709_151522_R2836,52,2837,traceability
张家潭-同德路,class2,148.0,17396.37,66.7619,real,class2,class2,8,8,strong,real_only,UP053_20240709_151522_R2836,52,2837,traceability
张家潭-同德路,class3,151.0,17561.15,65.3684,real,class3,class3,54,54,strong,real_only,UP053_20240709_151522_R2836,52,2837,traceability
张家潭-同德路,class4,158.9,16090.52,59.5931,extrapolated_adjacent,class3,class3,0,54,generated,allow_extrapolated,UP053_20240709_151522_R2836,52,2837,traceability
同德路-石碶,class3,109.0,12861.48,69.8832,real,class3,class3,60,60,strong,real_only,UP053_20240709_151522_R2836,52,2838,traceability
同德路-石碶,class4,114.0,12843.99,64.3981,real,class4,class4,9,9,strong,real_only,UP053_20240709_151522_R2836,52,2838,traceability
同德路-石碶,class5,120.0,11316.5,56.6438,extrapolated_adjacent,class4,class4,0,9,generated,allow_extrapolated,UP053_20240709_151522_R2836,52,2838,traceability
石碶-雅渡,class2,80.0,11115.24,64.028,real,class2,class2,38,38,strong,real_only,UP053_20240709_151522_R2836,52,2839,traceability
石碶-雅渡,class3,82.0,11298.97,71.4001,real,class3,class3,63,63,strong,real_only,UP053_20240709_151522_R2836,52,2839,traceability
石碶-雅渡,class4,86.0,11705.83,61.45,real,class4,class4,8,8,strong,real_only,UP053_20240709_151522_R2836,52,2839,traceability
石碶-雅渡,class5,90.0,9087.16,50.8958,extrapolated_adjacent,class4,class4,0,8,generated,allow_extrapolated,UP053_20240709_151522_R2836,52,2839,traceability
雅渡-庙堰,class2,129.0,20676.14,79.0115,real,class2,class2,32,32,strong,real_only,UP053_20240709_151522_R2836,52,2840,traceability
雅渡-庙堰,class3,131.9,19869.11,75.5114,real,class3,class3,67,67,strong,real_only,UP053_20240709_151522_R2836,52,2840,traceability
雅渡-庙堰,class4,139.0,18572.96,69.0026,real,class4,class4,10,10,strong,real_only,UP053_20240709_151522_R2836,52,2840,traceability
雅渡-庙堰,class5,146.0,16267.01,62.5936,extrapolated_adjacent,class4,class4,0,10,generated,allow_extrapolated,UP053_20240709_151522_R2836,52,2840,traceability
庙堰-钟公庙,class3,96.0,12619.21,69.1047,real,class3,class3,84,84,strong,real_only,UP053_20240709_151522_R2836,52,2841,traceability
庙堰-钟公庙,class4,101.0,10896.01,58.1883,extrapolated_adjacent,class3,class3,0,84,generated,allow_extrapolated,UP053_20240709_151522_R2836,52,2841,traceability
钟公庙-鄞州区政府,class3,90.0,10093.25,68.6183,real,class3,class3,108,108,strong,real_only,UP053_20240709_151522_R2836,52,2842,traceability
钟公庙-鄞州区政府,class4,95.0,7715.26,59.8645,real,class4,class4,1,1,weak,real_only,UP053_20240709_151522_R2836,52,2842,traceability
