section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,51,52,07/0970951,0,2289,mps,45.63,67.59,983,0.92,68.4,68.35,68.26,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,51,52,07/0970951,0,3044,mps,48.59,62.98,1841,0.92,64.15,64.07,63.95,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,51,52,07/0970951,0,2227,mps,43.71,66.2,932,0.92,67.17,67.06,66.91,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,51,52,07/0970951,0,1580,mps,38.25,70.93,297,0.92,73.08,72.95,71.32,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,51,52,07/0970951,0,2731,mps,49.83,69.13,1402,0.92,71.51,71.25,69.91,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,51,52,07/0970951,0,1898,mps,41.87,71.68,468,0.92,74.5,74.31,71.68,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,51,52,07/0970951,0,1831,mps,39.29,64.93,575,0.92,67.73,67.61,65.1,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,51,52,07/0970951,0,2645,mps,50.09,70.85,1296,0.92,71.85,71.66,71.43,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,51,52,07/0970951,0,2012,mps,42.47,67.62,669,0.92,70.61,70.3,68.16,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,51,52,07/0970951,0,2273,mps,46.69,71.43,897,0.92,72.62,72.51,72.23,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,51,52,07/0970951,0,2128,mps,41.71,62.4,853,0.92,63.12,63.02,62.87,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,51,52,07/0970951,0,1816,mps,38.56,61.65,610,0.92,65.14,64.86,62.35,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,51,52,07/0970951,0,2679,mps,49.08,78.23,826,0.92,79.1,78.86,78.78,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,51,52,07/0970951,0,2121,mps,45.05,74.5,472,0.92,76.57,76.18,75.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,51,52,07/0970951,0,1845,mps,38.84,64.2,595,0.92,65.14,65.09,64.87,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,51,52,07/0970951,0,1665,mps,37.98,72.17,224,0.92,74.1,74.02,73.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,51,52,07/0970951,0,1537,mps,34.5,67.2,208,0.92,68.78,68.68,68.34,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,51,52,07/0970951,0,2298,mps,49.4,77.78,835,0.92,78.71,78.65,78.44,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,51,52,07/0970951,0,1833,mps,39.67,66.91,478,0.92,68.34,68.26,67.8,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,51,52,07/0970951,0,2827,mps,48.56,66.07,1522,0.92,67.74,67.44,66.42,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,51,52,07/0970951,0,2078,mps,38.05,53.93,964,0.92,55.57,55.19,54.3,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,51,52,07/0970951,0,1825,mps,38.38,61.47,629,0.92,63.12,62.89,62.02,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
23,兴海南路-梅堰,51,52,07/0970951,0,1632,mps,37.35,70.69,272,0.92,73.76,73.63,71.12,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx,
24,梅堰-永茂路,51,52,07/1671651,0,6611,mps,40.04,55.72,2072,0.92,56.81,56.21,55.95,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx,
25,永茂路-镇海大道,51,52,07/0970951,0,2852,mps,54.64,78.38,1329,0.92,78.85,78.77,78.73,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,51,52,07/0970951,0,2348,mps,49.72,77.78,871,0.92,78.91,78.81,78.58,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
