station_pair,v_peak_opt(m/s),t_arrival_opt(s),E_opt(Wh),params
兴庄路-兴海南路,0.1,83.0,1965719250.0,"L=974.0, V_UPPER=22.22, V_MID=12.5, A1=0.55, A2=0.8, A_DEC=-0.5, MASS=215.44, REACH_TOL=0.5, WINDOW=[83.0,100.0]"
