run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850704|50704|5012|UP,114.05,1450.639,215.24,2282
07/0850706|50706|5012|UP,115.0,1451.9036,215.24,2301
07/0850708|50708|5012|UP,116.1,1450.9105,215.24,2323
07/0850710|50710|5012|UP,116.05,1451.2965,215.24,2322
07/0850712|50712|5012|UP,115.1,1451.4999,215.24,2303
07/0951902|51902|5012|UP,114.95,1451.0234,215.24,2300
07/0951904|51904|5012|UP,113.85,1450.9387,215.24,2278
07/0951906|51906|5012|UP,114.2,1451.2958,215.24,2285
07/0951910|51910|5012|UP,114.5,1450.3983,215.24,2291
07/0951912|51912|5012|UP,113.8,1450.7664,215.34,2277
07/0951914|51914|5012|UP,114.1,1451.4909,215.24,2283
07/1050503|50503|5012|UP,115.3,1451.0786,215.24,2307
07/1053002|53002|5012|UP,114.55,1450.6833,215.24,2292
07/1053004|53004|5012|UP,114.55,1451.4502,215.24,2292
07/1250510|50510|5012|UP,116.05,1450.9623,215.24,2322
07/1251006|51006|5012|UP,114.0,1451.0068,215.24,2281
07/1251008|51008|5012|UP,114.95,1450.5246,215.24,2300
07/1251012|51012|5012|UP,114.05,1450.7383,215.24,2282
