section,segment,rows,duration_s,distance_m,real_energy_wh,mlp_energy_wh,mlp_error_pct,run_class,quality_label,service_no,date_service,source_file,figure
同德路-石碶,10,2204,110.15,1330.264,13607.634,13518.009,-0.659,3,0,70210,07/0270210,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_10_07_0270210.jpg
同德路-石碶,11,2220,110.95,1330.443,11959.924,12036.337,0.639,3,0,70211,07/0270211,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_11_07_0270211.jpg
同德路-石碶,12,2103,105.1,1330.924,15111.839,15019.557,-0.611,2,0,70212,07/0270212,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_12_07_0270212.jpg
同德路-石碶,13,2112,105.55,1331.274,16245.005,16110.425,-0.828,2,0,70213,07/0270213,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_13_07_0270213.jpg
同德路-石碶,14,2202,110.05,1330.911,12339.366,12351.874,0.101,3,1,70214,07/0270214,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_14_07_0270214.jpg
同德路-石碶,15,2127,106.3,1330.08,15716.915,15516.205,-1.277,2,0,70315,07/0370315,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_15_07_0370315.jpg
同德路-石碶,16,2098,104.85,1331.809,15446.31,15337.552,-0.704,2,0,70316,07/0370316,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_16_07_0370316.jpg
同德路-石碶,17,2202,110.05,1330.243,13978.134,13866.424,-0.799,3,0,70317,07/0370317,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_17_07_0370317.jpg
同德路-石碶,18,2206,110.25,1330.839,12278.755,12334.26,0.452,3,0,70318,07/0370318,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_18_07_0370318.jpg
同德路-石碶,19,2180,108.95,1331.031,14084.295,13973.089,-0.79,3,0,70319,07/0370319,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_19_07_0370319.jpg
同德路-石碶,20,2125,106.2,1331.232,15779.038,15665.514,-0.719,2,0,70320,07/0370320,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_20_07_0370320.jpg
同德路-石碶,21,2202,110.05,1330.555,12823.394,12739.881,-0.651,3,0,70321,07/0370321,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_21_07_0370321.jpg
同德路-石碶,22,2070,103.45,1332.117,13758.331,12850.963,-6.595,2,1,70322,07/0370322,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_22_07_0370322.jpg
同德路-石碶,23,2098,104.85,1331.59,15245.862,15182.739,-0.414,2,0,70423,07/0470423,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_23_07_0470423.jpg
同德路-石碶,24,2109,105.4,1330.946,15511.589,15234.922,-1.784,2,0,70424,07/0470424,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_24_07_0470424.jpg
同德路-石碶,25,2119,105.9,1330.585,15663.847,15669.421,0.036,2,0,70425,07/0470425,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_25_07_0470425.jpg
同德路-石碶,26,2123,106.1,1331.342,16184.288,15882.355,-1.866,2,0,70526,07/0570526,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_26_07_0570526.jpg
同德路-石碶,27,2173,108.6,1330.354,13101.307,12962.104,-1.063,3,0,70527,07/0570527,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_27_07_0570527.jpg
同德路-石碶,28,2186,109.25,1330.877,13129.808,13080.791,-0.373,3,0,70528,07/0570528,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_28_07_0570528.jpg
同德路-石碶,29,2175,108.7,1330.842,13670.193,13527.293,-1.045,3,0,70529,07/0570529,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_29_07_0570529.jpg
同德路-石碶,30,2102,105.05,1331.553,15212.663,15196.934,-0.103,2,0,70530,07/0570530,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_30_07_0570530.jpg
同德路-石碶,31,2128,106.35,1330.96,14727.079,14604.713,-0.831,2,0,70531,07/0570531,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_31_07_0570531.jpg
同德路-石碶,32,2213,110.6,1330.417,13742.757,13671.735,-0.517,3,1,70532,07/0570532,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_32_07_0570532.jpg
同德路-石碶,33,2211,110.5,1330.314,14216.714,14125.335,-0.643,3,0,70633,07/0670633,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_33_07_0670633.jpg
同德路-石碶,34,2172,108.55,1330.787,13572.191,13407.936,-1.21,3,0,70634,07/0670634,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_34_07_0670634.jpg
同德路-石碶,35,2236,111.75,1330.471,13782.553,13711.303,-0.517,4,0,70635,07/0670635,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_35_07_0670635.jpg
同德路-石碶,36,2172,108.55,1329.853,12950.063,12823.36,-0.978,3,0,70636,07/0670636,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_36_07_0670636.jpg
同德路-石碶,37,2190,109.45,1331.228,13157.471,13122.493,-0.266,3,0,70637,07/0670637,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_37_07_0670637.jpg
同德路-石碶,38,2179,108.9,1330.696,12929.932,12842.93,-0.673,3,0,70638,07/0670638,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_38_07_0670638.jpg
同德路-石碶,39,2229,111.4,1330.657,13742.625,13669.463,-0.532,3,0,70639,07/0670639,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_39_07_0670639.jpg
同德路-石碶,40,2057,102.8,1331.088,13347.87,12440.223,-6.8,2,1,70640,07/0670640,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_40_07_0670640.jpg
同德路-石碶,41,2124,106.15,1352.436,16328.435,16560.617,1.422,2,0,70841,07/0870841,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_41_07_0870841.jpg
同德路-石碶,42,2233,111.6,1351.983,13152.302,13537.232,2.927,4,0,70842,07/0870842,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_42_07_0870842.jpg
同德路-石碶,43,2209,110.4,1352.814,11912.514,12275.736,3.049,3,0,70843,07/0870843,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_43_07_0870843.jpg
同德路-石碶,44,2183,109.1,1351.836,12593.723,12940.919,2.757,3,0,70844,07/0870844,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_44_07_0870844.jpg
同德路-石碶,45,2086,104.25,1352.201,15370.093,15597.178,1.477,2,0,70845,07/0870845,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_45_07_0870845.jpg
同德路-石碶,46,2106,105.25,1352.025,14902.324,15181.979,1.877,2,0,70846,07/0870846,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_46_07_0870846.jpg
同德路-石碶,47,2204,110.15,1351.9,12024.145,12392.653,3.065,3,1,70847,07/0870847,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_47_07_0870847.jpg
同德路-石碶,48,2118,105.85,1351.801,15987.895,16197.277,1.31,2,0,70948,07/0970948,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_48_07_0970948.jpg
同德路-石碶,49,2111,105.5,1352.601,16331.762,16527.245,1.197,2,0,70949,07/0970949,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_49_07_0970949.jpg
同德路-石碶,50,2235,111.7,1351.878,13247.851,13613.915,2.763,4,0,70950,07/0970950,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_50_07_0970950.jpg
同德路-石碶,51,2227,111.3,1351.833,13062.501,13432.321,2.831,3,0,70951,07/0970951,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_51_07_0970951.jpg
同德路-石碶,52,2200,109.95,1351.526,12162.439,12516.033,2.907,3,0,70952,07/0970952,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_52_07_0970952.jpg
同德路-石碶,53,2118,105.85,1352.531,15477.542,15658.8,1.171,2,0,70953,07/0970953,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_53_07_0970953.jpg
同德路-石碶,54,2203,110.1,1352.471,12057.707,12411.771,2.936,3,0,70954,07/0970954,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_54_07_0970954.jpg
同德路-石碶,55,2052,102.55,1353.4,14214.073,13912.398,-2.122,2,1,70955,07/0970955,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_55_07_0970955.jpg
同德路-石碶,56,2113,105.6,1351.669,14443.449,14786.248,2.373,2,0,71056,07/1071056,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_56_07_1071056.jpg
同德路-石碶,57,2132,106.55,1352.029,16265.511,16399.396,0.823,3,7,71057,07/1071057,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_57_07_1071057.jpg
同德路-石碶,58,2244,112.15,1351.855,13219.173,13686.725,3.537,4,0,71058,07/1071058,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_58_07_1071058.jpg
同德路-石碶,59,2172,108.55,1351.975,11918.691,11793.847,-1.047,3,1,71059,07/1071059,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_59_07_1071059.jpg
同德路-石碶,60,2109,105.4,1330.481,15701.208,15515.968,-1.18,2,0,71560,07/1571560,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_60_07_1571560.jpg
同德路-石碶,61,2110,105.45,1332.353,15324.217,15272.968,-0.334,2,0,71561,07/1571561,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_61_07_1571561.jpg
同德路-石碶,62,2229,111.4,1331.452,13873.638,13886.102,0.09,3,0,71562,07/1571562,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_62_07_1571562.jpg
同德路-石碶,63,2209,110.4,1330.654,12612.998,12574.826,-0.303,3,0,71563,07/1571563,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_63_07_1571563.jpg
同德路-石碶,64,2229,111.4,1330.611,13736.889,13723.716,-0.096,3,0,71564,07/1571564,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_64_07_1571564.jpg
同德路-石碶,65,2117,105.8,1331.736,15225.643,15251.922,0.173,2,0,71565,07/1571565,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_65_07_1571565.jpg
同德路-石碶,66,2117,105.8,1330.555,15801.191,15778.813,-0.142,2,0,71666,07/1671666,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_66_07_1671666.jpg
同德路-石碶,67,2216,110.75,1331.855,13746.931,13718.402,-0.208,3,0,71667,07/1671667,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_67_07_1671667.jpg
同德路-石碶,68,2235,111.7,1330.954,13365.719,13376.709,0.082,4,0,71668,07/1671668,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_68_07_1671668.jpg
同德路-石碶,69,2197,109.8,1330.53,12694.334,12740.885,0.367,3,0,71669,07/1671669,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_69_07_1671669.jpg
同德路-石碶,70,2108,105.35,1332.146,15157.967,15149.817,-0.054,2,0,71670,07/1671670,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_70_07_1671670.jpg
同德路-石碶,71,2220,110.95,1331.113,13423.397,13433.395,0.074,3,0,71671,07/1671671,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_71_07_1671671.jpg
同德路-石碶,72,2226,111.25,1330.802,13755.303,13757.004,0.012,3,1,71672,07/1671672,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_72_07_1671672.jpg
同德路-石碶,73,2106,105.25,1332.176,15125.368,15024.689,-0.666,2,0,71773,07/1771773,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_73_07_1771773.jpg
同德路-石碶,74,2196,109.75,1330.477,13980.047,13841.826,-0.989,3,0,71874,07/1871874,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_74_07_1871874.jpg
同德路-石碶,75,2099,104.9,1331.421,15575.489,15513.424,-0.398,2,0,71875,07/1871875,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_75_07_1871875.jpg
同德路-石碶,76,2213,110.6,1331.32,13774.049,13689.613,-0.613,3,0,71876,07/1871876,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_76_07_1871876.jpg
同德路-石碶,77,2205,110.2,1330.718,13774.207,13678.79,-0.693,3,0,71877,07/1871877,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_77_07_1871877.jpg
同德路-石碶,78,2207,110.3,1331.701,13682.467,13611.927,-0.516,3,0,71878,07/1871878,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_78_07_1871878.jpg
同德路-石碶,79,2105,105.2,1331.096,15271.768,15178.866,-0.608,2,0,71879,07/1871879,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_79_07_1871879.jpg
同德路-石碶,80,2197,109.8,1330.479,12402.276,12471.583,0.559,3,0,71880,07/1871880,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_80_07_1871880.jpg
同德路-石碶,81,2182,109.05,1331.953,10655.605,10687.104,0.296,3,1,71881,07/1871881,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_81_07_1871881.jpg
同德路-石碶,82,2104,105.15,1331.392,14942.285,14954.099,0.079,2,0,71982,07/1971982,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_82_07_1971982.jpg
同德路-石碶,83,2212,110.55,1330.84,13703.239,13645.981,-0.418,3,0,71983,07/1971983,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_83_07_1971983.jpg
同德路-石碶,84,2200,109.95,1330.992,12045.924,12122.477,0.636,3,0,71984,07/1971984,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_84_07_1971984.jpg
同德路-石碶,85,2189,109.4,1330.352,12314.809,12283.859,-0.251,3,0,71985,07/1971985,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_85_07_1971985.jpg
同德路-石碶,86,2077,103.8,1331.327,15361.391,15372.807,0.074,2,0,71986,07/1971986,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_86_07_1971986.jpg
同德路-石碶,87,2136,106.75,1331.205,16309.159,16173.007,-0.835,3,0,71987,07/1971987,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_87_07_1971987.jpg
同德路-石碶,88,2203,110.1,1330.627,12326.576,12378.538,0.422,3,1,71988,07/1971988,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_88_07_1971988.jpg
同德路-石碶,89,2099,104.9,1352.065,15032.263,15349.161,2.108,2,0,72689,07/2672689,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_89_07_2672689.jpg
同德路-石碶,90,2232,111.55,1352.181,13214.261,13676.381,3.497,4,0,72690,07/2672690,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_90_07_2672690.jpg
同德路-石碶,91,2209,110.4,1352.163,14074.351,14365.671,2.07,3,0,72691,07/2672691,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_91_07_2672691.jpg
同德路-石碶,92,2223,111.1,1351.934,13018.385,13436.786,3.214,3,0,72692,07/2672692,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_92_07_2672692.jpg
同德路-石碶,93,2106,105.25,1353.057,15713.787,16196.472,3.072,2,0,72693,07/2672693,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_93_07_2672693.jpg
同德路-石碶,94,2103,105.1,1352.329,15518.82,15947.464,2.762,2,0,72694,07/2672694,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_94_07_2672694.jpg
同德路-石碶,95,2182,109.05,1352.451,12721.96,13041.96,2.515,3,1,72695,07/2672695,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_95_07_2672695.jpg
同德路-石碶,96,2200,109.95,1352.69,13308.565,13511.624,1.526,3,0,72796,07/2772796,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_96_07_2772796.jpg
同德路-石碶,97,2218,110.85,1352.351,13947.407,14378.586,3.091,3,0,72797,07/2772797,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_97_07_2772797.jpg
同德路-石碶,98,2187,109.3,1352.061,12649.923,13025.278,2.967,3,0,72798,07/2772798,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_98_07_2772798.jpg
同德路-石碶,99,2220,110.95,1352.09,13933.624,14281.242,2.495,3,0,72799,07/2772799,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_99_07_2772799.jpg
同德路-石碶,100,2215,110.7,1352.383,13752.765,14045.531,2.129,3,0,72800,07/2772800,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_100_07_2772800.jpg
同德路-石碶,101,2216,110.75,1352.786,14383.107,14822.801,3.057,3,0,72801,07/2772801,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_101_07_2772801.jpg
同德路-石碶,102,2230,111.45,1352.216,14012.934,14305.817,2.09,3,0,72802,07/2772802,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_102_07_2772802.jpg
同德路-石碶,103,2030,101.45,1352.552,12954.366,12654.161,-2.317,1,1,72803,07/2772803,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_103_07_2772803.jpg
同德路-石碶,104,2186,109.25,1353.037,12489.528,12812.814,2.588,3,0,72904,07/2872904,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_104_07_2872904.jpg
同德路-石碶,105,2234,111.65,1352.223,13315.39,13695.64,2.856,4,0,72905,07/2872905,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_105_07_2872905.jpg
同德路-石碶,106,2187,109.3,1352.555,12568.08,12829.573,2.081,3,0,72906,07/2872906,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_106_07_2872906.jpg
同德路-石碶,107,2198,109.85,1352.375,12462.841,12887.856,3.41,3,0,72907,07/2872907,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_107_07_2872907.jpg
