站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,121,120,07/3073120,73120,5012,UP,工作日平峰,0.0,119.2,119.2,30.0,149.2,1451.22,1428.0,43.83,64.13,43.81,2385,63.51,1131,63.87,64.0,13823.21,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,121,120,07/3073120,73120,5012,UP,工作日平峰,0.0,151.0,151.0,30.0,181.0,2054.29,2017.0,48.98,65.77,48.96,3021,64.4,1758,65.03,65.44,17597.01,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,121,120,07/3073120,73120,5012,UP,工作日平峰,0.0,110.85,110.85,30.0,140.85,1352.29,1332.0,43.92,68.14,43.9,2218,67.39,896,67.75,67.98,13711.27,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,121,120,07/3073120,73120,5012,UP,工作日平峰,0.0,82.0,82.0,30.0,112.0,840.12,827.0,36.88,75.26,36.86,1641,73.24,171,73.96,75.2,12674.11,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,121,120,07/3073120,73120,5012,UP,工作日平峰,0.0,132.8,132.8,30.0,162.8,1890.31,1860.0,51.24,74.45,51.22,2657,73.41,1259,73.85,74.3,21014.75,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,121,120,07/3073120,73120,5012,UP,工作日平峰,0.0,97.2,97.2,30.0,127.2,1104.18,1086.0,40.9,69.52,40.87,1945,66.45,632,66.45,69.22,13646.5,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,121,120,07/3073120,73120,5012,UP,工作日平峰,0.0,92.2,92.2,30.0,122.2,999.69,984.0,39.03,66.78,39.01,1845,64.76,562,65.06,66.63,9760.77,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,121,120,07/3073120,73120,5012,UP,工作日平峰,0.0,131.3,131.3,30.0,161.3,1840.47,1811.0,50.46,72.29,50.44,2627,71.56,1259,72.03,72.12,16208.41,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,121,120,07/3073120,73120,5012,UP,工作日平峰,0.0,101.05,101.05,30.0,131.05,1187.38,1155.0,42.3,68.03,42.28,2022,67.22,706,67.82,67.96,12730.9,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,121,120,07/3073120,73120,5012,UP,工作日平峰,0.0,115.15,115.15,30.0,145.15,1474.52,1452.0,46.1,70.21,46.08,2304,69.53,955,70.07,70.14,18515.67,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
