run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,86.45,87.0,1.243543,0.874945,0.979909,21.90014,19.932105,-1.968035
07/0850712|50712|5012|UP,86.75,87.0,1.264903,0.886594,0.978281,21.874444,19.932105,-1.942339
07/0850714|50714|5012|UP,86.45,87.0,1.239092,0.880827,0.980038,21.879866,19.932105,-1.947761
07/0951902|51902|5012|UP,86.4,87.0,1.287257,0.909277,0.977819,21.932856,19.932105,-2.00075
07/0951904|51904|5012|UP,86.5,87.0,1.254264,0.885412,0.979771,21.917726,19.932105,-1.985621
07/0951912|51912|5012|UP,86.15,87.0,1.234404,0.881131,0.980689,21.92696,19.932105,-1.994854
07/1050304|50304|5012|UP,86.45,87.0,1.253416,0.886048,0.979184,21.874968,19.932105,-1.942862
07/1053002|53002|5012|UP,86.45,87.0,1.150679,0.83331,0.98248,21.783715,19.932105,-1.851609
07/1251004|51004|5012|UP,86.0,87.0,1.167561,0.843044,0.984512,21.9,19.932105,-1.967895
07/1251012|51012|5012|UP,86.25,87.0,1.165208,0.832256,0.983454,21.897187,19.932105,-1.965082
