站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,57,56,07/1071056,71056,5012,UP,工作日高峰,0.0,117.8,117.8,30.0,147.8,1451.08,1428.0,44.35,66.5,44.33,2357,64.88,1087,65.36,66.29,14472.39,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,57,56,07/1071056,71056,5012,UP,工作日高峰,0.0,150.6,150.6,30.0,180.6,2053.8,2017.0,49.09,66.24,49.08,3013,64.47,1767,65.36,65.9,18074.36,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,57,56,07/1071056,71056,5012,UP,工作日高峰,0.0,105.6,105.6,30.0,135.6,1351.67,1332.0,46.08,77.22,46.06,2113,74.65,674,75.03,77.11,14443.45,215.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,57,56,07/1071056,71056,5012,UP,工作日高峰,0.0,78.45,78.45,30.0,108.45,840.24,827.0,38.56,73.47,38.53,1570,72.12,286,73.19,73.44,12328.16,216.04,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,57,56,07/1071056,71056,5012,UP,工作日高峰,0.0,131.85,131.85,30.0,161.85,1889.38,1860.0,51.59,76.42,51.57,2638,74.88,1168,75.43,76.25,20681.87,216.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,57,56,07/1071056,71056,5012,UP,工作日高峰,0.0,94.6,94.6,30.0,124.6,1103.87,1086.0,42.01,78.66,41.99,1893,74.91,443,75.86,78.57,16227.42,217.72,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,57,56,07/1071056,71056,5012,UP,工作日高峰,0.0,89.1,89.1,30.0,119.1,999.35,984.0,40.38,77.29,40.36,1783,74.53,142,73.69,77.01,13289.75,219.4,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,57,56,07/1071056,71056,5012,UP,工作日高峰,0.0,128.95,128.95,30.0,158.95,1839.24,1811.0,51.35,76.85,51.33,2580,75.58,1154,76.1,76.62,19537.25,221.8,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,57,56,07/1071056,71056,5012,UP,工作日高峰,0.0,96.6,96.6,30.0,126.6,1186.95,1155.0,44.23,78.83,44.21,1933,77.96,472,78.63,78.78,16330.32,222.5,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,57,56,07/1071056,71056,5012,UP,工作日高峰,0.0,110.65,110.65,30.0,140.65,1474.26,1452.0,47.97,78.76,47.94,2214,78.12,705,78.68,78.72,20472.25,222.9,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
