run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,81.4,82.95,1.252859,0.816585,0.983639,20.577778,17.780347,-2.79743
07/0850712|50712|5012|UP,81.5,82.95,1.338267,0.883612,0.979823,20.637153,17.780347,-2.856806
07/0850714|50714|5012|UP,81.25,82.95,1.315639,0.846986,0.981528,20.572222,17.780347,-2.791875
07/0951902|51902|5012|UP,81.1,82.95,1.314155,0.883608,0.982101,20.580062,17.780347,-2.799714
07/0951904|51904|5012|UP,81.3,82.95,1.340938,0.869864,0.980233,20.627778,17.780347,-2.84743
07/0951912|51912|5012|UP,81.35,82.95,1.487344,1.016541,0.972974,20.588889,17.780347,-2.808542
07/1050304|50304|5012|UP,81.25,82.95,1.294452,0.842681,0.982424,20.555556,17.780347,-2.775208
07/1053002|53002|5012|UP,81.75,82.95,1.223525,0.832091,0.983064,20.450522,17.780347,-2.670175
07/1251004|51004|5012|UP,81.55,82.95,1.417431,0.981281,0.976396,20.574999,17.780347,-2.794652
07/1251012|51012|5012|UP,81.35,82.95,1.334906,0.876072,0.980187,20.613889,17.780347,-2.833542
