站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,118.9,118.9,30.0,148.9,1428.2,1428.0,43.24,64.05,43.22,2379,62.66,1119,62.92,63.82,14062.11,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,151.05,151.05,30.0,181.05,2020.15,2017.0,48.15,65.03,48.13,3022,63.39,1754,64.02,64.59,17765.52,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,109.45,109.45,30.0,139.45,1331.23,1332.0,43.79,69.17,43.77,2190,67.93,826,68.22,68.99,13157.47,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,81.8,81.8,30.0,111.8,827.0,827.0,36.4,71.57,36.37,1637,69.9,227,70.71,71.47,11545.65,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,131.65,131.65,30.0,161.65,1859.81,1860.0,50.86,74.66,50.84,2634,73.59,1209,74.0,74.54,20829.79,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,97.15,97.15,30.0,127.15,1088.01,1086.0,40.32,68.73,40.3,1944,65.72,596,65.81,68.4,12870.99,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,91.55,91.55,30.0,121.55,984.8,984.0,38.73,67.09,38.7,1832,66.12,514,66.98,67.06,9838.77,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,132.2,132.2,30.0,162.2,1812.14,1811.0,49.35,71.28,49.33,2645,70.61,1255,71.03,71.17,16353.92,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,99.6,99.6,30.0,129.6,1170.15,1155.0,42.29,69.68,42.27,1993,68.85,651,69.45,69.55,14062.73,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,114.9,114.9,30.0,144.9,1452.48,1452.0,45.51,71.35,45.49,2299,70.54,896,70.94,71.2,19448.04,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,106.2,106.2,30.0,136.2,1214.13,1214.0,41.16,63.49,41.14,2125,62.95,844,63.33,63.38,11836.29,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,91.35,91.35,30.0,121.35,959.19,957.0,37.8,62.65,37.78,1828,60.89,595,61.42,62.49,11330.92,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,135.55,135.55,30.0,165.55,1798.43,1798.0,47.76,77.29,47.75,2712,76.53,860,77.11,77.18,23059.73,215.84,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,107.35,107.35,30.0,137.35,1306.97,1307.0,43.83,75.17,43.81,2148,72.95,476,74.2,74.76,20864.23,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,89.65,89.65,30.0,119.65,981.56,980.0,39.42,75.75,39.39,1794,72.92,361,73.1,75.61,14607.28,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,84.4,84.4,30.0,114.4,865.13,865.0,36.9,72.69,36.88,1689,70.85,224,72.11,72.6,15338.91,216.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,77.3,77.3,30.0,107.3,726.2,724.0,33.82,67.86,33.8,1547,66.26,202,67.33,67.77,12150.04,216.54,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,115.4,115.4,30.0,145.4,1552.39,1562.0,48.43,77.11,48.41,2309,76.51,835,77.02,77.06,14860.29,216.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,91.35,91.35,30.0,121.35,994.48,994.0,39.19,77.2,39.17,1828,75.39,260,76.96,77.09,19718.3,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,38,37,07/0670637,70637,5014,UP,双休日低峰,0.0,134.3,134.3,30.0,164.3,1878.48,1877.0,50.35,73.48,50.34,2687,72.16,1284,72.46,73.26,19238.45,215.94,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
