message,trainID,stationID,time,delay,received_at
trainArrival,priority_dp_trip011,STA_10,30026.0,-11.0,2026-07-14T12:35:53
trainDeparture,priority_dp_trip011,STA_10,30065.0,0.0,2026-07-14T12:35:53
trainPass,priority_dp_trip011,STA_10,30066.0,0.0,2026-07-14T12:35:53
trainArrival,priority_dp_trip011,STA_11,30168.0,-11.0,2026-07-14T12:35:53
trainDeparture,priority_dp_trip011,STA_11,30207.0,0.0,2026-07-14T12:35:53
trainPass,priority_dp_trip011,STA_11,30208.0,0.0,2026-07-14T12:35:53
trainArrival,priority_dp_trip011,STA_12,30299.0,-14.0,2026-07-14T12:35:53
trainDeparture,priority_dp_trip011,STA_12,30341.0,0.0,2026-07-14T12:35:53
trainPass,priority_dp_trip011,STA_12,30342.0,0.0,2026-07-14T12:35:53
trainArrival,priority_dp_trip011,STA_13,30421.0,-12.0,2026-07-14T12:35:54
trainDeparture,priority_dp_trip011,STA_13,30461.0,0.0,2026-07-14T12:35:54
trainPass,priority_dp_trip011,STA_13,30462.0,0.0,2026-07-14T12:35:54
trainArrival,priority_dp_trip011,STA_14,30593.0,-5.0,2026-07-14T12:35:54
trainDeparture,priority_dp_trip011,STA_14,30626.0,0.0,2026-07-14T12:35:54
trainPass,priority_dp_trip011,STA_14,30627.0,0.0,2026-07-14T12:35:54
trainArrival,priority_dp_trip011,STA_15,30723.0,-16.0,2026-07-14T12:35:54
trainDeparture,priority_dp_trip011,STA_15,30767.0,0.0,2026-07-14T12:35:54
trainPass,priority_dp_trip011,STA_15,30768.0,0.0,2026-07-14T12:35:54
trainArrival,priority_dp_trip011,STA_16,30848.0,-11.0,2026-07-14T12:35:54
trainDeparture,priority_dp_trip011,STA_16,30887.0,0.0,2026-07-14T12:35:54
trainPass,priority_dp_trip011,STA_16,30888.0,0.0,2026-07-14T12:35:54
trainArrival,priority_dp_trip011,STA_17,30963.0,-9.0,2026-07-14T12:35:54
trainDeparture,priority_dp_trip011,STA_17,30999.0,0.0,2026-07-14T12:35:54
trainPass,priority_dp_trip011,STA_17,31000.0,0.0,2026-07-14T12:35:54
trainArrival,priority_dp_trip011,STA_18,31068.0,-10.0,2026-07-14T12:35:55
trainDeparture,priority_dp_trip011,STA_18,31106.0,0.0,2026-07-14T12:35:55
trainPass,priority_dp_trip011,STA_18,31107.0,0.0,2026-07-14T12:35:55
trainArrival,priority_dp_trip011,STA_19,31215.0,-6.0,2026-07-14T12:35:55
trainDeparture,priority_dp_trip011,STA_19,31249.0,0.0,2026-07-14T12:35:55
trainPass,priority_dp_trip011,STA_19,31250.0,0.0,2026-07-14T12:35:55
trainArrival,priority_dp_trip011,STA_20,31331.0,-9.0,2026-07-14T12:35:55
trainDeparture,priority_dp_trip011,STA_20,31368.0,0.0,2026-07-14T12:35:55
trainPass,priority_dp_trip011,STA_20,31369.0,0.0,2026-07-14T12:35:55
trainArrival,priority_dp_trip011,STA_21,31491.0,-16.0,2026-07-14T12:35:55
trainDeparture,priority_dp_trip011,STA_21,31535.0,0.0,2026-07-14T12:35:55
trainPass,priority_dp_trip011,STA_21,31536.0,0.0,2026-07-14T12:35:55
trainArrival,priority_dp_trip011,STA_22,31621.0,-18.0,2026-07-14T12:35:56
trainDeparture,priority_dp_trip011,STA_22,31667.0,0.0,2026-07-14T12:35:56
trainPass,priority_dp_trip011,STA_22,31668.0,0.0,2026-07-14T12:35:56
trainArrival,priority_dp_trip011,STA_23,31747.0,-7.0,2026-07-14T12:35:56
trainDeparture,priority_dp_trip011,STA_23,31782.0,0.0,2026-07-14T12:35:56
trainPass,priority_dp_trip011,STA_23,31783.0,0.0,2026-07-14T12:35:56
trainArrival,priority_dp_trip011,STA_24,31856.0,-8.0,2026-07-14T12:35:56
trainDeparture,priority_dp_trip011,STA_24,31892.0,0.0,2026-07-14T12:35:56
trainPass,priority_dp_trip011,STA_24,31893.0,0.0,2026-07-14T12:35:56
trainArrival,priority_dp_trip011,STA_25,32185.0,-36.0,2026-07-14T12:35:56
trainDeparture,priority_dp_trip011,STA_25,32249.0,0.0,2026-07-14T12:35:56
trainPass,priority_dp_trip011,STA_25,32250.0,0.0,2026-07-14T12:35:56
trainArrival,priority_dp_trip011,STA_26,32395.0,-10.0,2026-07-14T12:35:57
trainDeparture,priority_dp_trip011,STA_26,32433.0,0.0,2026-07-14T12:35:57
trainPass,priority_dp_trip011,STA_26,32434.0,0.0,2026-07-14T12:35:57
trainArrival,priority_dp_trip011,STA_27,32543.0,-18.0,2026-07-14T12:35:57
