站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,117.85,117.85,30.0,147.85,1429.55,1428.0,43.67,65.0,43.65,2358,63.75,1081,63.97,64.92,14458.72,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,150.1,150.1,30.0,180.1,2021.01,2017.0,48.47,64.98,48.46,3003,64.12,1722,64.85,64.92,17062.23,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,110.4,110.4,30.0,140.4,1330.65,1332.0,43.39,67.24,43.37,2209,66.47,856,66.8,67.09,12613.0,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,79.35,79.35,30.0,109.35,827.23,827.0,37.53,71.55,37.51,1588,70.09,297,70.79,71.43,12035.77,216.64,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,135.2,135.2,30.0,165.2,1860.8,1860.0,49.55,72.38,49.53,2705,70.25,1303,70.71,72.12,20521.62,216.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,96.7,96.7,30.0,126.7,1087.42,1086.0,40.48,69.68,40.46,1935,67.69,578,67.91,69.62,13886.33,216.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,91.25,91.25,30.0,121.25,985.43,984.0,38.88,67.17,38.86,1826,66.41,505,67.06,67.12,9973.49,216.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,131.05,131.05,30.0,161.05,1812.53,1811.0,49.79,72.48,49.77,2622,71.73,1225,72.1,72.28,16872.35,216.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,100.25,100.25,30.0,130.25,1169.02,1155.0,41.98,69.15,41.96,2006,68.44,659,68.91,69.08,13969.39,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,115.35,115.35,30.0,145.35,1452.71,1452.0,45.34,71.02,45.32,2308,70.3,906,70.86,70.93,19257.71,216.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,105.75,105.75,30.0,135.75,1214.05,1214.0,41.33,65.41,41.31,2116,64.58,792,64.92,65.36,12691.24,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,91.75,91.75,30.0,121.75,958.54,957.0,37.61,62.34,37.59,1836,60.8,615,61.3,62.14,11897.96,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,134.9,134.9,30.0,164.9,1799.58,1798.0,48.02,77.27,48.01,2699,76.5,856,77.06,77.14,23104.19,216.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,107.2,107.2,30.0,137.2,1307.88,1307.0,43.92,75.64,43.9,2145,73.25,465,74.27,75.27,20755.9,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,89.25,89.25,30.0,119.25,981.45,980.0,39.59,77.19,39.57,1786,76.04,291,77.03,77.14,14410.89,215.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,83.95,83.95,30.0,113.95,865.06,865.0,37.1,72.54,37.07,1680,71.07,236,72.28,72.49,15866.56,217.71,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,77.5,77.5,30.0,107.5,726.36,724.0,33.74,67.83,33.72,1551,66.23,200,67.34,67.75,12235.86,217.62,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,116.0,116.0,30.0,146.0,1552.36,1562.0,48.18,77.01,48.16,2321,76.43,838,76.94,76.97,14861.79,217.42,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,89.8,89.8,30.0,119.8,994.83,994.0,39.88,77.02,39.86,1797,75.1,244,76.55,76.97,18683.38,216.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,139.25,139.25,30.0,169.25,1878.01,1877.0,48.55,69.17,48.53,2786,67.94,1420,68.29,69.06,18769.7,216.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,102.35,102.35,30.0,132.35,1080.26,1081.0,38.0,56.24,37.98,2048,55.47,888,55.99,56.18,10912.77,216.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,91.55,91.55,30.0,121.55,959.07,958.0,37.71,63.38,37.69,1832,60.79,603,60.99,63.02,12373.47,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,64,63,07/1571563,71563,5014,UP,工作日平峰,0.0,81.8,81.8,30.0,111.8,833.85,833.0,36.7,74.98,36.67,1637,72.83,185,73.62,74.82,12003.63,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
