站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,116.65,116.65,30.0,146.65,1451.45,1428.0,44.79,66.29,44.77,2334,64.7,1077,65.02,65.98,13762.04,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,152.0,152.0,30.0,182.0,2053.77,2017.0,48.64,64.66,48.63,3041,63.74,1803,64.39,64.48,17644.3,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,112.15,112.15,30.0,142.15,1351.85,1332.0,43.39,66.51,43.38,2244,66.0,933,66.36,66.46,13219.17,215.34,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,83.9,83.9,30.0,113.9,840.2,827.0,36.05,70.56,36.03,1679,68.32,145,67.94,70.45,12979.54,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,131.15,131.15,30.0,161.15,1889.93,1860.0,51.88,77.66,51.86,2624,75.94,1176,76.21,77.18,21769.1,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,95.7,95.7,30.0,125.7,1103.89,1086.0,41.53,70.53,41.5,1915,68.62,586,68.83,70.36,13784.16,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,90.65,90.65,30.0,120.65,999.73,984.0,39.7,68.89,39.68,1814,67.13,499,67.49,68.76,10250.5,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,131.45,131.45,30.0,161.45,1840.17,1811.0,50.4,72.38,50.38,2630,71.57,1259,72.12,72.28,16244.84,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,101.15,101.15,30.0,131.15,1187.11,1155.0,42.25,68.39,42.23,2024,67.58,665,68.16,68.32,12957.23,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,113.95,113.95,30.0,143.95,1474.51,1452.0,46.58,72.07,46.56,2280,71.14,897,71.71,71.92,18241.66,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,106.45,106.45,30.0,136.45,1233.1,1214.0,41.7,62.63,41.68,2130,62.1,894,62.48,62.58,11217.81,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,90.45,90.45,30.0,120.45,973.0,957.0,38.73,66.63,38.7,1810,63.83,545,64.19,66.47,11958.06,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,134.65,134.65,30.0,164.65,1826.76,1798.0,48.84,78.58,48.82,2694,77.66,921,78.32,78.42,22528.36,216.04,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,107.25,107.25,30.0,137.25,1327.74,1307.0,44.57,75.52,44.55,2146,73.65,508,75.13,75.42,20182.54,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,89.3,89.3,30.0,119.3,996.31,980.0,40.16,75.45,40.14,1787,73.28,377,73.56,75.28,13986.03,215.64,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,84.3,84.3,30.0,114.3,878.23,865.0,37.5,73.59,37.48,1687,71.17,243,71.74,73.52,15171.01,217.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,77.45,77.45,30.0,107.45,736.37,724.0,34.23,68.85,34.21,1550,67.21,197,68.35,68.79,12325.23,217.75,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,114.9,114.9,30.0,144.9,1575.92,1562.0,49.38,78.46,49.35,2299,77.73,834,78.29,78.37,14849.84,217.72,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,90.4,90.4,30.0,120.4,1010.01,994.0,40.22,78.19,40.2,1809,75.86,192,76.41,78.12,18576.6,216.94,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,138.95,138.95,30.0,168.95,1907.64,1877.0,49.42,70.52,49.41,2780,69.03,1425,69.29,70.22,18283.3,216.54,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,102.9,102.9,30.0,132.9,1097.28,1081.0,38.39,55.55,38.37,2059,54.98,932,55.42,55.48,10736.63,216.04,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,91.15,91.15,30.0,121.15,973.21,958.0,38.44,63.09,38.42,1824,61.48,607,61.81,62.8,11585.58,215.54,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,81.8,81.8,30.0,111.8,847.21,833.0,37.29,76.14,37.26,1637,73.99,189,74.82,75.97,11948.56,215.34,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
梅堰-永茂路,59,58,07/1871858,71858,5014,UP,工作日低峰,0.0,328.85,328.85,30.0,358.85,3676.71,3676.0,40.25,57.22,40.24,6578,55.55,2076,55.87,56.07,26430.16,215.34,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx
永茂路-镇海大道,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,142.8,142.8,30.0,172.8,2164.52,2131.0,54.57,78.4,54.55,2857,77.92,1331,78.27,78.32,17697.34,215.34,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,59,58,07/1071058,71058,5012,UP,工作日低峰,0.0,116.85,116.85,0.0,116.85,1620.56,1593.0,49.93,78.43,49.91,2338,77.94,861,78.38,78.41,19817.53,215.24,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
--- 总计 ---,,,,,,,,,,3027.2,750.0,3777.2,37037.18,36502.0,44.05,78.58,,,,,,,408147.12,...,,,,
