样本趟次数,真实历史能耗平均值(kWh),Simulink历史回放机械能耗平均值(kWh),误差平均值(kWh),误差率平均值(%),绝对误差平均值(kWh),绝对误差率平均值(%),真实历史能耗合计(kWh),Simulink历史回放机械能耗合计(kWh),合计误差(kWh),总体误差率(%)
25,423.845284,424.593021,0.747738,0.201707,6.755062,1.610774,10596.132092,10614.825532,18.693440,0.176418
