trip_no,section,global_trip_id,source_run_id,absolute_start,absolute_end,trainset,run_time_s,real_energy_wh,model_energy_wh,mass_t,run_class,quality_label,period
49,布政-张家潭,UP049_20240709_061859_R2615,2615,2024-07-09 06:18:59,2024-07-09 06:20:56,5012,116.9,14023.356228305558,14004.290730410203,215.24,3,0,
49,张家潭-同德路,UP049_20240709_061859_R2615,2616,2024-07-09 06:21:25,2024-07-09 06:23:56,5012,151.1,18642.75645792361,18021.363667494163,215.24,3,0,
49,同德路-石碶,UP049_20240709_061859_R2615,2617,2024-07-09 06:24:26,2024-07-09 06:26:11,5012,105.85,15987.895382583334,15761.222938894889,215.24,2,0,
49,石碶-雅渡,UP049_20240709_061859_R2615,2618,2024-07-09 06:26:46,2024-07-09 06:28:04,5012,78.6,12899.813483124999,12784.231896722693,215.44,2,0,
49,雅渡-庙堰,UP049_20240709_061859_R2615,2619,2024-07-09 06:28:34,2024-07-09 06:30:47,5012,132.85,19916.73885215972,19738.556421014393,215.54,3,0,
49,庙堰-钟公庙,UP049_20240709_061859_R2615,2620,2024-07-09 06:31:17,2024-07-09 06:32:51,5012,94.25,15426.936014729166,15659.74648108444,215.54,2,0,
49,钟公庙-鄞州区政府,UP049_20240709_061859_R2615,2621,2024-07-09 06:33:20,2024-07-09 06:34:50,5012,89.15,13993.453620749999,13670.436841609366,215.44,3,0,
49,鄞州区政府-钱湖南路,UP049_20240709_061859_R2615,2622,2024-07-09 06:35:29,2024-07-09 06:37:37,5012,127.8,17695.365189527776,17438.134518099832,215.54,2,0,
49,钱湖南路-南高教园区,UP049_20240709_061859_R2615,2623,2024-07-09 06:38:06,2024-07-09 06:39:43,5012,96.7,15605.602003437503,15901.640877675743,215.74,2,0,
49,南高教园区-下应路,UP049_20240709_061859_R2615,2624,2024-07-09 06:40:18,2024-07-09 06:42:08,5012,110.5,21036.45706938889,21777.99269874021,215.64,2,0,
49,下应路-大洋江,UP049_20240709_061859_R2615,2625,2024-07-09 06:42:38,2024-07-09 06:44:20,5012,101.8,14207.663349451386,13696.22431370472,215.74,2,0,
49,大洋江-泗港,UP049_20240709_061859_R2615,2626,2024-07-09 06:44:50,2024-07-09 06:46:21,5012,91.35,11676.359085305556,11649.35000796281,215.54,3,0,
49,泗港-曹隘,UP049_20240709_061859_R2615,2627,2024-07-09 06:46:51,2024-07-09 06:49:05,5012,134.6,22756.50237638889,23852.712003503722,215.64,4,0,
49,曹隘-柳隘,UP049_20240709_061859_R2615,2628,2024-07-09 06:49:36,2024-07-09 06:51:22,5012,106.65,20434.249544749997,16859.876838894066,215.54,2,0,
49,柳隘-海晏北路,UP049_20240709_061859_R2615,2629,2024-07-09 06:51:52,2024-07-09 06:53:20,5012,88.6,14715.037427930558,14893.971950492509,215.74,2,0,
49,海晏北路-民安东路,UP049_20240709_061859_R2615,2630,2024-07-09 06:54:05,2024-07-09 06:55:28,5012,83.55,15401.9936911875,14129.848687695323,215.74,2,0,
49,民安东路-会展中心,UP049_20240709_061859_R2615,2631,2024-07-09 06:55:58,2024-07-09 06:57:15,5012,76.95,12052.621799152781,11680.137617411643,215.74,2,0,
49,会展中心-院士路,UP049_20240709_061859_R2615,2632,2024-07-09 06:57:44,2024-07-09 06:59:39,5012,114.75,14945.692638375001,14451.736407158833,215.74,3,0,
49,院士路-盎孟港,UP049_20240709_061859_R2615,2633,2024-07-09 07:00:08,2024-07-09 07:01:38,5012,90.15,19353.596660479165,18074.240031055542,215.44,3,0,
49,盎孟港-三官堂,UP049_20240709_061859_R2615,2634,2024-07-09 07:02:07,2024-07-09 07:04:17,5012,130.35,19048.684105993056,19282.154147486937,215.44,2,0,
49,三官堂-兴庄路,UP049_20240709_061859_R2615,2635,2024-07-09 07:04:47,2024-07-09 07:06:25,5012,98.35,11433.366230145833,12387.903100395008,215.54,2,0,
49,兴庄路-兴海南路,UP049_20240709_061859_R2615,2636,2024-07-09 07:06:56,2024-07-09 07:08:24,5012,88.15,14483.24936367361,14191.62147507984,215.44,2,0,
49,兴海南路-梅堰,UP049_20240709_061859_R2615,2637,2024-07-09 07:08:54,2024-07-09 07:10:15,5012,81.25,12654.777493305555,12564.49394200297,215.44,3,0,
49,梅堰-永茂路,UP049_20240709_061859_R2615,2638,2024-07-09 07:10:45,2024-07-09 07:16:02,5012,317.3,28805.265062520833,30253.58549821558,215.54,3,0,
49,永茂路-镇海大道,UP049_20240709_061859_R2615,2639,2024-07-09 07:16:29,2024-07-09 07:18:50,5012,141.9,17375.75703854167,17836.117842223346,215.34,2,0,
49,镇海大道-骆驼桥,UP049_20240709_061859_R2615,2640,2024-07-09 07:19:18,2024-07-09 07:21:14,5012,116.35,20530.98641134028,20126.778119572435,215.34,2,0,
