站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
会展中心-院士路,class3,115.0,27.6,29.0,-1.4,114.75,14351.63,14945.69,14451.74,历史原始实测能耗,594.06,real,class3,class3,104,104,strong,real_only,215.74,UP049_20240709_061859_R2615,47.0,2632.0
院士路-盎孟港,class3,91.0,27.6,29.0,-1.4,90.15,16436.66,19353.6,18074.24,历史原始实测能耗,2916.94,real,class3,class3,99,99,strong,real_only,215.44,UP049_20240709_061859_R2615,47.0,2633.0
盎孟港-三官堂,class2,132.0,28.55,30.0,-1.45,130.35,17757.2,19048.68,19282.15,历史原始实测能耗,1291.48,real,class2,class2,52,52,strong,real_only,215.44,UP049_20240709_061859_R2615,47.0,2634.0
三官堂-兴庄路,class3,104.0,29.51,31.0,-1.49,98.35,11328.36,11433.37,12387.9,历史原始实测能耗,105.01,real,class3,class3,58,58,strong,real_only,215.54,UP049_20240709_061859_R2615,47.0,2635.0
兴庄路-兴海南路,class2,87.0,28.55,30.0,-1.45,88.15,16270.83,14483.25,14191.62,历史原始实测能耗,-1787.58,real,class2,class2,30,30,strong,real_only,215.44,UP049_20240709_061859_R2615,47.0,2636.0
兴海南路-梅堰,class3,82.0,28.55,30.0,-1.45,81.25,11120.98,12654.78,12564.49,历史原始实测能耗,1533.8,real,class3,class3,73,73,strong,real_only,215.44,UP049_20240709_061859_R2615,47.0,2637.0
梅堰-永茂路,class3,313.0,25.7,27.0,-1.3,317.3,30280.55,28805.27,30253.59,历史原始实测能耗,-1475.28,real,class3,class3,20,20,strong,real_only,215.54,UP049_20240709_061859_R2615,37.0,2638.0
永茂路-镇海大道,class2,141.0,26.65,28.0,-1.35,141.9,18016.59,17375.76,17836.12,历史原始实测能耗,-640.83,real,class2,class2,59,59,strong,real_only,215.34,UP049_20240709_061859_R2615,47.0,2639.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.35,19925.7,20530.99,20126.78,历史原始实测能耗,605.29,real,class2,class2,101,101,strong,real_only,215.34,UP049_20240709_061859_R2615,47.0,2640.0
--- 总计 ---,节能率: 9.42%,3003.1,737.65,775.0,-37.35,3740.75,394133.71,435104.2,430688.36,历史原始实测能耗,40970.49,,,,,,,real_only,,,,
