站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,27.66,29.0,-1.34,116.9,12947.95,14023.36,14004.29,历史原始实测能耗,1075.41,real,class3,class3,80,80,strong,real_only,215.24,UP049_20240709_061859_R2615,48.0,2615.0
张家潭-同德路,class2,148.0,28.55,30.0,-1.45,151.1,17396.37,18642.76,18021.36,历史原始实测能耗,1246.39,real,class2,class2,8,8,strong,real_only,215.24,UP049_20240709_061859_R2615,48.0,2616.0
同德路-石碶,class3,109.0,33.31,35.0,-1.69,105.85,12861.48,15987.9,15761.22,历史原始实测能耗,3126.42,real,class3,class3,60,60,strong,real_only,215.24,UP049_20240709_061859_R2615,48.0,2617.0
石碶-雅渡,class2,80.0,28.55,30.0,-1.45,78.6,11059.77,12899.81,12784.23,历史原始实测能耗,1840.04,real,class2,class2,38,38,strong,real_only,215.44,UP049_20240709_061859_R2615,48.0,2618.0
雅渡-庙堰,class2,129.0,28.55,30.0,-1.45,132.85,20615.01,19916.74,19738.56,历史原始实测能耗,-698.27,real,class2,class2,32,32,strong,real_only,215.54,UP049_20240709_061859_R2615,48.0,2619.0
庙堰-钟公庙,class3,96.0,27.6,29.0,-1.4,94.25,12563.22,15426.94,15659.75,历史原始实测能耗,2863.72,real,class3,class3,84,84,strong,real_only,215.54,UP049_20240709_061859_R2615,48.0,2620.0
钟公庙-鄞州区政府,class4,95.0,37.12,39.0,-1.88,89.15,7686.78,13993.45,13670.44,历史原始实测能耗,6306.67,real,class4,class4,1,1,weak,real_only,215.44,UP049_20240709_061859_R2615,48.0,2621.0
鄞州区政府-钱湖南路,class3,132.1,27.6,29.0,-1.4,127.8,16041.03,17695.37,17438.13,历史原始实测能耗,1654.34,real,class3,class3,62,62,strong,real_only,215.54,UP049_20240709_061859_R2615,48.0,2622.0
钱湖南路-南高教园区,class3,100.0,33.31,35.0,-1.69,96.7,13867.71,15605.6,15901.64,历史原始实测能耗,1737.89,real,class3,class3,63,63,strong,real_only,215.74,UP049_20240709_061859_R2615,48.0,2623.0
南高教园区-下应路,class3,114.0,28.55,30.0,-1.45,110.5,19038.15,21036.46,21777.99,历史原始实测能耗,1998.31,real,class3,class3,63,63,strong,real_only,215.64,UP049_20240709_061859_R2615,48.0,2624.0
下应路-大洋江,class3,106.0,28.55,30.0,-1.45,101.8,11073.25,14207.66,13696.22,历史原始实测能耗,3134.41,real,class3,class3,65,65,strong,real_only,215.74,UP049_20240709_061859_R2615,48.0,2625.0
大洋江-泗港,class3,92.0,28.55,30.0,-1.45,91.35,10567.0,11676.36,11649.35,历史原始实测能耗,1109.36,real,class3,class3,99,99,strong,real_only,215.54,UP049_20240709_061859_R2615,48.0,2626.0
泗港-曹隘,class4,137.0,29.51,31.0,-1.49,134.6,24127.28,22756.5,23852.71,历史原始实测能耗,-1370.78,real,class4,class4,82,82,strong,real_only,215.64,UP049_20240709_061859_R2615,48.0,2627.0
曹隘-柳隘,class4,113.0,28.55,30.0,-1.45,106.65,12091.41,20434.25,16859.88,历史原始实测能耗,8342.84,real,class4,class4,1,1,weak,real_only,215.54,UP049_20240709_061859_R2615,48.0,2628.0
柳隘-海晏北路,class3,92.0,42.83,45.0,-2.17,88.6,11444.4,14715.04,14893.97,历史原始实测能耗,3270.64,real,class3,class3,35,35,strong,real_only,215.74,UP049_20240709_061859_R2615,48.0,2629.0
海晏北路-民安东路,class3,85.0,28.55,30.0,-1.45,83.55,13718.13,15401.99,14129.85,历史原始实测能耗,1683.86,real,class3,class3,41,41,strong,real_only,215.74,UP049_20240709_061859_R2615,48.0,2630.0
民安东路-会展中心,class3,79.0,27.6,29.0,-1.4,76.95,11546.27,12052.62,11680.14,历史原始实测能耗,506.35,real,class3,class3,8,8,strong,real_only,215.74,UP049_20240709_061859_R2615,47.0,2631.0
