section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,83,84,07/1971983,0,2338,mps,43.99,63.92,1092,0.92,64.92,64.84,64.59,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,83,84,07/1971983,0,2999,mps,48.53,63.53,1762,0.92,65.62,65.21,64.61,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,83,84,07/1971983,0,2212,mps,43.32,66.5,894,0.92,67.57,67.45,67.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,83,84,07/1971983,0,1626,mps,36.65,70.2,252,0.92,71.92,71.84,70.8,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,83,84,07/1971983,0,2663,mps,50.32,72.65,1255,0.92,74.13,73.99,73.15,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,83,84,07/1971983,0,1934,mps,40.49,65.85,592,0.92,69.04,68.84,66.02,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,83,84,07/1971983,0,1808,mps,39.22,66.72,511,0.92,68.04,67.96,67.27,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,83,84,07/1971983,0,2630,mps,49.62,70.61,1256,0.92,71.55,71.45,71.29,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,83,84,07/1971983,0,2017,mps,41.74,66.86,661,0.92,69.66,69.37,67.21,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,83,84,07/1971983,0,2301,mps,45.49,70.54,901,0.92,71.37,71.28,71.16,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,83,84,07/1971983,0,2110,mps,41.42,62.99,832,0.92,64.11,63.95,63.74,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,83,84,07/1971983,0,1836,mps,37.58,59.37,623,0.92,60.77,60.6,60.01,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,83,84,07/1971983,0,2678,mps,48.38,76.77,972,0.92,77.71,77.56,77.47,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,83,84,07/1971983,0,2124,mps,44.32,73.65,458,0.92,75.95,75.74,74.72,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,83,84,07/1971983,0,1772,mps,39.87,76.36,287,0.92,77.6,77.55,77.39,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,83,84,07/1971983,0,1681,mps,37.08,71.55,218,0.92,73.44,73.36,72.72,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,83,84,07/1971983,0,1540,mps,33.94,66.43,201,0.92,68.04,67.94,67.49,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,83,84,07/1971983,0,2291,mps,48.79,76.92,826,0.92,77.65,77.57,77.51,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,83,84,07/1971983,0,1803,mps,39.73,75.42,239,0.92,77.47,77.39,76.84,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,83,84,07/1971983,0,2621,mps,51.6,76,1171,0.92,76.91,76.72,76.57,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,83,84,07/1971983,0,1959,mps,39.73,62.13,656,0.92,63.02,62.93,62.55,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,83,84,07/1971983,0,1767,mps,39.09,71.16,365,0.92,72.08,72,71.94,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
23,兴海南路-梅堰,83,84,07/1971983,0,1622,mps,37.04,75.3,152,0.92,77.39,77.24,75.61,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx,
25,永茂路-镇海大道,83,84,07/1971983,0,2847,mps,53.94,77.07,1336,0.92,77.52,77.44,77.4,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,83,84,07/1971983,0,2337,mps,49.21,77.1,861,0.92,77.69,77.64,77.52,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
