站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
布政-张家潭,class3,115.0,12947.95,67.1428,real,class3,class3,80,80,strong,real_only,UP057_20240710_070757_R3070,56,3070,traceability
布政-张家潭,class4,121.0,14024.15,63.0459,real,class4,class4,25,25,strong,real_only,UP057_20240710_070757_R3070,56,3070,traceability
布政-张家潭,class5,127.0,12627.54,56.8733,extrapolated_adjacent,class4,class4,0,25,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3070,traceability
张家潭-同德路,class1,141.0,18365.43,73.6007,extrapolated_adjacent,class2,class2,0,8,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3071,traceability
张家潭-同德路,class2,148.0,17497.75,66.7619,real,class2,class2,8,8,strong,real_only,UP057_20240710_070757_R3070,56,3071,traceability
张家潭-同德路,class3,151.0,17675.44,65.3684,real,class3,class3,54,54,strong,real_only,UP057_20240710_070757_R3070,56,3071,traceability
张家潭-同德路,class4,158.9,16286.72,59.5931,extrapolated_adjacent,class3,class3,0,54,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3071,traceability
同德路-石碶,class3,109.0,12898.41,69.8832,real,class3,class3,60,60,strong,real_only,UP057_20240710_070757_R3070,56,3072,traceability
同德路-石碶,class4,114.0,12864.72,64.3981,real,class4,class4,9,9,strong,real_only,UP057_20240710_070757_R3070,56,3072,traceability
同德路-石碶,class5,120.0,11317.5,56.6438,extrapolated_adjacent,class4,class4,0,9,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3072,traceability
石碶-雅渡,class2,80.0,11137.34,64.028,real,class2,class2,38,38,strong,real_only,UP057_20240710_070757_R3070,56,3073,traceability
石碶-雅渡,class3,82.0,11321.72,71.4001,real,class3,class3,63,63,strong,real_only,UP057_20240710_070757_R3070,56,3073,traceability
石碶-雅渡,class4,86.0,11720.84,61.45,real,class4,class4,8,8,strong,real_only,UP057_20240710_070757_R3070,56,3073,traceability
石碶-雅渡,class5,90.0,9108.38,50.8958,extrapolated_adjacent,class4,class4,0,8,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3073,traceability
雅渡-庙堰,class2,129.0,20824.45,79.0115,real,class2,class2,32,32,strong,real_only,UP057_20240710_070757_R3070,56,3074,traceability
雅渡-庙堰,class3,131.9,20002.74,75.5114,real,class3,class3,67,67,strong,real_only,UP057_20240710_070757_R3070,56,3074,traceability
雅渡-庙堰,class4,139.0,18671.5,69.0026,real,class4,class4,10,10,strong,real_only,UP057_20240710_070757_R3070,56,3074,traceability
雅渡-庙堰,class5,146.0,16389.49,62.5936,extrapolated_adjacent,class4,class4,0,10,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3074,traceability
庙堰-钟公庙,class3,96.0,12878.83,69.1047,real,class3,class3,84,84,strong,real_only,UP057_20240710_070757_R3070,56,3075,traceability
庙堰-钟公庙,class4,101.0,11139.81,58.1883,extrapolated_adjacent,class3,class3,0,84,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3075,traceability
钟公庙-鄞州区政府,class3,90.0,10305.61,68.6183,real,class3,class3,108,108,strong,real_only,UP057_20240710_070757_R3070,56,3076,traceability
钟公庙-鄞州区政府,class4,95.0,7881.17,59.8645,real,class4,class4,1,1,weak,real_only,UP057_20240710_070757_R3070,56,3076,traceability
钟公庙-鄞州区政府,class5,99.0,5999.83,53.292,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3076,traceability
鄞州区政府-钱湖南路,class2,128.0,19266.53,77.1065,real,class2,class2,45,45,strong,real_only,UP057_20240710_070757_R3070,56,3077,traceability
鄞州区政府-钱湖南路,class3,132.1,16889.41,71.1313,real,class3,class3,62,62,strong,real_only,UP057_20240710_070757_R3070,56,3077,traceability
鄞州区政府-钱湖南路,class4,139.0,16051.12,64.1845,extrapolated_adjacent,class3,class3,0,62,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3077,traceability
钱湖南路-南高教园区,class3,100.0,14647.82,70.3357,real,class3,class3,63,63,strong,real_only,UP057_20240710_070757_R3070,56,3078,traceability
钱湖南路-南高教园区,class4,105.0,13089.75,60.2913,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3078,traceability
南高教园区-下应路,class2,110.0,22290.94,78.6937,real,class2,class2,44,44,strong,real_only,UP057_20240710_070757_R3070,56,3079,traceability
南高教园区-下应路,class3,114.0,19785.31,70.8315,real,class3,class3,63,63,strong,real_only,UP057_20240710_070757_R3070,56,3079,traceability
南高教园区-下应路,class4,120.0,17847.8,62.5044,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3079,traceability
下应路-大洋江,class2,101.0,13853.2,73.0005,real,class2,class2,41,41,strong,real_only,UP057_20240710_070757_R3070,56,3080,traceability
下应路-大洋江,class3,106.0,11890.98,62.6717,real,class3,class3,65,65,strong,real_only,UP057_20240710_070757_R3070,56,3080,traceability
下应路-大洋江,class4,111.0,12324.77,58.9497,real,class4,class4,1,1,weak,real_only,UP057_20240710_070757_R3070,56,3080,traceability
下应路-大洋江,class5,117.0,11281.37,52.235,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3080,traceability
大洋江-泗港,class3,92.0,11010.23,60.955,real,class3,class3,99,99,strong,real_only,UP057_20240710_070757_R3070,56,3081,traceability
大洋江-泗港,class4,96.0,9731.59,53.4127,extrapolated_adjacent,class3,class3,0,99,generated,allow_extrapolated,UP057_20240710_070757_R3070,56,3081,traceability
