station_pair,class_name,status,reason,parent_ref,target_time_s,curve_csv,sim_time_s,peak_speed_kmh,total_dist_m
泗港-曹隘,class1,overspeed,最终生成曲线最高速度为 110.656394 km/h，超过 80.0 km/h，删除该等级,class2,122.0,,,,
泗港-曹隘,class2,overspeed,最终生成曲线最高速度为 87.657239 km/h，超过 80.0 km/h，删除该等级,class2,128.0,,,,
泗港-曹隘,class3,overspeed,最终生成曲线最高速度为 84.868654 km/h，超过 80.0 km/h，删除该等级,class3,130.0,,,,
泗港-曹隘,class4,generated,最终生成曲线后验检查通过，峰值 72.064678 km/h,class3,137.0,D:\energy_conservation\output\ato_generated_results_new_v3\泗港-曹隘\class4_generated_curve.csv,137.05,72.0647,1826.8641
泗港-曹隘,class5,generated,最终生成曲线后验检查通过，峰值 64.955931 km/h,class3,143.0,D:\energy_conservation\output\ato_generated_results_new_v3\泗港-曹隘\class5_generated_curve.csv,143.0,64.9559,1827.1555
