run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850704|50704|5012|UP,89.8,972.7426,238.5,1797
07/0850706|50706|5012|UP,89.95,973.2425,215.74,1800
07/0850708|50708|5012|UP,87.75,972.7233,215.44,1756
07/0850710|50710|5012|UP,89.95,972.7152,215.84,1800
07/0850712|50712|5012|UP,87.9,973.0551,216.14,1759
07/0850714|50714|5012|UP,88.0,972.6916,216.74,1761
07/0951902|51902|5012|UP,88.85,972.6912,215.54,1778
07/0951904|51904|5012|UP,88.7,973.4591,221.3,1775
07/0951906|51906|5012|UP,89.7,973.0095,216.04,1795
07/0951908|51908|5012|UP,88.7,972.535,216.24,1775
07/0951910|51910|5012|UP,89.7,973.165,215.44,1795
07/0951912|51912|5012|UP,87.8,972.8028,224.5,1757
07/0951914|51914|5012|UP,88.65,972.7916,216.94,1774
07/1050304|50304|5012|UP,89.05,972.8957,223.2,1782
07/1053002|53002|5012|UP,88.15,972.5153,219.2,1764
07/1053004|53004|5012|UP,88.35,972.9971,215.74,1768
07/1251002|51002|5012|UP,90.7,972.6099,217.12,1815
07/1251004|51004|5012|UP,87.85,972.801,231.2,1758
07/1251006|51006|5012|UP,90.7,973.0456,215.64,1815
07/1251008|51008|5012|UP,88.75,972.8224,216.44,1776
07/1251012|51012|5012|UP,87.8,972.5622,220.32,1757
07/1251014|51014|5012|UP,88.95,972.9293,216.44,1780
07/1251510|51510|5012|UP,89.8,972.7811,216.04,1797
