站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,118.7,118.7,30.0,148.7,1451.99,1428.0,44.04,64.85,44.02,2375,63.48,1126,63.77,64.54,13925.68,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,150.8,150.8,30.0,180.8,2053.5,2017.0,49.02,65.72,49.01,3017,64.33,1778,64.98,65.32,17761.67,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,106.05,106.05,30.0,136.05,1352.72,1332.0,45.92,78.22,45.9,2122,76.87,640,77.34,78.11,15325.74,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,81.5,81.5,30.0,111.5,840.86,827.0,37.14,72.56,37.12,1631,70.44,251,70.77,72.44,11566.91,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,130.1,130.1,30.0,160.1,1889.75,1860.0,52.29,78.13,52.27,2603,77.47,1123,77.91,78.06,21265.13,215.94,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,94.85,94.85,30.0,124.85,1104.29,1086.0,41.91,76.98,41.89,1898,74.12,456,74.13,76.8,15104.92,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,123,122,07/3073122,73122,5012,UP,工作日高峰,0.0,91.05,91.05,30.0,121.05,999.96,984.0,39.54,68.78,39.52,1822,67.53,514,68.16,68.7,10512.69,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,123,122,07/3073122,73122,5012,UP,工作日高峰,0.0,129.4,129.4,30.0,159.4,1839.57,1811.0,51.18,76.2,51.16,2589,75.24,1140,75.72,76.0,17445.02,216.52,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,123,122,07/3073122,73122,5012,UP,工作日高峰,0.0,97.35,97.35,30.0,127.35,1187.97,1155.0,43.93,78.5,43.91,1948,77.65,490,78.36,78.44,15818.13,217.22,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,123,122,07/3073122,73122,5012,UP,工作日高峰,0.0,111.25,111.25,30.0,141.25,1474.85,1452.0,47.73,78.45,47.7,2226,77.83,707,78.37,78.42,19901.96,216.92,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,123,122,07/3073122,73122,5012,UP,工作日高峰,0.0,103.1,103.1,30.0,133.1,1233.14,1214.0,43.06,72.64,43.04,2063,72.08,651,72.55,72.6,14342.85,217.14,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,123,122,07/3073122,73122,5012,UP,工作日高峰,0.0,89.9,89.9,30.0,119.9,973.48,957.0,38.98,68.1,38.96,1799,66.44,496,67.13,67.99,11905.26,218.22,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,135.35,135.35,30.0,165.35,1826.91,1798.0,48.59,78.63,48.57,2708,77.75,848,78.32,78.39,23185.31,215.84,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,107.25,107.25,30.0,137.25,1327.73,1307.0,44.57,75.88,44.55,2146,74.08,497,75.28,75.65,20322.49,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,91.25,91.25,30.0,121.25,996.03,980.0,39.3,67.25,39.27,1826,66.42,528,67.02,67.17,11082.78,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,84.15,84.15,30.0,114.15,878.12,865.0,37.57,73.45,37.54,1684,70.42,244,71.69,73.42,15177.17,217.32,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,77.05,77.05,30.0,107.05,736.7,724.0,34.42,68.42,34.4,1542,66.88,208,68.0,68.34,12052.71,216.64,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,116.4,116.4,30.0,146.4,1575.77,1562.0,48.74,77.56,48.71,2329,75.74,893,76.05,77.39,15288.86,216.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,91.8,91.8,30.0,121.8,1010.17,994.0,39.61,76.73,39.59,1837,74.52,178,74.73,76.64,20840.68,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,140.55,140.55,30.0,170.55,1907.1,1877.0,48.85,69.04,48.83,2812,67.87,1465,68.12,68.89,18483.0,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,102.9,102.9,30.0,132.9,1097.67,1081.0,38.4,55.57,38.38,2059,54.98,931,55.39,55.51,10666.65,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,123,122,07/3073122,73122,5012,UP,工作日平峰,0.0,92.8,92.8,30.0,122.8,973.27,958.0,37.76,60.91,37.74,1857,59.35,679,59.68,60.86,11159.7,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
