run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,108.0,110.0,0.88057,0.64356,0.990451,21.894264,21.356693,-0.537571
07/0850712|50712|5012|UP,108.15,110.0,0.87363,0.641342,0.990635,21.890627,21.356693,-0.533934
07/0850714|50714|5012|UP,108.65,110.0,0.782176,0.490876,0.990645,21.897222,21.356693,-0.54053
07/0951902|51902|5012|UP,108.05,110.0,0.888859,0.662184,0.990529,21.923153,21.356693,-0.56646
07/0951904|51904|5012|UP,108.4,110.0,0.668287,0.447703,0.994163,21.900701,21.356693,-0.544008
07/0951912|51912|5012|UP,107.85,110.0,0.784759,0.596507,0.993049,21.917592,21.356693,-0.560899
07/1050304|50304|5012|UP,108.2,110.0,0.759656,0.571312,0.99335,21.876702,21.356693,-0.52001
07/1053002|53002|5012|UP,108.6,110.0,0.84093,0.595251,0.990377,21.814777,21.356693,-0.458085
07/1251004|51004|5012|UP,108.7,110.0,0.754579,0.491212,0.991753,21.895209,21.356693,-0.538517
07/1251012|51012|5012|UP,108.5,110.0,0.675309,0.417954,0.993305,21.9,21.356693,-0.543307
