run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,104.35,105.95,0.831532,0.576089,0.994801,21.319444,19.835508,-1.483936
07/0850712|50712|5012|UP,104.5,105.95,0.834375,0.579501,0.994469,21.342638,19.835508,-1.50713
07/0850714|50714|5012|UP,104.25,105.95,0.837558,0.586433,0.994812,21.350941,19.835508,-1.515433
07/0951902|51902|5012|UP,104.2,105.95,0.794043,0.571428,0.995654,21.075136,19.835508,-1.239628
07/0951904|51904|5012|UP,104.3,105.95,0.829832,0.572814,0.994955,21.308333,19.835508,-1.472825
07/0951912|51912|5012|UP,104.05,105.95,0.877588,0.599772,0.994274,21.48304,19.835508,-1.647532
07/1050304|50304|5012|UP,104.05,105.95,0.86263,0.595649,0.994443,21.425202,19.835508,-1.589694
07/1053002|53002|5012|UP,104.4,105.95,0.800834,0.558789,0.99475,21.104825,19.835508,-1.269317
07/1251004|51004|5012|UP,104.35,105.95,0.818307,0.570334,0.995105,21.251173,19.835508,-1.415665
07/1251012|51012|5012|UP,104.1,105.95,0.857897,0.595594,0.994619,21.423356,19.835508,-1.587848
