站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,113.45,113.45,30.0,143.45,1428.43,1428.0,45.33,75.6,45.31,2270,73.37,180,72.72,75.44,16097.29,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,147.05,147.05,30.0,177.05,2020.62,2017.0,49.47,67.22,49.45,2942,66.28,1636,67.08,67.17,17880.9,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,103.8,103.8,30.0,133.8,1331.33,1332.0,46.17,77.77,46.15,2077,76.93,611,77.48,77.69,15361.39,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,81.95,81.95,30.0,111.95,828.18,827.0,36.38,74.8,36.36,1640,72.84,165,73.49,74.7,12742.53,215.62,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,129.65,129.65,30.0,159.65,1861.02,1860.0,51.68,77.97,51.66,2594,77.16,1095,77.68,77.87,21820.25,215.82,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,93.55,93.55,30.0,123.55,1087.67,1086.0,41.86,77.54,41.83,1872,74.0,411,74.67,77.4,14874.53,215.82,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,88.65,88.65,30.0,118.65,985.02,984.0,40.0,77.63,39.98,1774,76.38,284,77.38,77.52,13503.3,216.22,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,126.55,126.55,30.0,156.55,1812.88,1811.0,51.57,77.55,51.55,2532,77.11,1073,77.45,77.51,19622.71,217.42,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,97.25,97.25,30.0,127.25,1169.56,1155.0,43.29,77.67,43.27,1946,76.82,473,77.45,77.58,16024.59,217.82,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,110.15,110.15,30.0,140.15,1452.65,1452.0,47.48,77.68,47.46,2204,77.02,713,77.5,77.56,21106.3,217.62,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,101.2,101.2,30.0,131.2,1214.46,1214.0,43.2,71.86,43.18,2025,71.33,639,71.79,71.83,13791.06,217.52,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,87.8,87.8,30.0,117.8,959.64,957.0,39.35,76.01,39.33,1757,73.54,309,74.0,75.73,14164.81,217.33,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,135.25,135.25,30.0,165.25,1799.24,1798.0,47.89,77.64,47.87,2706,76.89,841,77.43,77.52,23384.7,215.44,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,106.6,106.6,30.0,136.6,1306.85,1307.0,44.13,75.53,44.11,2133,73.38,464,74.58,75.22,20812.75,215.44,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,88.4,88.4,30.0,118.4,980.96,980.0,39.95,77.55,39.93,1769,76.36,284,77.36,77.51,14547.08,215.82,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,87,86,07/1971986,71986,5014,UP,工作日平峰,0.0,83.6,83.6,30.0,113.6,866.03,865.0,37.29,73.41,37.27,1673,71.49,216,72.77,73.31,15611.66,216.82,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,87,86,07/1971986,71986,5014,UP,工作日高峰,0.0,77.0,77.0,30.0,107.0,725.44,724.0,33.92,67.81,33.89,1541,66.22,203,67.34,67.73,12327.2,218.12,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,87,86,07/1971986,71986,5014,UP,工作日高峰,0.0,115.35,115.35,30.0,145.35,1552.79,1562.0,48.46,77.58,48.44,2308,76.91,825,77.48,77.52,15032.77,218.32,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,87,86,07/1971986,71986,5014,UP,工作日高峰,0.0,90.85,90.85,30.0,120.85,994.81,994.0,39.42,77.47,39.4,1818,75.67,261,77.26,77.39,19994.4,218.12,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,87,86,07/1971986,71986,5014,UP,工作日高峰,0.0,130.15,130.15,30.0,160.15,1878.73,1877.0,51.97,76.99,51.95,2604,76.23,1107,76.73,76.83,17672.0,218.32,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,87,86,07/1971986,71986,5014,UP,工作日高峰,0.0,98.3,98.3,30.0,128.3,1081.68,1081.0,39.61,62.63,39.59,1967,61.72,703,62.36,62.56,11635.57,217.42,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,87,86,07/1971986,71986,5014,UP,工作日高峰,0.0,88.25,88.25,30.0,118.25,959.38,958.0,39.14,72.05,39.11,1766,71.16,363,71.94,72.02,14711.07,216.22,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,87,86,07/1971986,71986,5014,UP,工作日高峰,0.0,81.55,81.55,30.0,111.55,834.41,833.0,36.83,77.39,36.81,1632,75.46,160,76.04,77.31,13268.75,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
