站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,116.3,116.3,30.0,146.3,1428.65,1428.0,44.22,64.9,44.2,2327,64.0,1030,64.36,64.77,13108.53,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,150.45,150.45,30.0,180.45,2021.12,2017.0,48.36,64.19,48.35,3010,62.78,1802,63.79,63.91,17458.04,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,110.5,110.5,30.0,140.5,1330.46,1332.0,43.35,64.52,43.33,2211,63.73,943,64.36,64.49,11767.72,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,83.9,83.9,30.0,113.9,827.88,827.0,35.52,70.2,35.5,1679,68.18,162,68.45,70.06,13065.51,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,130.0,130.0,30.0,160.0,1860.46,1860.0,51.52,76.82,51.5,2601,75.25,1118,75.8,76.5,21102.91,215.64,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,96.4,96.4,30.0,126.4,1087.62,1086.0,40.62,69.19,40.6,1929,65.79,605,66.04,68.8,13037.62,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,90.05,90.05,30.0,120.05,985.13,984.0,39.38,67.97,39.36,1802,66.9,502,67.55,67.78,10306.1,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,132.7,132.7,30.0,162.7,1811.57,1811.0,49.15,69.64,49.13,2655,68.71,1334,69.3,69.49,17209.04,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,100.6,100.6,30.0,130.6,1168.93,1155.0,41.83,69.5,41.81,2013,66.58,674,66.96,69.17,13790.07,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,115.9,115.9,30.0,145.9,1452.99,1452.0,45.13,70.12,45.11,2319,68.94,947,69.66,69.95,18943.01,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,105.5,105.5,30.0,135.5,1213.94,1214.0,41.42,63.66,41.4,2111,62.96,834,63.48,63.56,11394.16,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,92.5,92.5,30.0,122.5,958.36,957.0,37.3,60.42,37.28,1851,59.12,627,59.75,60.24,10679.52,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,134.75,134.75,30.0,164.75,1799.51,1798.0,48.08,77.74,48.06,2696,77.01,833,77.56,77.62,22526.53,215.74,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,106.7,106.7,30.0,136.7,1307.61,1307.0,44.12,75.96,44.1,2135,73.62,462,74.66,75.6,20827.52,215.64,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,88.7,88.7,30.0,118.7,981.09,980.0,39.82,76.15,39.8,1775,73.13,318,73.95,76.01,13379.49,215.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,83.95,83.95,30.0,113.95,865.5,865.0,37.12,73.35,37.09,1680,71.38,217,72.62,73.21,15568.87,216.04,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,76.15,76.15,30.0,106.15,726.46,724.0,34.34,68.22,34.32,1524,66.66,201,67.75,68.15,12272.75,216.14,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,114.95,114.95,30.0,144.95,1553.42,1562.0,48.65,77.58,48.63,2300,76.99,826,77.5,77.53,14797.94,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,90.65,90.65,30.0,120.65,994.7,994.0,39.5,77.58,39.48,1814,75.8,257,77.39,77.51,19729.05,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,136.55,136.55,30.0,166.55,1878.53,1877.0,49.53,71.13,49.51,2732,69.13,1361,69.58,70.6,17019.37,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,104.95,104.95,30.0,134.95,1080.88,1081.0,37.08,52.67,37.06,2100,52.0,1015,52.41,52.61,10566.75,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,92.1,92.1,30.0,122.1,958.71,958.0,37.47,60.46,37.45,1843,58.81,669,59.38,60.38,11051.91,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,5,4,07/0170104,70104,5014,UP,工作日平峰,0.0,81.25,81.25,30.0,111.25,833.77,833.0,36.94,75.34,36.92,1626,73.16,189,74.03,75.13,12047.53,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
梅堰-永茂路,5,4,07/0170104,70104,5014,UP,工作日高峰,0.0,318.25,318.25,30.0,348.25,3676.75,3676.0,41.59,63.16,41.58,6366,62.25,1780,62.68,62.79,29025.22,216.92,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx
