站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,117.65,117.65,30.0,147.65,1428.57,1428.0,43.71,65.58,43.69,2354,63.94,1087,64.41,65.33,14089.18,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,149.95,149.95,30.0,179.95,2021.51,2017.0,48.53,65.53,48.52,3000,63.52,1765,64.44,65.12,17853.57,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,109.45,109.45,30.0,139.45,1330.81,1332.0,43.77,67.65,43.75,2190,66.43,874,67.01,67.5,12635.22,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,83.9,83.9,30.0,113.9,827.18,827.0,35.49,70.28,35.47,1679,67.43,234,68.56,70.17,14061.91,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,130.85,130.85,30.0,160.85,1860.8,1860.0,51.19,76.85,51.18,2618,75.18,1128,75.73,76.6,21156.42,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,95.05,95.05,30.0,125.05,1088.08,1086.0,41.21,70.43,41.19,1902,68.19,566,68.61,70.26,13435.3,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,91.5,91.5,30.0,121.5,984.45,984.0,38.73,66.96,38.71,1831,64.45,524,64.53,66.85,10059.38,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,131.6,131.6,30.0,161.6,1812.6,1811.0,49.58,71.87,49.57,2633,70.78,1264,71.48,71.69,16619.51,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,101.4,101.4,30.0,131.4,1169.73,1155.0,41.53,67.13,41.51,2029,64.68,765,65.19,66.89,13885.67,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,114.55,114.55,30.0,144.55,1452.25,1452.0,45.64,71.53,45.62,2292,70.38,906,71.17,71.38,19354.08,216.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,105.75,105.75,30.0,135.75,1214.13,1214.0,41.33,63.88,41.31,2116,63.1,836,63.75,63.84,11238.91,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,7,6,07/0170106,70106,5014,UP,工作日低峰,0.0,91.45,91.45,30.0,121.45,958.78,957.0,37.74,61.19,37.72,1830,59.33,630,60.06,60.99,10860.59,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
