send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,15,,traceability,UP015_20240702_210016_R766,14,766,07/0270214,14,1,2350,cruise-avg,62.72,43.76,62.72,1087,64.74,64.52,63.21,0,62.72,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip015,"<setPositionSpeed trainID=""priority_history_trip015"" speed=""62.72"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,15,,traceability,UP015_20240702_210016_R766,14,767,07/0270214,14,1,3028,cruise-avg,62.81,48.05,62.81,1757,64.13,63.9,63.76,0,62.81,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip015,"<setPositionSpeed trainID=""priority_history_trip015"" speed=""62.81"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,15,,traceability,UP015_20240702_210016_R766,14,768,07/0270214,14,1,2202,cruise-avg,65.21,43.52,65.21,905,66.54,66.36,65.87,0,65.21,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip015,"<setPositionSpeed trainID=""priority_history_trip015"" speed=""65.21"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,15,,traceability,UP015_20240702_210016_R766,14,769,07/0270214,14,1,1691,cruise-avg,62.47,35.22,62.47,335,66.51,66.19,63.01,0,62.47,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip015,"<setPositionSpeed trainID=""priority_history_trip015"" speed=""62.47"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,15,,traceability,UP015_20240702_210016_R766,14,770,07/0270214,14,1,2614,cruise-avg,75.27,51.25,75.27,1110,76.99,76.59,75.75,0,75.27,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip015,"<setPositionSpeed trainID=""priority_history_trip015"" speed=""75.27"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,15,,traceability,UP015_20240702_210016_R766,14,771,07/0270214,14,1,1905,cruise-avg,67.8,41.1,67.8,562,70.42,70.23,68.22,0,67.8,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip015,"<setPositionSpeed trainID=""priority_history_trip015"" speed=""67.8"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,15,,traceability,UP015_20240702_210016_R766,14,772,07/0270214,14,1,1820,cruise-avg,64.29,38.94,64.29,561,66.94,66.79,64.53,0,64.29,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip015,"<setPositionSpeed trainID=""priority_history_trip015"" speed=""64.29"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,15,,traceability,UP015_20240702_210016_R766,14,773,07/0270214,14,1,2618,cruise-avg,70.72,49.84,70.72,1247,71.84,71.64,71.44,0,70.72,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip015,"<setPositionSpeed trainID=""priority_history_trip015"" speed=""70.72"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,15,,traceability,UP015_20240702_210016_R766,14,774,07/0270214,14,1,2016,cruise-avg,66.62,41.76,66.62,690,68.96,68.67,67.28,0,66.62,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip015,"<setPositionSpeed trainID=""priority_history_trip015"" speed=""66.62"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,15,,traceability,UP015_20240702_210016_R766,14,775,07/0270214,14,1,2312,cruise-avg,68.98,45.22,68.98,941,70.09,69.91,69.71,0,68.98,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip015,"<setPositionSpeed trainID=""priority_history_trip015"" speed=""68.98"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
