站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,29.99,30.0,-0.01,116.3,12947.63,13108.53,13116.69,历史原始实测能耗,160.9,real,class3,class3,80,80,strong,real_only,215.24,UP005_20240701_145202_R220,4.0,220.0
张家潭-同德路,class3,151.0,29.99,30.0,-0.01,150.45,17915.88,17458.04,17438.95,历史原始实测能耗,-457.84,real,class3,class3,54,54,strong,real_only,215.24,UP005_20240701_145202_R220,4.0,221.0
同德路-石碶,class3,109.0,34.99,35.0,-0.01,110.5,13094.43,11767.72,11623.61,历史原始实测能耗,-1326.71,real,class3,class3,60,60,strong,real_only,215.24,UP005_20240701_145202_R220,4.0,222.0
石碶-雅渡,class2,80.0,29.99,30.0,-0.01,83.9,11094.88,13065.51,12926.14,历史原始实测能耗,1970.63,real,class2,class2,38,38,strong,real_only,215.54,UP005_20240701_145202_R220,4.0,223.0
雅渡-庙堰,class3,131.9,28.99,29.0,-0.01,130.0,19858.37,21102.91,20216.12,历史原始实测能耗,1244.54,real,class3,class3,67,67,strong,real_only,215.64,UP005_20240701_145202_R220,4.0,224.0
庙堰-钟公庙,class3,96.0,29.99,30.0,-0.01,96.4,12536.53,13037.62,12837.76,历史原始实测能耗,501.09,real,class3,class3,84,84,strong,real_only,215.84,UP005_20240701_145202_R220,4.0,225.0
钟公庙-鄞州区政府,class4,95.0,39.99,40.0,-0.01,90.05,7979.13,10306.1,10266.51,历史原始实测能耗,2326.97,real,class4,class4,1,1,weak,real_only,215.64,UP005_20240701_145202_R220,4.0,226.0
鄞州区政府-钱湖南路,class2,128.0,28.99,29.0,-0.01,132.7,18495.21,17209.04,16711.4,历史原始实测能耗,-1286.17,real,class2,class2,45,45,strong,real_only,215.64,UP005_20240701_145202_R220,4.0,227.0
钱湖南路-南高教园区,class3,100.0,34.99,35.0,-0.01,100.6,13575.18,13790.07,13453.28,历史原始实测能耗,214.89,real,class3,class3,63,63,strong,real_only,215.54,UP005_20240701_145202_R220,4.0,228.0
南高教园区-下应路,class3,114.0,28.99,29.0,-0.01,115.9,18410.42,18943.01,18685.44,历史原始实测能耗,532.59,real,class3,class3,63,63,strong,real_only,215.74,UP005_20240701_145202_R220,4.0,229.0
下应路-大洋江,class3,106.0,29.99,30.0,-0.01,105.5,11259.42,11394.16,11118.5,历史原始实测能耗,134.74,real,class3,class3,65,65,strong,real_only,215.84,UP005_20240701_145202_R220,4.0,230.0
大洋江-泗港,class3,92.0,29.99,30.0,-0.01,92.5,10735.19,10679.52,10452.88,历史原始实测能耗,-55.67,real,class3,class3,99,99,strong,real_only,215.74,UP005_20240701_145202_R220,4.0,231.0
泗港-曹隘,class4,137.0,31.99,32.0,-0.01,134.75,22938.9,22526.53,22662.52,历史原始实测能耗,-412.37,real,class4,class4,82,82,strong,real_only,215.74,UP005_20240701_145202_R220,4.0,232.0
曹隘-柳隘,class4,113.0,30.99,31.0,-0.01,106.7,15948.2,20827.52,20713.99,历史原始实测能耗,4879.32,real,class4,class4,1,1,weak,real_only,215.64,UP005_20240701_145202_R220,4.0,233.0
柳隘-海晏北路,class3,92.0,44.99,45.0,-0.01,88.7,11476.12,13379.49,13502.18,历史原始实测能耗,1903.37,real,class3,class3,35,35,strong,real_only,215.84,UP005_20240701_145202_R220,4.0,234.0
