站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
海晏北路-民安东路,class3,85.0,29.99,30.0,-0.01,83.95,14697.33,15568.87,15379.03,历史原始实测能耗,871.54,real,class3,class3,41,41,strong,real_only,216.04,UP005_20240701_145202_R220,4.0,235.0
民安东路-会展中心,class3,79.0,29.99,30.0,-0.01,76.15,11576.69,12272.75,12278.89,历史原始实测能耗,696.06,real,class3,class3,8,8,strong,real_only,216.14,UP005_20240701_145202_R220,4.0,236.0
会展中心-院士路,class3,115.0,29.99,30.0,-0.01,114.95,14891.6,14797.94,14703.78,历史原始实测能耗,-93.66,real,class3,class3,104,104,strong,real_only,215.84,UP005_20240701_145202_R220,4.0,237.0
院士路-盎孟港,class3,91.0,29.99,30.0,-0.01,90.65,17729.7,19729.05,19577.84,历史原始实测能耗,1999.35,real,class3,class3,99,99,strong,real_only,215.64,UP005_20240701_145202_R220,4.0,238.0
盎孟港-三官堂,class3,138.9,33.99,34.0,-0.01,136.55,17011.18,17019.37,16642.82,历史原始实测能耗,8.19,real,class3,class3,52,52,strong,real_only,215.74,UP005_20240701_145202_R220,4.0,239.0
三官堂-兴庄路,class3,104.0,30.99,31.0,-0.01,104.95,10501.48,10566.75,10356.45,历史原始实测能耗,65.27,real,class3,class3,58,58,strong,real_only,215.84,UP005_20240701_145202_R220,4.0,240.0
兴庄路-兴海南路,class2,87.0,29.99,30.0,-0.01,92.1,15859.82,11051.91,10930.6,历史原始实测能耗,-4807.91,real,class2,class2,30,30,strong,real_only,215.64,UP005_20240701_145202_R220,4.0,241.0
兴海南路-梅堰,class3,82.0,35.99,36.0,-0.01,81.25,11329.91,12047.53,12056.4,历史原始实测能耗,717.62,real,class3,class3,73,73,strong,real_only,215.64,UP005_20240701_145202_R220,4.0,242.0
梅堰-永茂路,class3,313.0,26.99,27.0,-0.01,329.1,29925.82,26082.74,,历史原始实测能耗,-3843.08,real,class3,class3,20,20,strong,real_only,215.34,UP005_20240701_145202_R220,3.0,243.0
永茂路-镇海大道,class2,141.0,27.99,28.0,-0.01,142.35,17129.64,17808.47,17549.28,历史原始实测能耗,678.83,real,class2,class2,59,59,strong,real_only,215.44,UP005_20240701_145202_R220,4.0,244.0
镇海大道-骆驼桥,class4,128.0,0.0,0.0,0.0,116.6,17268.28,19865.41,19500.67,历史原始实测能耗,2597.13,real,class4,class4,1,1,weak,real_only,215.24,UP005_20240701_145202_R220,4.0,245.0
--- 总计 ---,节能率: 2.27%,3023.8,790.75,791.0,-0.25,3814.5499999999997,396186.94,405406.56,374701.73,历史原始实测能耗,9219.62,,,,,,,real_only,,,,
