站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,29.47,30.0,-0.53,116.3,12947.63,13108.53,13116.69,历史原始实测能耗,160.9,real,class3,class3,80,80,strong,energy_first,215.24,UP005_20240701_145202_R220,4.0,220.0
张家潭-同德路,class1,141.0,29.41,30.0,-0.59,150.45,17890.72,17458.04,17438.95,历史原始实测能耗,-432.68,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.24,UP005_20240701_145202_R220,4.0,221.0
同德路-石碶,class3,109.0,34.32,35.0,-0.68,110.5,13094.43,11767.72,11623.61,历史原始实测能耗,-1326.71,real,class3,class3,60,60,strong,energy_first,215.24,UP005_20240701_145202_R220,4.0,222.0
石碶-雅渡,class2,80.0,29.41,30.0,-0.59,83.9,11094.88,13065.51,12926.14,历史原始实测能耗,1970.63,real,class2,class2,38,38,strong,energy_first,215.54,UP005_20240701_145202_R220,4.0,223.0
雅渡-庙堰,class3,131.9,28.43,29.0,-0.57,130.0,19858.37,21102.91,20216.12,历史原始实测能耗,1244.54,real,class3,class3,67,67,strong,energy_first,215.64,UP005_20240701_145202_R220,4.0,224.0
庙堰-钟公庙,class4,101.0,29.41,30.0,-0.59,96.4,10898.18,13037.62,12837.76,历史原始实测能耗,2139.44,extrapolated_adjacent,class3,class3,0,84,generated,energy_first,215.84,UP005_20240701_145202_R220,4.0,225.0
钟公庙-鄞州区政府,class5,99.0,39.22,40.0,-0.78,90.05,6129.62,10306.1,10266.51,历史原始实测能耗,4176.48,extrapolated_adjacent,class4,class4,0,1,generated,energy_first,215.64,UP005_20240701_145202_R220,4.0,226.0
鄞州区政府-钱湖南路,class3,132.1,28.43,29.0,-0.57,132.7,16051.29,17209.04,16711.4,历史原始实测能耗,1157.75,real,class3,class3,62,62,strong,energy_first,215.64,UP005_20240701_145202_R220,4.0,227.0
钱湖南路-南高教园区,class4,105.0,34.32,35.0,-0.68,100.6,11774.49,13790.07,13453.28,历史原始实测能耗,2015.58,extrapolated_adjacent,class3,class3,0,63,generated,energy_first,215.54,UP005_20240701_145202_R220,4.0,228.0
南高教园区-下应路,class3,114.0,28.43,29.0,-0.57,115.9,18410.42,18943.01,18685.44,历史原始实测能耗,532.59,real,class3,class3,63,63,strong,energy_first,215.74,UP005_20240701_145202_R220,4.0,229.0
下应路-大洋江,class3,106.0,29.41,30.0,-0.59,105.5,11259.42,11394.16,11118.5,历史原始实测能耗,134.74,real,class3,class3,65,65,strong,energy_first,215.84,UP005_20240701_145202_R220,4.0,230.0
大洋江-泗港,class3,92.0,29.41,30.0,-0.59,92.5,10735.19,10679.52,10452.88,历史原始实测能耗,-55.67,real,class3,class3,99,99,strong,energy_first,215.74,UP005_20240701_145202_R220,4.0,231.0
