Name	Arrival	Departure	Mass_t	Class
布政	08:00:00	08:00:00	215.34	-
张家潭	08:01:52	08:02:22	215.34	Class2
同德路	08:04:53	08:05:23	215.74	Class3
石碶	08:07:07	08:07:37	216.72	Class2
雅渡	08:08:59	08:09:29	223.1	Class3
庙堰	08:11:38	08:12:08	216.84	Class2
钟公庙	08:13:44	08:14:14	225.9	Class3
鄞州区政府	08:15:40	08:16:10	216.44	Class2
钱湖南路	08:18:22	08:18:52	215.54	Class3
南高教园区	08:20:28	08:20:58	227.8	Class2
下应路	08:22:48	08:23:18	216.14	Class2
大洋江	08:25:04	08:25:34	222.1	Class3
泗港	08:27:01	08:27:31	219.92	Class2
曹隘	08:29:41	08:30:11	216.14	Class3
柳隘	08:32:04	08:32:34	243.1	Class4
海晏北路	08:34:01	08:34:31	216.22	Class2
民安东路	08:35:56	08:36:26	221.8	Class3
会展中心	08:37:45	08:38:15	217.62	Class3
院士路	08:40:10	08:40:40	217.14	Class3
盎孟港	08:42:16	08:42:46	228.0	Class4
三官堂	08:44:58	08:45:28	215.64	Class2
兴庄路	08:47:07	08:47:37	215.64	Class2
兴海南路	08:49:04	08:49:34	218.72	Class2
梅堰	08:50:56	08:51:26	216.34	Class3
永茂路	08:56:24	08:56:54	215.44	Class2
镇海大道	08:59:15	08:59:45	215.54	Class2
骆驼桥	09:01:41	09:01:41	215.74	Class2
