Name	Arrival	Departure	Mass_t	Class
布政	08:00:00	08:00:00	215.24	-
张家潭	08:02:01	08:02:31	215.24	Class4
同德路	08:04:59	08:05:29	215.94	Class2
石碶	08:07:13	08:07:43	215.24	Class2
雅渡	08:09:03	08:09:33	216.14	Class2
庙堰	08:11:52	08:12:22	216.04	Class4
钟公庙	08:13:58	08:14:28	217.54	Class3
鄞州区政府	08:15:54	08:16:24	216.44	Class2
钱湖南路	08:18:32	08:19:02	217.22	Class2
南高教园区	08:20:38	08:21:08	215.94	Class2
下应路	08:22:58	08:23:28	216.44	Class2
大洋江	08:25:09	08:25:39	215.54	Class2
泗港	08:27:11	08:27:41	215.64	Class3
曹隘	08:29:49	08:30:19	217.72	Class2
柳隘	08:32:05	08:32:35	215.84	Class2
海晏北路	08:34:02	08:34:32	217.12	Class2
民安东路	08:35:57	08:36:27	219.32	Class3
会展中心	08:37:43	08:38:13	215.64	Class2
院士路	08:40:14	08:40:44	217.44	Class4
盎孟港	08:42:12	08:42:42	216.54	Class2
三官堂	08:45:01	08:45:31	228.7	Class3
兴庄路	08:47:10	08:47:40	222.8	Class2
兴海南路	08:49:07	08:49:37	217.82	Class2
梅堰	08:50:55	08:51:25	216.22	Class2
永茂路	08:56:23	08:56:53	216.32	Class2
镇海大道	08:59:14	08:59:44	215.54	Class2
骆驼桥	09:01:52	09:01:52	215.24	Class4
