Name	Arrival	Departure	Mass_t	Class
布政	08:00:00	08:00:00	215.24	-
张家潭	08:01:52	08:02:22	215.34	Class2
同德路	08:04:50	08:05:20	215.44	Class2
石碶	08:07:09	08:07:39	215.34	Class3
雅渡	08:08:59	08:09:29	220.6	Class2
庙堰	08:11:41	08:12:11	215.24	Class3
钟公庙	08:13:44	08:14:14	215.84	Class2
鄞州区政府	08:15:44	08:16:14	229.9	Class3
钱湖南路	08:18:22	08:18:52	228.0	Class2
南高教园区	08:20:37	08:21:07	216.24	Class4
下应路	08:22:57	08:23:27	230.7	Class2
大洋江	08:25:08	08:25:38	215.54	Class2
泗港	08:27:14	08:27:44	215.64	Class4
曹隘	08:29:52	08:30:22	220.3	Class2
柳隘	08:32:08	08:32:38	216.14	Class2
海晏北路	08:34:14	08:34:44	216.14	Class4
民安东路	08:36:07	08:36:37	215.24	Class2
会展中心	08:37:56	08:38:26	225.2	Class3
院士路	08:40:21	08:40:51	215.24	Class3
盎孟港	08:42:22	08:42:52	219.4	Class3
三官堂	08:45:18	08:45:48	216.52	Class4
兴庄路	08:47:27	08:47:57	218.52	Class2
兴海南路	08:49:28	08:49:58	215.44	Class3
梅堰	08:51:16	08:51:46	215.34	Class2
永茂路	08:56:44	08:57:14	217.42	Class2
镇海大道	08:59:35	09:00:05	215.34	Class2
骆驼桥	09:02:07	09:02:07	216.04	Class3
