Name	Arrival	Departure	Mass_t	Class
布政	08:00:00	08:00:00	215.24	-
张家潭	08:02:01	08:02:31	215.24	Class4
同德路	08:04:59	08:05:29	215.74	Class2
石碶	08:07:23	08:07:53	215.44	Class4
雅渡	08:09:15	08:09:45	215.74	Class3
庙堰	08:12:04	08:12:34	215.54	Class4
钟公庙	08:14:15	08:14:45	215.94	Class4
鄞州区政府	08:16:20	08:16:50	229.9	Class4
钱湖南路	08:19:02	08:19:32	216.14	Class3
南高教园区	08:21:08	08:21:38	215.94	Class2
下应路	08:23:28	08:23:58	230.7	Class2
大洋江	08:25:39	08:26:09	220.32	Class2
泗港	08:27:45	08:28:15	219.2	Class4
曹隘	08:30:23	08:30:53	215.94	Class2
柳隘	08:32:39	08:33:09	215.44	Class2
海晏北路	08:34:36	08:35:06	215.54	Class2
民安东路	08:36:31	08:37:01	217.62	Class3
会展中心	08:38:24	08:38:54	217.62	Class4
院士路	08:40:46	08:41:16	216.74	Class2
盎孟港	08:42:47	08:43:17	215.74	Class3
三官堂	08:45:29	08:45:59	219.02	Class2
兴庄路	08:47:38	08:48:08	216.34	Class2
兴海南路	08:49:39	08:50:09	216.22	Class3
梅堰	08:51:27	08:51:57	215.74	Class2
永茂路	08:56:55	08:57:25	217.42	Class2
镇海大道	08:59:46	09:00:16	215.34	Class2
骆驼桥	09:02:12	09:02:12	215.74	Class2
