Name	Arrival	Departure	Mass_t	Class
布政	08:00:00	08:00:00	215.34	-
张家潭	08:01:55	08:02:25	215.24	Class3
同德路	08:04:53	08:05:23	215.74	Class2
石碶	08:07:07	08:07:37	215.74	Class2
雅渡	08:08:57	08:09:27	216.04	Class2
庙堰	08:11:36	08:12:06	224.3	Class2
钟公庙	08:13:47	08:14:17	227.8	Class4
鄞州区政府	08:15:43	08:16:13	215.84	Class2
钱湖南路	08:18:25	08:18:55	221.8	Class3
南高教园区	08:20:35	08:21:05	233.6	Class3
下应路	08:22:55	08:23:25	221.5	Class2
大洋江	08:25:16	08:25:46	218.22	Class4
泗港	08:27:18	08:27:48	215.74	Class3
曹隘	08:29:58	08:30:28	216.14	Class3
柳隘	08:32:16	08:32:46	215.74	Class3
海晏北路	08:34:13	08:34:43	215.64	Class2
民安东路	08:36:08	08:36:38	225.9	Class3
会展中心	08:37:54	08:38:24	217.82	Class2
院士路	08:40:19	08:40:49	217.72	Class3
盎孟港	08:42:25	08:42:55	216.82	Class4
三官堂	08:45:14	08:45:44	216.14	Class3
兴庄路	08:47:28	08:47:58	222.8	Class3
兴海南路	08:49:29	08:49:59	215.54	Class3
梅堰	08:51:17	08:51:47	215.34	Class2
永茂路	08:56:45	08:57:15	215.34	Class2
镇海大道	08:59:43	09:00:13	215.44	Class3
骆驼桥	09:02:09	09:02:09	215.54	Class2
