Name	Arrival	Departure	Mass_t	Class
布政	08:00:00	08:00:00	215.24	-
张家潭	08:01:52	08:02:22	215.24	Class2
同德路	08:04:50	08:05:20	215.74	Class2
石碶	08:07:04	08:07:34	216.42	Class2
雅渡	08:08:56	08:09:26	215.24	Class3
庙堰	08:11:45	08:12:15	215.54	Class4
钟公庙	08:13:51	08:14:21	215.54	Class3
鄞州区政府	08:15:56	08:16:26	229.9	Class4
钱湖南路	08:18:34	08:19:04	215.54	Class2
南高教园区	08:20:40	08:21:10	216.42	Class2
下应路	08:23:04	08:23:34	236.7	Class3
大洋江	08:25:15	08:25:45	216.14	Class2
泗港	08:27:21	08:27:51	215.64	Class4
曹隘	08:29:59	08:30:29	216.14	Class2
柳隘	08:32:22	08:32:52	219.9	Class4
海晏北路	08:34:19	08:34:49	218.5	Class2
民安东路	08:36:14	08:36:44	216.82	Class3
会展中心	08:38:00	08:38:30	222.6	Class2
院士路	08:40:25	08:40:55	216.82	Class3
盎孟港	08:42:23	08:42:53	216.74	Class2
三官堂	08:45:05	08:45:35	225.8	Class2
兴庄路	08:47:19	08:47:49	215.24	Class3
兴海南路	08:49:16	08:49:46	216.22	Class2
梅堰	08:51:04	08:51:34	217.42	Class2
永茂路	08:56:32	08:57:02	216.82	Class2
镇海大道	08:59:23	08:59:53	216.12	Class2
骆驼桥	09:01:55	09:01:55	215.34	Class3
