Name	Arrival	Departure	Mass_t	Class
布政	08:00:00	08:00:00	215.24	-
张家潭	08:02:01	08:02:31	215.24	Class4
同德路	08:04:59	08:05:29	215.44	Class2
石碶	08:07:13	08:07:43	216.42	Class2
雅渡	08:09:03	08:09:33	216.14	Class2
庙堰	08:11:42	08:12:12	216.74	Class2
钟公庙	08:13:48	08:14:18	215.34	Class3
鄞州区政府	08:15:48	08:16:18	215.94	Class3
钱湖南路	08:18:26	08:18:56	216.24	Class2
南高教园区	08:20:32	08:21:02	227.8	Class2
下应路	08:22:56	08:23:26	215.44	Class3
大洋江	08:25:12	08:25:42	218.82	Class3
泗港	08:27:14	08:27:44	215.74	Class3
曹隘	08:29:54	08:30:24	215.54	Class3
柳隘	08:32:17	08:32:47	224.8	Class4
海晏北路	08:34:23	08:34:53	225.1	Class4
民安东路	08:36:16	08:36:46	234.8	Class2
会展中心	08:38:02	08:38:32	228.0	Class2
院士路	08:40:27	08:40:57	216.24	Class3
盎孟港	08:42:25	08:42:55	218.02	Class2
三官堂	08:45:14	08:45:44	218.4	Class3
兴庄路	08:47:28	08:47:58	216.04	Class3
兴海南路	08:49:25	08:49:55	215.34	Class2
梅堰	08:51:17	08:51:47	217.42	Class3
永茂路	08:56:45	08:57:15	215.24	Class2
镇海大道	08:59:36	09:00:06	215.44	Class2
骆驼桥	09:02:14	09:02:14	215.74	Class4
